run	biosample	rank	n_pathogens	n_cryptic	coinfection	declared_taxids	declared_names	stress	setting	coinf_intent
ERR4315249	SAMEA7035891	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315249	SAMEA7035891	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315250	SAMEA7035892	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315250	SAMEA7035892	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315251	SAMEA7035893	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315251	SAMEA7035893	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315252	SAMEA7035894	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315252	SAMEA7035894	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315253	SAMEA7035895	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315253	SAMEA7035895	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315254	SAMEA7035896	species	5	4	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315254	SAMEA7035896	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315255	SAMEA7035897	species	5	4	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315255	SAMEA7035897	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315257	SAMEA7035899	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315257	SAMEA7035899	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315258	SAMEA7035900	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315258	SAMEA7035900	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315259	SAMEA7035901	species	8	7	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315259	SAMEA7035901	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315262	SAMEA7035904	species	19	18	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315262	SAMEA7035904	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315264	SAMEA7035906	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315264	SAMEA7035906	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315265	SAMEA7035907	species	8	7	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315265	SAMEA7035907	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315266	SAMEA7035908	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315266	SAMEA7035908	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315267	SAMEA7035909	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315267	SAMEA7035909	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315270	SAMEA7035912	species	20	19	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315270	SAMEA7035912	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315272	SAMEA7035914	species	20	19	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315272	SAMEA7035914	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315273	SAMEA7035915	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315273	SAMEA7035915	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315275	SAMEA7035917	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315275	SAMEA7035917	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315276	SAMEA7035918	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315276	SAMEA7035918	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315278	SAMEA7035920	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315278	SAMEA7035920	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315279	SAMEA7035921	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315279	SAMEA7035921	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315280	SAMEA7035922	species	23	22	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315280	SAMEA7035922	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315282	SAMEA7035924	species	16	15	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315282	SAMEA7035924	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315283	SAMEA7035925	species	8	7	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315283	SAMEA7035925	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315284	SAMEA7035926	species	13	12	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315284	SAMEA7035926	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315285	SAMEA7035927	species	5	4	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315285	SAMEA7035927	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315287	SAMEA7035929	species	13	12	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315287	SAMEA7035929	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315289	SAMEA7035931	species	20	19	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315289	SAMEA7035931	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315291	SAMEA7035933	species	9	8	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315291	SAMEA7035933	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315292	SAMEA7035934	species	5	4	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315292	SAMEA7035934	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315295	SAMEA7035937	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315295	SAMEA7035937	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315297	SAMEA7035939	species	14	13	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315297	SAMEA7035939	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315298	SAMEA7035940	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315298	SAMEA7035940	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315299	SAMEA7035941	species	12	11	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315299	SAMEA7035941	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315300	SAMEA7035942	species	14	13	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315300	SAMEA7035942	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315301	SAMEA7035943	species	10	9	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315301	SAMEA7035943	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315304	SAMEA7035946	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315304	SAMEA7035946	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315309	SAMEA7035951	species	9	8	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315309	SAMEA7035951	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315310	SAMEA7035952	species	18	17	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315310	SAMEA7035952	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315311	SAMEA7035953	species	20	19	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315311	SAMEA7035953	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315312	SAMEA7035954	species	16	15	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315312	SAMEA7035954	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315314	SAMEA7035956	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315314	SAMEA7035956	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315316	SAMEA7035958	species	13	12	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315316	SAMEA7035958	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315317	SAMEA7035959	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315317	SAMEA7035959	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315318	SAMEA7035960	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315318	SAMEA7035960	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315319	SAMEA7035961	species	9	8	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315319	SAMEA7035961	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315320	SAMEA7035962	species	8	7	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315320	SAMEA7035962	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315321	SAMEA7035963	species	20	19	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315321	SAMEA7035963	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315323	SAMEA7035965	species	10	9	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315323	SAMEA7035965	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315324	SAMEA7035966	species	8	7	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315324	SAMEA7035966	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315325	SAMEA7035967	species	9	8	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315325	SAMEA7035967	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315327	SAMEA7035969	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315327	SAMEA7035969	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315328	SAMEA7035970	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315328	SAMEA7035970	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315329	SAMEA7035971	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315329	SAMEA7035971	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315330	SAMEA7035972	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315330	SAMEA7035972	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315331	SAMEA7035973	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315331	SAMEA7035973	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315332	SAMEA7035974	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315332	SAMEA7035974	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315333	SAMEA7035975	species	17	16	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315333	SAMEA7035975	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315334	SAMEA7035976	species	16	15	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315334	SAMEA7035976	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315335	SAMEA7035977	species	19	18	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315335	SAMEA7035977	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315336	SAMEA7035978	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315336	SAMEA7035978	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315337	SAMEA7035979	species	9	8	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315337	SAMEA7035979	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315340	SAMEA7035982	species	15	14	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315340	SAMEA7035982	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315341	SAMEA7035983	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315341	SAMEA7035983	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315342	SAMEA7035984	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315342	SAMEA7035984	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315344	SAMEA7035986	species	14	13	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315344	SAMEA7035986	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315345	SAMEA7035987	species	20	19	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315345	SAMEA7035987	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315346	SAMEA7035988	species	13	12	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315346	SAMEA7035988	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315347	SAMEA7035989	species	17	16	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315347	SAMEA7035989	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315348	SAMEA7035990	species	10	9	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315348	SAMEA7035990	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315349	SAMEA7035991	species	14	13	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315349	SAMEA7035991	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315350	SAMEA7035992	species	12	11	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315350	SAMEA7035992	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315351	SAMEA7035993	species	13	12	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315351	SAMEA7035993	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315353	SAMEA7035995	species	21	20	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315353	SAMEA7035995	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315356	SAMEA7035998	species	17	16	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315356	SAMEA7035998	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315357	SAMEA7035999	species	21	20	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315357	SAMEA7035999	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315359	SAMEA7036001	species	21	20	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315359	SAMEA7036001	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315362	SAMEA7036004	species	15	14	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315362	SAMEA7036004	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315364	SAMEA7036006	species	20	19	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315364	SAMEA7036006	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315365	SAMEA7036007	species	20	19	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315365	SAMEA7036007	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315368	SAMEA7036010	species	12	11	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315368	SAMEA7036010	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315369	SAMEA7036011	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315369	SAMEA7036011	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315370	SAMEA7036012	species	18	17	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315370	SAMEA7036012	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315372	SAMEA7036014	species	12	11	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315372	SAMEA7036014	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315375	SAMEA7036017	species	15	14	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315375	SAMEA7036017	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315378	SAMEA7036020	species	15	14	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315378	SAMEA7036020	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315381	SAMEA7036023	species	12	11	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315381	SAMEA7036023	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315382	SAMEA7036024	species	18	17	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315382	SAMEA7036024	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315384	SAMEA7036026	species	5	4	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315384	SAMEA7036026	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315386	SAMEA7036028	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315386	SAMEA7036028	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315389	SAMEA7036031	species	24	23	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315389	SAMEA7036031	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315390	SAMEA7036032	species	19	18	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315390	SAMEA7036032	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315391	SAMEA7036033	species	18	17	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315391	SAMEA7036033	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315393	SAMEA7036035	species	12	11	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315393	SAMEA7036035	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315394	SAMEA7036036	species	19	18	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315394	SAMEA7036036	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315396	SAMEA7036038	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315396	SAMEA7036038	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315398	SAMEA7036040	species	10	9	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315398	SAMEA7036040	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315399	SAMEA7036041	species	16	15	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315399	SAMEA7036041	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315400	SAMEA7036042	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315400	SAMEA7036042	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315401	SAMEA7036043	species	21	20	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315401	SAMEA7036043	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315402	SAMEA7036044	species	19	18	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315402	SAMEA7036044	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315403	SAMEA7036045	species	8	7	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315403	SAMEA7036045	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315406	SAMEA7036048	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315406	SAMEA7036048	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315407	SAMEA7036049	species	12	11	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315407	SAMEA7036049	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315409	SAMEA7036051	species	10	9	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315409	SAMEA7036051	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315410	SAMEA7036052	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315410	SAMEA7036052	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315411	SAMEA7036053	species	11	10	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315411	SAMEA7036053	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315412	SAMEA7036054	species	9	8	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315412	SAMEA7036054	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315415	SAMEA7036057	species	5	4	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315415	SAMEA7036057	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315416	SAMEA7036058	species	6	5	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315416	SAMEA7036058	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315417	SAMEA7036059	species	5	4	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315417	SAMEA7036059	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315418	SAMEA7036060	species	5	4	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315418	SAMEA7036060	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315419	SAMEA7036061	species	7	6	yes	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
ERR4315419	SAMEA7036061	genus	0	0	no	27350	Puccinia striiformis fsp. tritici	biotic	field	single_pathogen_focus
