run	biosample	rank	n_pathogens	n_cryptic	coinfection	declared_taxids	declared_names	stress	setting	coinf_intent
SRR16930848	SAMN22502881	species	3	3	yes	112436,114922,114923,12042,168135,2976691,2976693	apium virus Y; carrot thin leaf virus; carrot virus Y; celery mosaic virus; beet western yellows virus; carrot torradovirus-1; carrot ophiovirus-1; parsley umbravirus 1; carrot associated RNA virus 1	biotic	field	intentional_multi_pathogen
SRR16930848	SAMN22502881	genus	0	0	no	112436,114922,114923,12042,168135,2976691,2976693	apium virus Y; carrot thin leaf virus; carrot virus Y; celery mosaic virus; beet western yellows virus; carrot torradovirus-1; carrot ophiovirus-1; parsley umbravirus 1; carrot associated RNA virus 1	biotic	field	intentional_multi_pathogen
SRR16965071		species	0	0	no					
SRR16965071		genus	0	0	no					
SRR17207990	SAMN23895764	species	10	10	yes			abiotic	field	not_disease_focused
SRR17207990	SAMN23895764	genus	0	0	no			abiotic	field	not_disease_focused
SRR17207991	SAMN23895763	species	8	8	yes			abiotic	field	not_disease_focused
SRR17207991	SAMN23895763	genus	0	0	no			abiotic	field	not_disease_focused
SRR17207993	SAMN23895761	species	18	18	yes			abiotic	field	not_disease_focused
SRR17207993	SAMN23895761	genus	0	0	no			abiotic	field	not_disease_focused
SRR17207994	SAMN23895760	species	6	6	yes			abiotic	field	not_disease_focused
SRR17207994	SAMN23895760	genus	0	0	no			abiotic	field	not_disease_focused
SRR17609703	SAMN24926499	species	1	1	no	1980428,31741	High Plains wheat mosaic virus; wheat streak mosaic virus	biotic	field	intentional_multi_pathogen
SRR17609703	SAMN24926499	genus	0	0	no	1980428,31741	High Plains wheat mosaic virus; wheat streak mosaic virus	biotic	field	intentional_multi_pathogen
SRR17609705	SAMN24926497	species	1	1	no	1980428,31741	High Plains wheat mosaic virus; wheat streak mosaic virus	biotic	field	intentional_multi_pathogen
SRR17609705	SAMN24926497	genus	0	0	no	1980428,31741	High Plains wheat mosaic virus; wheat streak mosaic virus	biotic	field	intentional_multi_pathogen
SRR17681697	SAMN25143993	species	6	6	yes			none	field	not_disease_focused
SRR17681697	SAMN25143993	genus	0	0	no			none	field	not_disease_focused
SRR1773570	SAMN03288048	species	4	4	yes			none	field	not_disease_focused
SRR1773570	SAMN03288048	genus	0	0	no			none	field	not_disease_focused
SRR1774241	SAMN03295093	species	13	12	yes	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1774241	SAMN03295093	genus	0	0	no	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1774244	SAMN03295093	species	13	12	yes	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1774244	SAMN03295093	genus	0	0	no	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1776521	SAMN03295093	species	14	13	yes	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1776521	SAMN03295093	genus	0	0	no	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1776535	SAMN03295093	species	13	12	yes	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1776535	SAMN03295093	genus	0	0	no	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1776573	SAMN03295093	species	12	11	yes	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1776573	SAMN03295093	genus	0	0	no	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1777450	SAMN03295094	species	13	12	yes	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1777450	SAMN03295094	genus	0	0	no	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1777451	SAMN03295094	species	12	11	yes	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1777451	SAMN03295094	genus	0	0	no	343,5518	Fusarium graminearum; Xanthomonas translucens	biotic	field	intentional_multi_pathogen
SRR1793833	SAMN03333087	species	2	1	yes	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793833	SAMN03333087	genus	0	0	no	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793834	SAMN03333088	species	2	1	yes	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793834	SAMN03333088	genus	0	0	no	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793847	SAMN03333089	species	2	1	yes	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793847	SAMN03333089	genus	0	0	no	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793857	SAMN03333091	species	2	1	yes	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793857	SAMN03333091	genus	0	0	no	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793865	SAMN03333097	species	2	1	yes	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793865	SAMN03333097	genus	0	0	no	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793876	SAMN03333098	species	2	1	yes	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793876	SAMN03333098	genus	0	0	no	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793908	SAMN03333099	species	2	1	yes	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793908	SAMN03333099	genus	0	0	no	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793909	SAMN03333100	species	2	1	yes	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR1793909	SAMN03333100	genus	0	0	no	5022,5180	Sclerotinia sclerotiorum; Leptosphaeria maculans	biotic	field	single_pathogen_focus
SRR18064501	SAMN21354877	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR18064501	SAMN21354877	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR18064506	SAMN21354876	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR18064506	SAMN21354876	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR18064507	SAMN21354876	species	2	1	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR18064507	SAMN21354876	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR18064509	SAMN21354876	species	3	2	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR18064509	SAMN21354876	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR18070412	SAMN26038428	species	0	0	no	12472	subterranean clover mottle virus	biotic	field	single_pathogen_focus
SRR18070412	SAMN26038428	genus	0	0	no	12472	subterranean clover mottle virus	biotic	field	single_pathogen_focus
SRR18070413	SAMN26038427	species	0	0	no	12472	subterranean clover mottle virus	biotic	field	single_pathogen_focus
SRR18070413	SAMN26038427	genus	0	0	no	12472	subterranean clover mottle virus	biotic	field	single_pathogen_focus
SRR18070414	SAMN26038426	species	1	1	no	12472	subterranean clover mottle virus	biotic	field	single_pathogen_focus
SRR18070414	SAMN26038426	genus	0	0	no	12472	subterranean clover mottle virus	biotic	field	single_pathogen_focus
SRR18070416	SAMN26038424	species	0	0	no	12472	subterranean clover mottle virus	biotic	field	single_pathogen_focus
SRR18070416	SAMN26038424	genus	0	0	no	12472	subterranean clover mottle virus	biotic	field	single_pathogen_focus
SRR18428225	SAMN26857483	species	3	2	yes	456999	Rhizoctonia solani	biotic	field	single_pathogen_focus
SRR18428225	SAMN26857483	genus	0	0	no	456999	Rhizoctonia solani	biotic	field	single_pathogen_focus
SRR18840566	SAMN27675195	species	10	10	yes	312295	Cotton leafroll dwarf virus (CLRDV)	biotic	field	single_pathogen_focus
SRR18840566	SAMN27675195	genus	0	0	no	312295	Cotton leafroll dwarf virus (CLRDV)	biotic	field	single_pathogen_focus
SRR1975193	SAMN03486532	species	7	6	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975193	SAMN03486532	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975194	SAMN03486533	species	8	7	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975194	SAMN03486533	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975196	SAMN03486535	species	7	6	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975196	SAMN03486535	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975197	SAMN03486536	species	11	10	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975197	SAMN03486536	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975198	SAMN03486537	species	19	18	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975198	SAMN03486537	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975199	SAMN03486538	species	7	6	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975199	SAMN03486538	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975200	SAMN03486539	species	9	8	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975200	SAMN03486539	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975204	SAMN03486543	species	8	7	yes	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR1975204	SAMN03486543	genus	0	0	no	40559	Botrytis cinerea	biotic	field	single_pathogen_focus
SRR19891820	SAMN29406191	species	9	8	yes	5016	Cochliobolus heterostrophus; Bipolaris maydis	biotic	field	single_pathogen_focus
SRR19891820	SAMN29406191	genus	0	0	no	5016	Cochliobolus heterostrophus; Bipolaris maydis	biotic	field	single_pathogen_focus
SRR19891823	SAMN29406188	species	7	6	yes	5016	Cochliobolus heterostrophus; Bipolaris maydis	biotic	field	single_pathogen_focus
SRR19891823	SAMN29406188	genus	0	0	no	5016	Cochliobolus heterostrophus; Bipolaris maydis	biotic	field	single_pathogen_focus
SRR20067738	SAMN18080036	species	4	3	yes	690256	Colletotrichum fructicola	biotic	field	single_pathogen_focus
SRR20067738	SAMN18080036	genus	0	0	no	690256	Colletotrichum fructicola	biotic	field	single_pathogen_focus
SRR20067739	SAMN18080036	species	4	3	yes	690256	Colletotrichum fructicola	biotic	field	single_pathogen_focus
SRR20067739	SAMN18080036	genus	0	0	no	690256	Colletotrichum fructicola	biotic	field	single_pathogen_focus
SRR20067740	SAMN18080036	species	4	3	yes	690256	Colletotrichum fructicola	biotic	field	single_pathogen_focus
SRR20067740	SAMN18080036	genus	0	0	no	690256	Colletotrichum fructicola	biotic	field	single_pathogen_focus
SRR20067742	SAMN18080036	species	4	3	yes	690256	Colletotrichum fructicola	biotic	field	single_pathogen_focus
SRR20067742	SAMN18080036	genus	0	0	no	690256	Colletotrichum fructicola	biotic	field	single_pathogen_focus
SRR20324127	SAMN29390823	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324127	SAMN29390823	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324128	SAMN29390822	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324128	SAMN29390822	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324129	SAMN29390821	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324129	SAMN29390821	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324130	SAMN29390820	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324130	SAMN29390820	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324131	SAMN29390819	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324131	SAMN29390819	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324132	SAMN29390818	species	1	1	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324132	SAMN29390818	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324133	SAMN29390817	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324133	SAMN29390817	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324135	SAMN29390815	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324135	SAMN29390815	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324139	SAMN29390812	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324139	SAMN29390812	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324142	SAMN29390809	species	1	1	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324142	SAMN29390809	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324143	SAMN29390808	species	1	1	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324143	SAMN29390808	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324144	SAMN29390807	species	1	1	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324144	SAMN29390807	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324145	SAMN29390806	species	1	1	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324145	SAMN29390806	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324146	SAMN29390805	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324146	SAMN29390805	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324148	SAMN29390804	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324148	SAMN29390804	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324149	SAMN29390803	species	2	2	yes	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20324149	SAMN29390803	genus	0	0	no	1086053	Rhizoctonia solani AG-3 TB	biotic	field	single_pathogen_focus
SRR20644641		species	0	0	no					
SRR20644641		genus	0	0	no					
SRR20695271	SAMN30025543	species	2	1	yes	27334,60169	Penicillium expansum; Penicillium polonicum	biotic	field	single_pathogen_focus
SRR20695271	SAMN30025543	genus	0	0	no	27334,60169	Penicillium expansum; Penicillium polonicum	biotic	field	single_pathogen_focus
SRR20695272	SAMN30025544	species	2	1	yes	27334,60169	Penicillium expansum; Penicillium polonicum	biotic	field	single_pathogen_focus
SRR20695272	SAMN30025544	genus	0	0	no	27334,60169	Penicillium expansum; Penicillium polonicum	biotic	field	single_pathogen_focus
SRR20695273	SAMN30025545	species	2	1	yes	27334,60169	Penicillium expansum; Penicillium polonicum	biotic	field	single_pathogen_focus
SRR20695273	SAMN30025545	genus	0	0	no	27334,60169	Penicillium expansum; Penicillium polonicum	biotic	field	single_pathogen_focus
SRR20695274	SAMN30025546	species	2	1	yes	27334,60169	Penicillium expansum; Penicillium polonicum	biotic	field	single_pathogen_focus
SRR20695274	SAMN30025546	genus	0	0	no	27334,60169	Penicillium expansum; Penicillium polonicum	biotic	field	single_pathogen_focus
SRR2079621		species	3	3	yes					
SRR2079621		genus	0	0	no					
SRR20999593	SAMN29989406	species	19	19	yes			abiotic	field	not_disease_focused
SRR20999593	SAMN29989406	genus	0	0	no			abiotic	field	not_disease_focused
SRR20999595	SAMN29989414	species	20	20	yes			abiotic	field	not_disease_focused
SRR20999595	SAMN29989414	genus	0	0	no			abiotic	field	not_disease_focused
SRR20999596	SAMN29989413	species	16	16	yes			abiotic	field	not_disease_focused
SRR20999596	SAMN29989413	genus	0	0	no			abiotic	field	not_disease_focused
SRR21195556	SAMN30451169	species	11	11	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195556	SAMN30451169	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195557	SAMN30451169	species	14	14	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195557	SAMN30451169	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195559	SAMN30451169	species	13	13	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195559	SAMN30451169	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195561	SAMN30451168	species	9	9	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195561	SAMN30451168	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195562	SAMN30451168	species	9	9	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195562	SAMN30451168	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195563	SAMN30451167	species	8	8	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195563	SAMN30451167	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195565	SAMN30451167	species	9	9	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195565	SAMN30451167	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195566	SAMN30451166	species	7	7	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195566	SAMN30451166	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195567	SAMN30451166	species	10	10	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195567	SAMN30451166	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195570	SAMN30451165	species	15	15	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195570	SAMN30451165	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195571	SAMN30451165	species	19	19	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195571	SAMN30451165	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195572	SAMN30451165	species	18	18	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195572	SAMN30451165	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195573	SAMN30451164	species	13	13	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195573	SAMN30451164	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195574	SAMN30451164	species	14	14	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195574	SAMN30451164	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195575	SAMN30451164	species	10	10	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195575	SAMN30451164	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195576	SAMN30451163	species	4	4	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195576	SAMN30451163	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195577	SAMN30451163	species	6	6	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195577	SAMN30451163	genus	0	0	no		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
SRR21195582	SAMN30451162	species	7	7	yes		C. asianum; C. fructicola; C. siamense; C. gloeosporioides; C. musae; C. cordylinicola; C. higginsianum; C. gigasporum; C. scovillei; C. lentis; C. endophytica; C. destructivum; C. acutatum; C. sp. JS-367; C. tropicale	biotic	field	single_pathogen_focus
