genus	deep_species	shallow_species	deep_depth	shallow_pangenome_kmers	overlap_kmers	ambiguous_at_b1	ambiguous_at_b4	frac_misassigned_at_b1	frac_misassigned_at_b4	misassigned_at_b1	misassigned_at_b4
Fusarium	Fusarium culmorum	Fusarium verticillioides	6	24637600	89600	85800	89600	0.000154	0.0	3800	0
Fusarium	Fusarium culmorum	Fusarium verticillioides	7	24637600	89600	85800	89600	0.000154	0.0	3800	0
Fusarium	Fusarium culmorum	Fusarium verticillioides	8	24637600	91800	87800	91800	0.000162	0.0	4000	0
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	1	31587600	45600	43000	45400	8.2e-05	6e-06	2600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	2	31587600	48000	44400	47800	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	3	31587600	48000	44400	47800	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	4	31587600	48000	44400	47800	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	5	31587600	48200	44600	48000	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	6	31587600	48200	44600	48000	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	7	31587600	48200	44600	48000	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	8	31587600	48200	44600	48000	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	9	31587600	48200	44600	48000	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	10	31587600	48200	44600	48000	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	11	31587600	48200	44600	48000	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	12	31587600	48800	45200	48600	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	13	31587600	48800	45200	48600	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	14	31587600	48800	45200	48600	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	15	31587600	48800	45200	48600	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	16	31587600	48800	45200	48600	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	17	31587600	48800	45200	48600	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium ambrosium	18	31587600	48800	45200	48600	0.000114	6e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	1	63232400	61200	39600	43000	0.000342	0.000288	21600	18200
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	2	63232400	64000	41400	45000	0.000357	0.0003	22600	19000
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	3	63232400	64400	41400	45000	0.000364	0.000307	23000	19400
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	4	63232400	64600	41400	45200	0.000367	0.000307	23200	19400
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	5	63232400	65000	41600	45400	0.00037	0.00031	23400	19600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	6	63232400	65000	41600	45400	0.00037	0.00031	23400	19600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	7	63232400	65000	41600	45400	0.00037	0.00031	23400	19600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	8	63232400	65000	41600	45400	0.00037	0.00031	23400	19600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	9	63232400	65000	41600	45400	0.00037	0.00031	23400	19600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	10	63232400	65200	41600	45400	0.000373	0.000313	23600	19800
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	11	63232400	65200	41600	45400	0.000373	0.000313	23600	19800
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	12	63232400	66400	42000	46000	0.000386	0.000323	24400	20400
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	13	63232400	66600	42000	46000	0.000389	0.000326	24600	20600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	14	63232400	66600	42000	46000	0.000389	0.000326	24600	20600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	15	63232400	66600	42000	46000	0.000389	0.000326	24600	20600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	16	63232400	66600	42000	46000	0.000389	0.000326	24600	20600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	17	63232400	66600	42000	46000	0.000389	0.000326	24600	20600
Fusarium	Fusarium fujikuroi	Fusarium cf. solani	18	63232400	66600	42000	46000	0.000389	0.000326	24600	20600
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	1	24631000	43000	42200	43000	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	2	24631000	44600	43800	44600	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	3	24631000	44800	44000	44800	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	4	24631000	45000	44200	45000	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	5	24631000	45200	44400	45200	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	6	24631000	45200	44400	45200	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	7	24631000	45200	44400	45200	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	8	24631000	45200	44400	45200	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	9	24631000	45200	44400	45200	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	10	24631000	45200	44400	45200	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	11	24631000	45200	44400	45200	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	12	24631000	45800	45000	45800	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	13	24631000	45800	45000	45800	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	14	24631000	45800	45000	45800	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	15	24631000	45800	45000	45800	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	16	24631000	45800	45000	45800	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	17	24631000	45800	45000	45800	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium euwallaceae	18	24631000	45800	45000	45800	3.2e-05	0.0	800	0
Fusarium	Fusarium fujikuroi	Fusarium falciforme	1	30412600	49000	46200	48800	9.2e-05	7e-06	2800	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	2	30412600	51400	48000	51200	0.000112	7e-06	3400	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	3	30412600	51800	48200	51600	0.000118	7e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	4	30412600	51800	48200	51600	0.000118	7e-06	3600	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	5	30412600	52000	48200	51800	0.000125	7e-06	3800	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	6	30412600	52000	48200	51800	0.000125	7e-06	3800	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	7	30412600	52000	48200	51800	0.000125	7e-06	3800	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	8	30412600	52400	48200	52200	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	9	30412600	52400	48200	52200	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	10	30412600	52400	48200	52200	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	11	30412600	52400	48200	52200	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	12	30412600	52600	48400	52400	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	13	30412600	52600	48400	52400	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	14	30412600	52600	48400	52400	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	15	30412600	52600	48400	52400	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	16	30412600	52600	48400	52400	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	17	30412600	52600	48400	52400	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium falciforme	18	30412600	52600	48400	52400	0.000138	7e-06	4200	200
Fusarium	Fusarium fujikuroi	Fusarium floridanum	1	24348200	41800	40000	41800	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	2	24348200	43200	41400	43200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	3	24348200	43200	41400	43200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	4	24348200	43200	41400	43200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	5	24348200	43400	41600	43400	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	6	24348200	43400	41600	43400	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	7	24348200	43400	41600	43400	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	8	24348200	43600	41800	43600	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	9	24348200	43600	41800	43600	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	10	24348200	43600	41800	43600	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	11	24348200	43600	41800	43600	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	12	24348200	44200	42400	44200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	13	24348200	44200	42400	44200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	14	24348200	44200	42400	44200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	15	24348200	44200	42400	44200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	16	24348200	44200	42400	44200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	17	24348200	44200	42400	44200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium floridanum	18	24348200	44200	42400	44200	7.4e-05	0.0	1800	0
Fusarium	Fusarium fujikuroi	Fusarium lateritium	1	116042800	328400	115800	174200	0.001832	0.001329	212600	154200
Fusarium	Fusarium fujikuroi	Fusarium lateritium	2	116042800	343800	119000	180400	0.001937	0.001408	224800	163400
Fusarium	Fusarium fujikuroi	Fusarium lateritium	3	116042800	347000	120000	182200	0.001956	0.00142	227000	164800
Fusarium	Fusarium fujikuroi	Fusarium lateritium	4	116042800	347200	120000	182200	0.001958	0.001422	227200	165000
Fusarium	Fusarium fujikuroi	Fusarium lateritium	5	116042800	348000	120200	182600	0.001963	0.001425	227800	165400
Fusarium	Fusarium fujikuroi	Fusarium lateritium	6	116042800	348000	120200	182600	0.001963	0.001425	227800	165400
Fusarium	Fusarium fujikuroi	Fusarium lateritium	7	116042800	348600	120400	183000	0.001967	0.001427	228200	165600
Fusarium	Fusarium fujikuroi	Fusarium lateritium	8	116042800	349000	120400	183200	0.00197	0.001429	228600	165800
Fusarium	Fusarium fujikuroi	Fusarium lateritium	9	116042800	349000	120400	183200	0.00197	0.001429	228600	165800
Fusarium	Fusarium fujikuroi	Fusarium lateritium	10	116042800	349800	121000	183800	0.001972	0.001431	228800	166000
Fusarium	Fusarium fujikuroi	Fusarium lateritium	11	116042800	349800	121000	183800	0.001972	0.001431	228800	166000
Fusarium	Fusarium fujikuroi	Fusarium lateritium	12	116042800	353400	122200	186600	0.001992	0.001437	231200	166800
Fusarium	Fusarium fujikuroi	Fusarium lateritium	13	116042800	353400	122200	186600	0.001992	0.001437	231200	166800
Fusarium	Fusarium fujikuroi	Fusarium lateritium	14	116042800	353400	122200	186600	0.001992	0.001437	231200	166800
Fusarium	Fusarium fujikuroi	Fusarium lateritium	15	116042800	354000	122200	187000	0.001998	0.001439	231800	167000
Fusarium	Fusarium fujikuroi	Fusarium lateritium	16	116042800	354000	122200	187000	0.001998	0.001439	231800	167000
Fusarium	Fusarium fujikuroi	Fusarium lateritium	17	116042800	354000	122200	187000	0.001998	0.001439	231800	167000
Fusarium	Fusarium fujikuroi	Fusarium lateritium	18	116042800	354000	122200	187000	0.001998	0.001439	231800	167000
Fusarium	Fusarium fujikuroi	Fusarium poae	1	22366600	87800	82600	87800	0.000232	0.0	5200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	2	22366600	96000	90400	96000	0.00025	0.0	5600	0
Fusarium	Fusarium fujikuroi	Fusarium poae	3	22366600	101000	94800	101000	0.000277	0.0	6200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	4	22366600	101000	94800	101000	0.000277	0.0	6200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	5	22366600	101600	95400	101600	0.000277	0.0	6200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	6	22366600	101600	95400	101600	0.000277	0.0	6200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	7	22366600	102200	96000	102200	0.000277	0.0	6200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	8	22366600	104600	97400	104600	0.000322	0.0	7200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	9	22366600	105400	98200	105400	0.000322	0.0	7200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	10	22366600	107000	99200	107000	0.000349	0.0	7800	0
Fusarium	Fusarium fujikuroi	Fusarium poae	11	22366600	107200	99400	107200	0.000349	0.0	7800	0
Fusarium	Fusarium fujikuroi	Fusarium poae	12	22366600	109000	100800	109000	0.000367	0.0	8200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	13	22366600	109000	100800	109000	0.000367	0.0	8200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	14	22366600	109000	100800	109000	0.000367	0.0	8200	0
Fusarium	Fusarium fujikuroi	Fusarium poae	15	22366600	110000	101600	110000	0.000376	0.0	8400	0
Fusarium	Fusarium fujikuroi	Fusarium poae	16	22366600	110000	101600	110000	0.000376	0.0	8400	0
Fusarium	Fusarium fujikuroi	Fusarium poae	17	22366600	110000	101600	110000	0.000376	0.0	8400	0
Fusarium	Fusarium fujikuroi	Fusarium poae	18	22366600	110000	101600	110000	0.000376	0.0	8400	0
Fusarium	Fusarium fujikuroi	Fusarium culmorum	1	20455200	91800	86200	87600	0.000274	0.000205	5600	4200
Fusarium	Fusarium fujikuroi	Fusarium culmorum	2	20455200	95400	89000	91000	0.000313	0.000215	6400	4400
Fusarium	Fusarium fujikuroi	Fusarium culmorum	3	20455200	99000	89800	92600	0.00045	0.000313	9200	6400
Fusarium	Fusarium fujikuroi	Fusarium culmorum	4	20455200	99200	89800	92800	0.00046	0.000313	9400	6400
Fusarium	Fusarium fujikuroi	Fusarium culmorum	5	20455200	99800	90200	93400	0.000469	0.000313	9600	6400
Fusarium	Fusarium fujikuroi	Fusarium culmorum	6	20455200	99800	90200	93400	0.000469	0.000313	9600	6400
Fusarium	Fusarium fujikuroi	Fusarium culmorum	7	20455200	100200	90200	93600	0.000489	0.000323	10000	6600
Fusarium	Fusarium fujikuroi	Fusarium culmorum	8	20455200	101800	90400	93800	0.000557	0.000391	11400	8000
Fusarium	Fusarium fujikuroi	Fusarium culmorum	9	20455200	101800	90400	93800	0.000557	0.000391	11400	8000
Fusarium	Fusarium fujikuroi	Fusarium culmorum	10	20455200	103800	90800	95000	0.000636	0.00043	13000	8800
Fusarium	Fusarium fujikuroi	Fusarium culmorum	11	20455200	104000	90800	95000	0.000645	0.00044	13200	9000
Fusarium	Fusarium fujikuroi	Fusarium culmorum	12	20455200	105400	92000	96200	0.000655	0.00045	13400	9200
Fusarium	Fusarium fujikuroi	Fusarium culmorum	13	20455200	105400	92000	96200	0.000655	0.00045	13400	9200
Fusarium	Fusarium fujikuroi	Fusarium culmorum	14	20455200	105400	92000	96200	0.000655	0.00045	13400	9200
Fusarium	Fusarium fujikuroi	Fusarium culmorum	15	20455200	107200	92000	96200	0.000743	0.000538	15200	11000
Fusarium	Fusarium fujikuroi	Fusarium culmorum	16	20455200	107200	92000	96200	0.000743	0.000538	15200	11000
Fusarium	Fusarium fujikuroi	Fusarium culmorum	17	20455200	107200	92000	96200	0.000743	0.000538	15200	11000
Fusarium	Fusarium fujikuroi	Fusarium culmorum	18	20455200	107200	92000	96200	0.000743	0.000538	15200	11000
Fusarium	Fusarium fujikuroi	Fusarium graminearum	1	26759200	93800	84800	90800	0.000336	0.000112	9000	3000
Fusarium	Fusarium fujikuroi	Fusarium graminearum	2	26759200	97400	87600	94200	0.000366	0.00012	9800	3200
Fusarium	Fusarium fujikuroi	Fusarium graminearum	3	26759200	102600	88800	95600	0.000516	0.000262	13800	7000
Fusarium	Fusarium fujikuroi	Fusarium graminearum	4	26759200	102600	88800	95600	0.000516	0.000262	13800	7000
Fusarium	Fusarium fujikuroi	Fusarium graminearum	5	26759200	103200	89400	96200	0.000516	0.000262	13800	7000
Fusarium	Fusarium fujikuroi	Fusarium graminearum	6	26759200	103200	89400	96200	0.000516	0.000262	13800	7000
Fusarium	Fusarium fujikuroi	Fusarium graminearum	7	26759200	104400	89600	96600	0.000553	0.000291	14800	7800
Fusarium	Fusarium fujikuroi	Fusarium graminearum	8	26759200	105400	90000	97000	0.000576	0.000314	15400	8400
Fusarium	Fusarium fujikuroi	Fusarium graminearum	9	26759200	105400	90000	97000	0.000576	0.000314	15400	8400
Fusarium	Fusarium fujikuroi	Fusarium graminearum	10	26759200	107600	90200	97200	0.00065	0.000389	17400	10400
Fusarium	Fusarium fujikuroi	Fusarium graminearum	11	26759200	107800	90200	97400	0.000658	0.000389	17600	10400
Fusarium	Fusarium fujikuroi	Fusarium graminearum	12	26759200	109800	91600	99000	0.00068	0.000404	18200	10800
Fusarium	Fusarium fujikuroi	Fusarium graminearum	13	26759200	109800	91600	99000	0.00068	0.000404	18200	10800
Fusarium	Fusarium fujikuroi	Fusarium graminearum	14	26759200	109800	91600	99000	0.00068	0.000404	18200	10800
Fusarium	Fusarium fujikuroi	Fusarium graminearum	15	26759200	109800	91600	99000	0.00068	0.000404	18200	10800
Fusarium	Fusarium fujikuroi	Fusarium graminearum	16	26759200	109800	91600	99000	0.00068	0.000404	18200	10800
Fusarium	Fusarium fujikuroi	Fusarium graminearum	17	26759200	109800	91600	99000	0.00068	0.000404	18200	10800
Fusarium	Fusarium fujikuroi	Fusarium graminearum	18	26759200	109800	91600	99000	0.00068	0.000404	18200	10800
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	1	26067800	3186400	3050800	3186400	0.005202	0.0	135600	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	2	26067800	3323400	3176600	3323400	0.005631	0.0	146800	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	3	26067800	3346400	3195200	3346400	0.0058	0.0	151200	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	4	26067800	3352600	3200800	3352600	0.005823	0.0	151800	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	5	26067800	3365000	3210400	3365000	0.005931	0.0	154600	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	6	26067800	3365000	3210400	3365000	0.005931	0.0	154600	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	7	26067800	3369000	3214000	3369000	0.005946	0.0	155000	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	8	26067800	3374400	3216800	3374400	0.006046	0.0	157600	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	9	26067800	3376400	3217400	3376400	0.006099	0.0	159000	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	10	26067800	3386000	3224800	3386000	0.006184	0.0	161200	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	11	26067800	3387000	3225400	3387000	0.006199	0.0	161600	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	12	26067800	3416200	3253000	3416200	0.006261	0.0	163200	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	13	26067800	3417600	3254000	3417600	0.006276	0.0	163600	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	14	26067800	3417600	3254000	3417600	0.006276	0.0	163600	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	15	26067800	3421200	3256600	3421200	0.006314	0.0	164600	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	16	26067800	3421600	3257000	3421600	0.006314	0.0	164600	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	17	26067800	3422200	3257400	3422200	0.006322	0.0	164800	0
Fusarium	Fusarium fujikuroi	Fusarium odoratissimum	18	26067800	3422200	3257400	3422200	0.006322	0.0	164800	0
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	1	116495400	4474400	3036600	3468200	0.012342	0.008637	1437800	1006200
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	2	116495400	4753200	3163200	3647400	0.013649	0.009492	1590000	1105800
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	3	116495400	4866400	3186800	3713600	0.014418	0.009896	1679600	1152800
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	4	116495400	4885800	3192200	3725000	0.014538	0.009964	1693600	1160800
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	5	116495400	4905000	3201800	3737200	0.01462	0.010024	1703200	1167800
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	6	116495400	4905000	3201800	3737200	0.01462	0.010024	1703200	1167800
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	7	116495400	4921000	3205600	3746200	0.014725	0.010085	1715400	1174800
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	8	116495400	4955400	3209600	3759400	0.014986	0.010266	1745800	1196000
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	9	116495400	4958800	3211000	3762200	0.015003	0.010272	1747800	1196600
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	10	116495400	4993600	3220000	3777000	0.015225	0.010443	1773600	1216600
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	11	116495400	4998400	3221200	3778600	0.015256	0.010471	1777200	1219800
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	12	116495400	5061800	3248000	3815400	0.01557	0.010699	1813800	1246400
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	13	116495400	5066600	3248800	3817000	0.015604	0.010727	1817800	1249600
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	14	116495400	5066800	3248800	3817000	0.015606	0.010728	1818000	1249800
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	15	116495400	5089000	3251000	3826200	0.015777	0.01084	1838000	1262800
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	16	116495400	5090800	3251600	3827400	0.015788	0.010845	1839200	1263400
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	17	116495400	5093000	3252200	3828400	0.015801	0.010855	1840800	1264600
Fusarium	Fusarium fujikuroi	Fusarium oxysporum	18	116495400	5093200	3252200	3828400	0.015803	0.010857	1841000	1264800
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	1	50227200	14828000	11775200	13414200	0.06078	0.028148	3052800	1413800
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	2	50227200	16463800	12728200	14751200	0.074374	0.034097	3735600	1712600
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	3	50227200	16838400	12912200	15019600	0.078169	0.036211	3926200	1818800
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	4	50227200	16922600	12952000	15082800	0.079053	0.03663	3970600	1839800
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	5	50227200	16967800	12964800	15114800	0.079698	0.036892	4003000	1853000
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	6	50227200	16967800	12964800	15114800	0.079698	0.036892	4003000	1853000
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	7	50227200	17061000	13009200	15174000	0.080669	0.037569	4051800	1887000
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	8	50227200	17116800	13022800	15196800	0.08151	0.038226	4094000	1920000
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	9	50227200	17134800	13030400	15211400	0.081717	0.038294	4104400	1923400
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	10	50227200	17244400	13067000	15279000	0.08317	0.03913	4177400	1965400
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	11	50227200	17260600	13070600	15288800	0.083421	0.039258	4190000	1971800
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	12	50227200	17632400	13255400	15569600	0.087144	0.041069	4377000	2062800
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	13	50227200	17648200	13257200	15574600	0.087423	0.041284	4391000	2073600
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	14	50227200	17649600	13257200	15574800	0.087451	0.041308	4392400	2074800
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	15	50227200	17696800	13275400	15605200	0.088028	0.041643	4421400	2091600
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	16	50227200	17698400	13276000	15605800	0.088048	0.041663	4422400	2092600
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	17	50227200	17702200	13277200	15608200	0.0881	0.041691	4425000	2094000
Fusarium	Fusarium fujikuroi	Fusarium proliferatum	18	50227200	17705600	13278600	15610000	0.088139	0.041722	4427000	2095600
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	1	27985200	101800	89200	100600	0.00045	4.3e-05	12600	1200
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	2	27985200	104800	91800	103600	0.000465	4.3e-05	13000	1200
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	3	27985200	106600	92800	105200	0.000493	5e-05	13800	1400
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	4	27985200	107200	93200	105800	0.0005	5e-05	14000	1400
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	5	27985200	107800	93600	106400	0.000507	5e-05	14200	1400
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	6	27985200	107800	93600	106400	0.000507	5e-05	14200	1400
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	7	27985200	107800	93600	106400	0.000507	5e-05	14200	1400
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	8	27985200	108400	94200	107000	0.000507	5e-05	14200	1400
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	9	27985200	108400	94200	107000	0.000507	5e-05	14200	1400
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	10	27985200	108800	94600	107400	0.000507	5e-05	14200	1400
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	11	27985200	109000	94600	107600	0.000515	5e-05	14400	1400
Fusarium	Fusarium fujikuroi	Fusarium pseudograminearum	12	27985200	109800	95000	108400	0.000529	5e-05	14800	1400
