genus	deep_species	shallow_species	deep_depth	shallow_pangenome_kmers	overlap_kmers	ambiguous_at_b1	ambiguous_at_b4	frac_misassigned_at_b1	frac_misassigned_at_b4	misassigned_at_b1	misassigned_at_b4
Aspergillus	Aspergillus flavus	Aspergillus niger	1	57477600	37800	25200	29000	0.000219	0.000153	12600	8800
Aspergillus	Aspergillus flavus	Aspergillus niger	2	57477600	38600	25400	29800	0.00023	0.000153	13200	8800
Aspergillus	Aspergillus flavus	Aspergillus niger	3	57477600	40600	26000	31000	0.000254	0.000167	14600	9600
Aspergillus	Aspergillus flavus	Aspergillus niger	4	57477600	41200	26000	31200	0.000264	0.000174	15200	10000
Aspergillus	Aspergillus flavus	Aspergillus niger	5	57477600	41400	26000	31200	0.000268	0.000177	15400	10200
Aspergillus	Aspergillus flavus	Aspergillus niger	6	57477600	41400	26000	31200	0.000268	0.000177	15400	10200
Aspergillus	Aspergillus flavus	Aspergillus niger	7	57477600	42000	26000	31200	0.000278	0.000188	16000	10800
Aspergillus	Aspergillus flavus	Aspergillus niger	8	57477600	42000	26000	31200	0.000278	0.000188	16000	10800
Aspergillus	Aspergillus flavus	Aspergillus niger	9	57477600	42000	26000	31200	0.000278	0.000188	16000	10800
Aspergillus	Aspergillus flavus	Aspergillus niger	10	57477600	42000	26000	31200	0.000278	0.000188	16000	10800
Aspergillus	Aspergillus flavus	Aspergillus niger	11	57477600	42000	26000	31200	0.000278	0.000188	16000	10800
Aspergillus	Aspergillus flavus	Aspergillus niger	12	57477600	42200	26000	31200	0.000282	0.000191	16200	11000
Aspergillus	Aspergillus flavus	Aspergillus niger	13	57477600	44800	26000	32400	0.000327	0.000216	18800	12400
Aspergillus	Aspergillus niger	Aspergillus flavus	1	27000400	26000	25200	26000	3e-05	0.0	800	0
Aspergillus	Aspergillus niger	Aspergillus flavus	2	27000400	29000	27000	28600	7.4e-05	1.5e-05	2000	400
Aspergillus	Aspergillus niger	Aspergillus flavus	3	27000400	30600	28400	30200	8.1e-05	1.5e-05	2200	400
Aspergillus	Aspergillus niger	Aspergillus flavus	4	27000400	32400	29000	31200	0.000126	4.4e-05	3400	1200
Aspergillus	Aspergillus niger	Aspergillus flavus	5	27000400	33400	29200	31600	0.000156	6.7e-05	4200	1800
Aspergillus	Aspergillus niger	Aspergillus flavus	6	27000400	34000	29600	32000	0.000163	7.4e-05	4400	2000
Aspergillus	Aspergillus niger	Aspergillus flavus	7	27000400	34400	29800	32400	0.00017	7.4e-05	4600	2000
Aspergillus	Aspergillus niger	Aspergillus flavus	8	27000400	34800	30200	32800	0.00017	7.4e-05	4600	2000
Aspergillus	Aspergillus niger	Aspergillus flavus	9	27000400	36200	30600	33200	0.000207	0.000111	5600	3000
Aspergillus	Aspergillus niger	Aspergillus flavus	10	27000400	36600	30600	33600	0.000222	0.000111	6000	3000
Aspergillus	Aspergillus niger	Aspergillus flavus	11	27000400	36800	30600	33600	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	12	27000400	36800	30600	33600	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	13	27000400	36800	30600	33600	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	14	27000400	36800	30600	33600	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	15	27000400	36800	30600	33600	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	16	27000400	36800	30600	33600	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	17	27000400	37800	31600	34600	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	18	27000400	37800	31600	34600	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	19	27000400	37800	31600	34600	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	20	27000400	38000	31800	34800	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	21	27000400	38000	31800	34800	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	22	27000400	38000	31800	34800	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	23	27000400	38000	31800	34800	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	24	27000400	38000	31800	34800	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	25	27000400	38000	31800	34800	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	26	27000400	38000	31800	34800	0.00023	0.000119	6200	3200
Aspergillus	Aspergillus niger	Aspergillus flavus	27	27000400	38400	32000	35000	0.000237	0.000126	6400	3400
Aspergillus	Aspergillus niger	Aspergillus flavus	28	27000400	38400	32000	35000	0.000237	0.000126	6400	3400
Aspergillus	Aspergillus niger	Aspergillus flavus	29	27000400	38400	32000	35000	0.000237	0.000126	6400	3400
Aspergillus	Aspergillus niger	Aspergillus flavus	30	27000400	38400	32000	35000	0.000237	0.000126	6400	3400
Aspergillus	Aspergillus niger	Aspergillus flavus	31	27000400	38600	32000	35000	0.000244	0.000133	6600	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	32	27000400	38600	32000	35000	0.000244	0.000133	6600	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	33	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	34	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	35	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	36	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	37	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	38	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	39	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	40	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	41	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Aspergillus	Aspergillus niger	Aspergillus flavus	42	27000400	44800	37800	41200	0.000259	0.000133	7000	3600
Fusarium	Fusarium cf. solani	Fusarium ambrosium	1	31587600	14077600	11950000	14068600	0.067356	0.000285	2127600	9000
Fusarium	Fusarium cf. solani	Fusarium ambrosium	2	31587600	14663000	12369600	14650800	0.072604	0.000386	2293400	12200
Fusarium	Fusarium cf. solani	Fusarium ambrosium	3	31587600	14761600	12433200	14749200	0.073712	0.000393	2328400	12400
Fusarium	Fusarium cf. solani	Fusarium ambrosium	4	31587600	17680200	14546800	17664200	0.099197	0.000507	3133400	16000
Fusarium	Fusarium cf. solani	Fusarium ambrosium	5	31587600	17799000	14631800	17781800	0.100267	0.000545	3167200	17200
Fusarium	Fusarium cf. solani	Fusarium ambrosium	6	31587600	19239200	15621400	19219200	0.114532	0.000633	3617800	20000
Fusarium	Fusarium cf. solani	Fusarium ambrosium	7	31587600	19287600	15654000	19267200	0.115032	0.000646	3633600	20400
Fusarium	Fusarium cf. solani	Fusarium ambrosium	8	31587600	19340400	15689400	19319000	0.115583	0.000677	3651000	21400
Fusarium	Fusarium cf. solani	Fusarium ambrosium	9	31587600	19721800	15937000	19699000	0.119819	0.000722	3784800	22800
Fusarium	Fusarium cf. solani	Fusarium ambrosium	10	31587600	19763600	15963400	19740600	0.120307	0.000728	3800200	23000
Fusarium	Fusarium cf. solani	Fusarium ambrosium	11	31587600	20309800	16329400	20285800	0.126011	0.00076	3980400	24000
Fusarium	Fusarium cf. solani	Fusarium ambrosium	12	31587600	20965600	16768800	20940600	0.132862	0.000791	4196800	25000
Fusarium	Fusarium cf. solani	Fusarium ambrosium	13	31587600	21002200	16790200	20976200	0.133343	0.000823	4212000	26000
Fusarium	Fusarium cf. solani	Fusarium ambrosium	14	31587600	21009000	16794200	20983000	0.133432	0.000823	4214800	26000
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	1	24631000	13484400	13166400	13484400	0.012911	0.0	318000	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	2	24631000	13969400	13623800	13969400	0.014031	0.0	345600	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	3	24631000	14068400	13713000	14068400	0.014429	0.0	355400	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	4	24631000	17391600	16912200	17391600	0.019463	0.0	479400	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	5	24631000	17539400	17037400	17539400	0.020381	0.0	502000	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	6	24631000	18443600	17886200	18443600	0.02263	0.0	557400	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	7	24631000	18489000	17925200	18489000	0.02289	0.0	563800	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	8	24631000	18538600	17963200	18538600	0.023361	0.0	575400	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	9	24631000	18692000	18111000	18692000	0.023588	0.0	581000	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	10	24631000	18717400	18132400	18717400	0.023751	0.0	585000	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	11	24631000	19316600	18704200	19316600	0.024863	0.0	612400	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	12	24631000	19549800	18920800	19549800	0.025537	0.0	629000	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	13	24631000	19573800	18938800	19573800	0.025781	0.0	635000	0
Fusarium	Fusarium cf. solani	Fusarium euwallaceae	14	24631000	19578800	18943400	19578800	0.025797	0.0	635400	0
Fusarium	Fusarium cf. solani	Fusarium falciforme	1	30412600	2229800	2036400	2209000	0.006359	0.000684	193400	20800
Fusarium	Fusarium cf. solani	Fusarium falciforme	2	30412600	2282200	2081600	2259600	0.006596	0.000743	200600	22600
Fusarium	Fusarium cf. solani	Fusarium falciforme	3	30412600	2293200	2090000	2268800	0.006681	0.000802	203200	24400
Fusarium	Fusarium cf. solani	Fusarium falciforme	4	30412600	2624000	2368800	2592000	0.008391	0.001052	255200	32000
Fusarium	Fusarium cf. solani	Fusarium falciforme	5	30412600	2631000	2373000	2599000	0.008483	0.001052	258000	32000
Fusarium	Fusarium cf. solani	Fusarium falciforme	6	30412600	2801400	2512400	2764000	0.009503	0.00123	289000	37400
Fusarium	Fusarium cf. solani	Fusarium falciforme	7	30412600	2805600	2514400	2767600	0.009575	0.001249	291200	38000
Fusarium	Fusarium cf. solani	Fusarium falciforme	8	30412600	2809600	2517000	2771200	0.009621	0.001263	292600	38400
Fusarium	Fusarium cf. solani	Fusarium falciforme	9	30412600	3679000	3278400	3626400	0.013172	0.00173	400600	52600
Fusarium	Fusarium cf. solani	Fusarium falciforme	10	30412600	3758800	3331800	3700000	0.01404	0.001933	427000	58800
Fusarium	Fusarium cf. solani	Fusarium falciforme	11	30412600	3818200	3380600	3756800	0.014389	0.002019	437600	61400
Fusarium	Fusarium cf. solani	Fusarium falciforme	12	30412600	4042200	3575400	3976000	0.015349	0.002177	466800	66200
Fusarium	Fusarium cf. solani	Fusarium falciforme	13	30412600	4049000	3580600	3982400	0.015402	0.00219	468400	66600
Fusarium	Fusarium cf. solani	Fusarium falciforme	14	30412600	4050400	3581400	3983800	0.015421	0.00219	469000	66600
Fusarium	Fusarium cf. solani	Fusarium floridanum	1	24348200	13336000	12743000	13328800	0.024355	0.000296	593000	7200
Fusarium	Fusarium cf. solani	Fusarium floridanum	2	24348200	13824200	13191400	13816200	0.02599	0.000329	632800	8000
Fusarium	Fusarium cf. solani	Fusarium floridanum	3	24348200	13917600	13268400	13909000	0.026663	0.000353	649200	8600
Fusarium	Fusarium cf. solani	Fusarium floridanum	4	24348200	16794200	15994000	16783000	0.032865	0.00046	800200	11200
Fusarium	Fusarium cf. solani	Fusarium floridanum	5	24348200	16924800	16108800	16913200	0.033514	0.000476	816000	11600
Fusarium	Fusarium cf. solani	Fusarium floridanum	6	24348200	17937000	17065200	17922800	0.035806	0.000583	871800	14200
Fusarium	Fusarium cf. solani	Fusarium floridanum	7	24348200	17983400	17105800	17968400	0.036044	0.000616	877600	15000
Fusarium	Fusarium cf. solani	Fusarium floridanum	8	24348200	18029400	17144400	18013800	0.036348	0.000641	885000	15600
Fusarium	Fusarium cf. solani	Fusarium floridanum	9	24348200	18179800	17288800	18164200	0.036594	0.000641	891000	15600
Fusarium	Fusarium cf. solani	Fusarium floridanum	10	24348200	18199600	17306600	18184000	0.036676	0.000641	893000	15600
Fusarium	Fusarium cf. solani	Fusarium floridanum	11	24348200	18675600	17762200	18660000	0.037514	0.000641	913400	15600
Fusarium	Fusarium cf. solani	Fusarium floridanum	12	24348200	18938000	17993000	18921800	0.038812	0.000665	945000	16200
Fusarium	Fusarium cf. solani	Fusarium floridanum	13	24348200	18964200	18011600	18945800	0.039124	0.000756	952600	18400
Fusarium	Fusarium cf. solani	Fusarium floridanum	14	24348200	18970000	18014200	18951000	0.039255	0.00078	955800	19000
Fusarium	Fusarium cf. solani	Fusarium lateritium	1	116042800	805200	50600	76400	0.006503	0.00628	754600	728800
Fusarium	Fusarium cf. solani	Fusarium lateritium	2	116042800	821000	51400	77200	0.006632	0.00641	769600	743800
Fusarium	Fusarium cf. solani	Fusarium lateritium	3	116042800	823800	51400	77200	0.006656	0.006434	772400	746600
Fusarium	Fusarium cf. solani	Fusarium lateritium	4	116042800	920000	56000	85000	0.007446	0.007196	864000	835000
Fusarium	Fusarium cf. solani	Fusarium lateritium	5	116042800	920200	56000	85000	0.007447	0.007197	864200	835200
Fusarium	Fusarium cf. solani	Fusarium lateritium	6	116042800	967800	57600	88800	0.007844	0.007575	910200	879000
Fusarium	Fusarium cf. solani	Fusarium lateritium	7	116042800	968400	57600	88800	0.007849	0.00758	910800	879600
Fusarium	Fusarium cf. solani	Fusarium lateritium	8	116042800	969000	57600	89000	0.007854	0.007583	911400	880000
Fusarium	Fusarium cf. solani	Fusarium lateritium	9	116042800	1224000	66800	105400	0.009972	0.00964	1157200	1118600
Fusarium	Fusarium cf. solani	Fusarium lateritium	10	116042800	1247200	67200	107200	0.010169	0.009824	1180000	1140000
Fusarium	Fusarium cf. solani	Fusarium lateritium	11	116042800	1263800	67800	108800	0.010307	0.009953	1196000	1155000
Fusarium	Fusarium cf. solani	Fusarium lateritium	12	116042800	1341600	72000	116200	0.010941	0.01056	1269600	1225400
Fusarium	Fusarium cf. solani	Fusarium lateritium	13	116042800	1343200	72000	116400	0.010955	0.010572	1271200	1226800
Fusarium	Fusarium cf. solani	Fusarium lateritium	14	116042800	1343200	72000	116400	0.010955	0.010572	1271200	1226800
Fusarium	Fusarium cf. solani	Fusarium poae	1	22366600	40800	38800	40800	8.9e-05	0.0	2000	0
Fusarium	Fusarium cf. solani	Fusarium poae	2	22366600	40800	38800	40800	8.9e-05	0.0	2000	0
Fusarium	Fusarium cf. solani	Fusarium poae	3	22366600	40800	38800	40800	8.9e-05	0.0	2000	0
Fusarium	Fusarium cf. solani	Fusarium poae	4	22366600	45800	43600	45800	9.8e-05	0.0	2200	0
Fusarium	Fusarium cf. solani	Fusarium poae	5	22366600	46600	44400	46600	9.8e-05	0.0	2200	0
Fusarium	Fusarium cf. solani	Fusarium poae	6	22366600	49800	47200	49800	0.000116	0.0	2600	0
Fusarium	Fusarium cf. solani	Fusarium poae	7	22366600	49800	47200	49800	0.000116	0.0	2600	0
Fusarium	Fusarium cf. solani	Fusarium poae	8	22366600	50200	47600	50200	0.000116	0.0	2600	0
Fusarium	Fusarium cf. solani	Fusarium poae	9	22366600	59000	55800	59000	0.000143	0.0	3200	0
Fusarium	Fusarium cf. solani	Fusarium poae	10	22366600	61400	58000	61400	0.000152	0.0	3400	0
Fusarium	Fusarium cf. solani	Fusarium poae	11	22366600	61800	58400	61800	0.000152	0.0	3400	0
Fusarium	Fusarium cf. solani	Fusarium poae	12	22366600	64400	61000	64400	0.000152	0.0	3400	0
Fusarium	Fusarium cf. solani	Fusarium poae	13	22366600	64400	61000	64400	0.000152	0.0	3400	0
Fusarium	Fusarium cf. solani	Fusarium poae	14	22366600	64400	61000	64400	0.000152	0.0	3400	0
Fusarium	Fusarium cf. solani	Fusarium culmorum	1	20455200	41200	39400	40800	8.8e-05	2e-05	1800	400
Fusarium	Fusarium cf. solani	Fusarium culmorum	2	20455200	41600	39800	41200	8.8e-05	2e-05	1800	400
Fusarium	Fusarium cf. solani	Fusarium culmorum	3	20455200	41600	39800	41200	8.8e-05	2e-05	1800	400
Fusarium	Fusarium cf. solani	Fusarium culmorum	4	20455200	44200	42400	43800	8.8e-05	2e-05	1800	400
Fusarium	Fusarium cf. solani	Fusarium culmorum	5	20455200	44600	42400	43800	0.000108	3.9e-05	2200	800
Fusarium	Fusarium cf. solani	Fusarium culmorum	6	20455200	48200	45800	47200	0.000117	4.9e-05	2400	1000
Fusarium	Fusarium cf. solani	Fusarium culmorum	7	20455200	48800	46200	47600	0.000127	5.9e-05	2600	1200
Fusarium	Fusarium cf. solani	Fusarium culmorum	8	20455200	48800	46200	47600	0.000127	5.9e-05	2600	1200
Fusarium	Fusarium cf. solani	Fusarium culmorum	9	20455200	56400	53400	55000	0.000147	6.8e-05	3000	1400
Fusarium	Fusarium cf. solani	Fusarium culmorum	10	20455200	58000	54800	56400	0.000156	7.8e-05	3200	1600
Fusarium	Fusarium cf. solani	Fusarium culmorum	11	20455200	59800	56000	58200	0.000186	7.8e-05	3800	1600
Fusarium	Fusarium cf. solani	Fusarium culmorum	12	20455200	63600	59600	62000	0.000196	7.8e-05	4000	1600
Fusarium	Fusarium cf. solani	Fusarium culmorum	13	20455200	63600	59600	62000	0.000196	7.8e-05	4000	1600
Fusarium	Fusarium cf. solani	Fusarium culmorum	14	20455200	63600	59600	62000	0.000196	7.8e-05	4000	1600
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	1	32166200	42000	39600	41400	7.5e-05	1.9e-05	2400	600
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	2	32166200	42200	39800	41600	7.5e-05	1.9e-05	2400	600
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	3	32166200	42400	40000	41800	7.5e-05	1.9e-05	2400	600
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	4	32166200	46000	43000	45200	9.3e-05	2.5e-05	3000	800
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	5	32166200	46000	43000	45200	9.3e-05	2.5e-05	3000	800
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	6	32166200	47600	44600	46800	9.3e-05	2.5e-05	3000	800
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	7	32166200	47600	44600	46800	9.3e-05	2.5e-05	3000	800
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	8	32166200	47600	44600	46800	9.3e-05	2.5e-05	3000	800
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	9	32166200	60800	56400	59600	0.000137	3.7e-05	4400	1200
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	10	32166200	62200	57200	60400	0.000155	5.6e-05	5000	1800
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	11	32166200	62800	57800	61000	0.000155	5.6e-05	5000	1800
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	12	32166200	66400	61200	64600	0.000162	5.6e-05	5200	1800
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	13	32166200	66400	61200	64600	0.000162	5.6e-05	5200	1800
Fusarium	Fusarium cf. solani	Fusarium fujikuroi	14	32166200	66600	61200	64600	0.000168	6.2e-05	5400	2000
Fusarium	Fusarium cf. solani	Fusarium graminearum	1	26759200	41000	39000	40000	7.5e-05	3.7e-05	2000	1000
Fusarium	Fusarium cf. solani	Fusarium graminearum	2	26759200	41000	39000	40000	7.5e-05	3.7e-05	2000	1000
Fusarium	Fusarium cf. solani	Fusarium graminearum	3	26759200	41200	39000	40000	8.2e-05	4.5e-05	2200	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	4	26759200	44200	41600	43000	9.7e-05	4.5e-05	2600	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	5	26759200	44200	41600	43000	9.7e-05	4.5e-05	2600	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	6	26759200	47800	45200	46600	9.7e-05	4.5e-05	2600	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	7	26759200	47800	45200	46600	9.7e-05	4.5e-05	2600	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	8	26759200	47800	45200	46600	9.7e-05	4.5e-05	2600	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	9	26759200	56200	53400	55000	0.000105	4.5e-05	2800	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	10	26759200	57600	54600	56400	0.000112	4.5e-05	3000	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	11	26759200	59600	56600	58400	0.000112	4.5e-05	3000	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	12	26759200	63400	59800	62200	0.000135	4.5e-05	3600	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	13	26759200	63400	59800	62200	0.000135	4.5e-05	3600	1200
Fusarium	Fusarium cf. solani	Fusarium graminearum	14	26759200	63400	59800	62200	0.000135	4.5e-05	3600	1200
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	1	26067800	50800	48200	50800	0.0001	0.0	2600	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	2	26067800	51200	48600	51200	0.0001	0.0	2600	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	3	26067800	52000	49200	52000	0.000107	0.0	2800	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	4	26067800	55600	52800	55600	0.000107	0.0	2800	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	5	26067800	55600	52800	55600	0.000107	0.0	2800	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	6	26067800	57800	54200	57800	0.000138	0.0	3600	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	7	26067800	57800	54200	57800	0.000138	0.0	3600	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	8	26067800	57800	54200	57800	0.000138	0.0	3600	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	9	26067800	70600	66200	70600	0.000169	0.0	4400	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	10	26067800	71800	67400	71800	0.000169	0.0	4400	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	11	26067800	72600	68200	72600	0.000169	0.0	4400	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	12	26067800	76000	71200	76000	0.000184	0.0	4800	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	13	26067800	76000	71200	76000	0.000184	0.0	4800	0
Fusarium	Fusarium cf. solani	Fusarium odoratissimum	14	26067800	76200	71200	76200	0.000192	0.0	5000	0
Fusarium	Fusarium cf. solani	Fusarium oxysporum	1	116495400	78000	47800	56400	0.000259	0.000185	30200	21600
Fusarium	Fusarium cf. solani	Fusarium oxysporum	2	116495400	80800	48200	57000	0.00028	0.000204	32600	23800
Fusarium	Fusarium cf. solani	Fusarium oxysporum	3	116495400	82200	48600	57400	0.000288	0.000213	33600	24800
Fusarium	Fusarium cf. solani	Fusarium oxysporum	4	116495400	96600	54400	66400	0.000362	0.000259	42200	30200
Fusarium	Fusarium cf. solani	Fusarium oxysporum	5	116495400	98000	54600	67200	0.000373	0.000264	43400	30800
Fusarium	Fusarium cf. solani	Fusarium oxysporum	6	116495400	109200	57200	72400	0.000446	0.000316	52000	36800
Fusarium	Fusarium cf. solani	Fusarium oxysporum	7	116495400	110200	57400	72600	0.000453	0.000323	52800	37600
Fusarium	Fusarium cf. solani	Fusarium oxysporum	8	116495400	112200	57600	74000	0.000469	0.000328	54600	38200
Fusarium	Fusarium cf. solani	Fusarium oxysporum	9	116495400	140800	71400	92600	0.000596	0.000414	69400	48200
Fusarium	Fusarium cf. solani	Fusarium oxysporum	10	116495400	151200	72400	99800	0.000676	0.000441	78800	51400
Fusarium	Fusarium cf. solani	Fusarium oxysporum	11	116495400	155600	73800	103000	0.000702	0.000452	81800	52600
Fusarium	Fusarium cf. solani	Fusarium oxysporum	12	116495400	161400	76400	106400	0.00073	0.000472	85000	55000
Fusarium	Fusarium cf. solani	Fusarium oxysporum	13	116495400	161400	76400	106400	0.00073	0.000472	85000	55000
Fusarium	Fusarium cf. solani	Fusarium oxysporum	14	116495400	161800	76400	106400	0.000733	0.000476	85400	55400
Fusarium	Fusarium cf. solani	Fusarium proliferatum	1	50227200	50000	40200	42400	0.000195	0.000151	9800	7600
Fusarium	Fusarium cf. solani	Fusarium proliferatum	2	50227200	51000	40600	43200	0.000207	0.000155	10400	7800
Fusarium	Fusarium cf. solani	Fusarium proliferatum	3	50227200	52400	40800	43600	0.000231	0.000175	11600	8800
Fusarium	Fusarium cf. solani	Fusarium proliferatum	4	50227200	58200	43800	47800	0.000287	0.000207	14400	10400
Fusarium	Fusarium cf. solani	Fusarium proliferatum	5	50227200	58600	43800	48000	0.000295	0.000211	14800	10600
Fusarium	Fusarium cf. solani	Fusarium proliferatum	6	50227200	63200	46600	51400	0.00033	0.000235	16600	11800
Fusarium	Fusarium cf. solani	Fusarium proliferatum	7	50227200	63200	46600	51400	0.00033	0.000235	16600	11800
Fusarium	Fusarium cf. solani	Fusarium proliferatum	8	50227200	63800	46600	51600	0.000342	0.000243	17200	12200
Fusarium	Fusarium cf. solani	Fusarium proliferatum	9	50227200	78400	57000	62800	0.000426	0.000311	21400	15600
Fusarium	Fusarium cf. solani	Fusarium proliferatum	10	50227200	81000	57200	63600	0.000474	0.000346	23800	17400
Fusarium	Fusarium cf. solani	Fusarium proliferatum	11	50227200	83200	58000	65200	0.000502	0.000358	25200	18000
Fusarium	Fusarium cf. solani	Fusarium proliferatum	12	50227200	87400	60400	68000	0.000538	0.000386	27000	19400
Fusarium	Fusarium cf. solani	Fusarium proliferatum	13	50227200	87400	60400	68000	0.000538	0.000386	27000	19400
Fusarium	Fusarium cf. solani	Fusarium proliferatum	14	50227200	87600	60400	68000	0.000542	0.00039	27200	19600
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	1	27985200	49400	41000	49400	0.0003	0.0	8400	0
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	2	27985200	50200	41400	50200	0.000314	0.0	8800	0
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	3	27985200	50200	41400	50200	0.000314	0.0	8800	0
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	4	27985200	55000	45000	54800	0.000357	7e-06	10000	200
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	5	27985200	55200	45200	55000	0.000357	7e-06	10000	200
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	6	27985200	58200	48200	58000	0.000357	7e-06	10000	200
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	7	27985200	58200	48200	58000	0.000357	7e-06	10000	200
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	8	27985200	58400	48200	58200	0.000364	7e-06	10200	200
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	9	27985200	69400	56800	69000	0.00045	1.4e-05	12600	400
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	10	27985200	71400	58600	71000	0.000457	1.4e-05	12800	400
Fusarium	Fusarium cf. solani	Fusarium pseudograminearum	11	27985200	73800	60400	73400	0.000479	1.4e-05	13400	400
