run	analyzed	fungi_pct	viruses_pct	bacteria_pct	oomycota_pct	nematoda_pct
SRR19543982	26060427	0.0	1.5102	0.3304	0.0	0.0
SRR3724076	27546625	76.8636	0.0	0.119	0.0	0.0
SRR5131663	22221412	0.2869	12.9676	4.1829	0.0	0.0
SRR14803595	16106131	0.0	19.5857	4.5097	0.0	0.0
SRR17916391	18103169	36.6484	0.0	0.1009	0.0	0.0
SRR34326540	6350776	0.0	6.5533	0.1128	0.0	0.0
SRR8703830	24207443	0.0	1.9831	0.0	0.0	0.0
SRR23515002	26966856	0.0	1.3881	0.0	0.0	0.0
SRR26860065	29715103	79.9454	0.0	0.0	0.0	0.0
SRR30499001	19255345	3.7581	0.0	6.9495	0.0	0.0
SRR7644303	26774780	3.3123	0.0	0.2255	0.0	0.0
SRR16351747	22528149	3.7128	0.0	3.3663	0.0	0.0
SRR28926617	32958033	3.3922	0.0	0.1852	0.0	0.0
SRR23524537	43588434	0.0	3.7556	1.0737	0.0	0.0
SRR29221773	23820887	0.0	3.8551	0.0	0.0	0.0
DRR260984	7851812	0.0	1.0855	25.3229	0.0	0.0
SRR8309985	30899682	2.0242	0.0	0.5635	0.0	0.0
SRR26860146	33245941	44.7736	0.0	1.3847	0.0	0.0
SRR7264868	835526	1.6648	0.0	0.6342	0.0	0.0
SRR29779946	20824519	0.4327	0.0	5.1714	0.0	0.0
SRR10241425	31472853	6.1409	0.0	0.8352	0.0	0.0
SRR13375945	38659262	0.0	1.4726	1.6301	0.0	0.0
ERR13765074	12359436	0.0	16.6687	0.0	0.0	0.0
SRR21619446	25926517	0.0	4.2904	0.2295	0.0	0.0
SRR7264985	1553920	2.7479	0.0	0.14	0.0	0.0
SRR12160892	23483166	0.0	31.7582	0.1574	0.0	0.0
SRR11397710	18539047	0.0	16.9134	0.3267	0.0	0.0
SRR7507902	5244229	0.0	1.442	0.0	0.0	0.0
SRR7264686	1297498	4.1273	0.0	0.0	0.0	0.0
SRR12899061	31121748	0.0	70.5819	0.558	0.0	0.0
SRR21021647	31782472	0.0	2.8457	3.0173	0.0	0.0
SRR19412894	43052485	0.0	3.4069	1.6484	0.0	0.0
SRR25723163	19694216	0.2604	11.8458	2.3308	0.0	0.0
SRR31488141	66908157	4.2041	0.0	1.3828	0.0	0.0
SRR13298308	34479724	0.0	9.3215	0.0	0.0	0.0
SRR7644302	34832537	9.985	0.0	0.0	0.0	0.0
SRR37244509	19369444	2.139	0.0	0.1508	0.0	0.0
SRR7172336	25336071	17.2452	0.0	0.0	0.0	0.0
SRR27029085	25102693	0.0	3.9282	1.7916	0.0	0.0
SRR29854830	21702047	0.0	2.3782	0.0	0.0	0.0
ERR10886938	55271252	13.6045	0.0	0.2454	0.0	0.0
DRR897967	13021719	0.0	14.562	0.1399	0.0	0.0
SRR10480882	23649394	0.0	8.9406	0.1134	0.0	0.0
SRR12546096	12844974	0.0	34.5088	0.0	0.0	0.0
SRR28413018	25781685	0.0	6.8464	6.667	0.0	0.0
SRR11176697	18771538	0.0	4.5231	0.0	0.0	0.0
SRR15607728	23718842	0.0	0.0	0.8635	12.7507	0.0
SRR27305127	4986643	0.0	4.4823	0.0	0.0	0.0
SRR9937180	21156763	0.0	10.4191	0.0	0.0	0.0
SRR30708817	25648049	0.0	65.8228	0.1936	0.0	0.0
SRR10148796	9500747	0.0	4.9543	0.4175	0.0	0.0
SRR10148795	10144415	0.0	4.962	0.4185	0.0	0.0
SRR19698125	22845764	0.0	0.0	7.5239	0.0	0.0
SRR31833273	33778914	4.2006	0.0	0.4122	0.0	0.0
SRR36292457	41827370	5.3719	0.0	5.6589	0.0	0.0
ERR10886908	52435420	3.6773	0.0	0.2143	0.0	0.0
SRR3383803	20747292	4.3884	0.0	0.0	0.0	0.0
SRR24657662	21106604	0.0	27.363	0.7175	0.0	0.0
SRR10485594	53327439	0.0	0.0	0.1628	0.0	0.0
SRR37899639	25372521	0.0	4.3241	3.6097	0.0	0.0
SRR25755096	10368904	57.1232	0.0	0.0	0.0	0.0
DRR782983	26563659	13.9313	0.0	0.3058	0.0	0.0
SRR10148794	9598516	0.0	4.958	0.4166	0.0	0.0
SRR20750837	1338398	0.0	1.5262	1.3822	0.0	0.0
SRR11946736	26905344	0.0	3.183	0.0	0.0	0.0
SRR23086165	21932526	0.0	2.207	1.3759	0.0	0.0
SRR32622734	22093192	1.3574	0.0	0.0	0.0	0.0
SRR8845281	19831456	0.0	3.0662	0.0	0.0	0.0
SRR34169797	38922244	0.0	13.7959	0.7301	0.0	0.0
ERR13230699	5293159	0.0	0.0	21.9844	0.0	0.0
SRR6279264	23208727	34.1382	0.0	3.5852	0.0	0.0
SRR10098203	29276623	0.0	6.8049	0.3628	0.0	0.0
SRR7299760	2653088	1.2662	0.0	1.5543	0.0	0.0
SRR9854238	22372310	0.0	3.089	0.0	0.0	0.0
SRR14241307	24527350	0.0	4.4074	1.1099	0.0	0.0
SRR12158783	23944317	4.3634	0.0	0.5485	0.0	0.0
SRR7266010	467778	7.6596	0.0	0.23	0.0	0.0
ERR13148086	14066037	2.0008	5.0719	0.0	0.0	0.0
ERR13148087	13796490	1.9444	5.135	0.0	0.0	0.0
