Run	mode	BioSample	BioProject	SRAStudy	Platform	host	host_pct	library_organism	library_detected	stat_pathogens	stat_hosts	n_pathogens	interaction_status	co_infection_flag	same_genus_secondary	biosample_n_runs	biosample_representative	fungi_pct	virus_pct	bacteria_pct	oomycete_pct	nematode_pct	analyzed
SRR12079414	hal	SAMN15355125	PRJNA641525	SRP268560	ILLUMINA	Citrullus lanatus	34.5	Citrullus lanatus	False	Fusarium oxysporum f. sp. cubense:0.9%	Cucurbitales:32.6%; Cucurbiteae:7.6%; Cucumis sativus:3.2%; Cucurbita maxima:0.5%; Cucurbita moschata:0.3%	1	novel_host_range	multi_species	False	1	True	11.92	0.0	1.51	0.0	0.0	29168793
SRR22430292	hal	SAMN31894559	PRJNA906119	SRP410261	ILLUMINA	Triticum aestivum	3.12	Triticum aestivum	True	Sclerotinia sclerotiorum:82.2%	Triticinae:2.9%; Triticum:1.7%; Triticum aestivum:0.3%	1	novel_host_range	multi_species	False	1	True	84.51	0.0	3.41	0.0	0.0	60341636
SRR17332355	hal	SAMN24407880	PRJNA792338	SRP352477	ILLUMINA	Arabidopsis thaliana	49.55	Arabidopsis thaliana	True	Pseudomonas aeruginosa:1.4%	Arabidopsis thaliana:39.5%	1	known	multi_species	False	1	True	0.0	0.0	23.81	0.0	0.0	22468088
SRR29362633	hal	SAMN41788163	PRJNA1122595	SRP513250	ILLUMINA	Solanum lycopersicum	69.42	Solanum lycopersicum	True	Botrytis cinerea:16.3%	Solanum subgen. Lycopersicon:59.8%; Solanum lycopersicum:40.5%	1	known	multi_species	False	1	True	18.44	0.0	1.97	0.0	0.0	19652478
SRR33118891	hal	SAMN47935282	PRJNA1250220	SRP578325	ILLUMINA	Oryza sativa	87.6	Oryza sativa	True	Pyricularia oryzae:1.2%	Oryzoideae:86.4%; Oryza sativa:29.7%; Oryza glaberrima:0.8%	1	known	multi_species	False	1	True	1.39	0.0	1.9	0.0	0.0	23162883
SRR17916428	hal	SAMN25715648	PRJNA804213	SRP358739	ILLUMINA	Lactuca sativa	50.42	Lactuca sativa	True	Botrytis cinerea:17.4%	Lactuca sativa:48.3%	1	known	multi_species	False	1	True	26.21	0.0	0.41	0.0	0.0	16796321
SRR7266266	hal	SAMN09371917	PRJNA473829	SRP149815	ILLUMINA	Arabidopsis thaliana	14.43	Arabidopsis thaliana	True	Botrytis cinerea:6.2%	Arabidopsis thaliana:10.3%	1	known	multi_species	False	1	True	6.85	0.0	0.0	0.0	0.0	2949798
SRR31323387	hal	SAMN44706162	PRJNA1185494	SRP544864	ILLUMINA	Brassica juncea	21.84	Brassica juncea	False	Turnip mosaic virus:73.3%	Brassica:15.0%; Brassica rapa:2.0%; Raphanus sativus:1.3%; Brassica oleracea:0.2%; Camelineae:0.1%	1	known	multi_species	False	1	True	0.0	73.34	0.0	0.0	0.0	21792083
SRR7266242	hal	SAMN09372093	PRJNA473829	SRP149815	ILLUMINA	Arabidopsis thaliana	18.75	Arabidopsis thaliana	True	Botrytis cinerea:1.2%	Arabidopsis thaliana:12.7%	1	known	multi_species	False	1	True	1.31	0.0	0.11	0.0	0.0	889456
SRR37049207	hal	SAMN54977827	PRJNA1416819	SRP671833	ILLUMINA	Oryza sativa	77.91	Oryza sativa	True	Rhizoctonia solani:2.7%	Oryzoideae:75.1%; Oryza sativa:19.0%	1	novel_host_range	multi_species	False	1	True	3.05	0.0	4.52	0.0	0.0	23879540
SRR28785879	hal	SAMN41065572	PRJNA1103879	SRP503684	ILLUMINA	Arabidopsis thaliana	16.32	Arabidopsis thaliana	True	Turnip crinkle virus:32.5%	Arabidopsis thaliana:13.5%	1	known	multi_species	False	1	True	0.0	32.52	19.21	0.0	0.0	5204313
SRR24003672	hal	SAMN33964206	PRJNA949973	SRP429945	ILLUMINA	Cucurbita moschata	63.89	Cucurbita moschata	True	Watermelon mosaic virus:9.1%	Cucurbiteae:56.9%; Cucurbita moschata:4.3%	1	known	multi_species	False	1	True	0.0	24.84	0.46	0.0	0.0	52623501
ERR2003416	hal	SAMEA104118672	PRJEB21223	ERP023461	ILLUMINA	Solanum lycopersicum	39.9	Solanum lycopersicum	False	Botrytis cinerea:7.8%	Solaneae:34.8%; Solanum pennellii:0.3%	1	known	multi_species	False	1	True	8.67	0.0	0.0	0.0	0.0	42975137
SRR7267070	hal	SAMN09372826	PRJNA473829	SRP149815	ILLUMINA	Arabidopsis thaliana	16.91	Arabidopsis thaliana	True	Botrytis cinerea:2.0%	Arabidopsis thaliana:12.8%	1	known	multi_species	False	1	True	2.12	0.0	0.35	0.0	0.0	5325593
SRR14915935	hal	SAMN19896564	PRJNA741487	SRP325632	ILLUMINA	Nicotiana benthamiana	50.63	Nicotiana benthamiana	False	Red clover necrotic mosaic virus:15.3%	Solanaceae:34.8%; Nicotianoideae:23.0%; Nicotiana sylvestris:0.2%; Nicotiana tomentosiformis:0.1%	1	known	multi_species	False	1	True	0.0	15.69	1.79	0.0	0.0	15277395
SRR24235210	hal	SAMN34272532	PRJNA957910	SRP433660	ILLUMINA	Glycine max	71.95	Glycine max	True	Soybean mosaic virus:25.1%	Glycine:69.6%; Glycine max:6.7%; Glycine soja:0.6%	1	known	multi_species	False	1	True	0.0	25.13	0.2	0.0	0.0	18972506
SRR37270896	hal	SAMN55409547	PRJNA1425155	SRP677890	ILLUMINA	Triticum turgidum subsp. dicoccum	48.22	Triticum turgidum subsp. dicoccum	False	Puccinia triticina:0.6%	Triticum:34.6%; Triticum aestivum:3.2%; Triticum urartu:0.2%	1	novel_host_range	multi_species	False	1	True	38.65	0.0	1.13	0.0	0.0	31184376
SRR34300159	hal	SAMN49716699	PRJNA1217477	SRP561190	ILLUMINA	Phaseolus vulgaris	61.25	Phaseolus vulgaris	True	Botrytis cinerea:2.5%	Phaseolus vulgaris:53.5%; Vigna:0.2%	1	known	multi_species	False	1	True	3.53	0.0	8.64	0.0	0.0	32157919
SRR1975195	hal	SAMN03486534	PRJNA281236	SRP057200	ILLUMINA	Vitis vinifera	18.7	Vitis vinifera	True	Botrytis cinerea:3.2%	Vitis vinifera:18.0%	1	known	multi_species	False	1	True	3.48	0.11	0.17	0.0	0.0	26978624
SRR30310363	hal	SAMN43269306	PRJNA1150077	SRP527476	ILLUMINA	Arabidopsis thaliana	58.18	Arabidopsis thaliana	True	Turnip mosaic virus:34.7%	Arabidopsis thaliana:51.3%	1	known	multi_species	False	1	True	0.0	34.75	0.18	0.0	0.0	21328505
SRR9129869	hal	SAMN11633238	PRJNA306542	SRP067728	ILLUMINA	Oryza sativa	95.07	Oryza sativa	True	Beauveria bassiana ARSEF 2860:1.7%	Oryza sativa:71.2%; Oryza sativa Japonica Group:22.1%	1	novel_host_range	multi_species	False	1	True	1.82	0.0	0.15	0.0	0.0	19077849
ERR13610551	hal	SAMEA115942610	PRJEB79249	ERP163436	ILLUMINA	Triticum aestivum	90.39	Triticum aestivum	True	Fusarium graminearum:2.6%	Triticinae:83.7%; Triticum:49.7%; Triticum aestivum:8.0%; Triticum dicoccoides:1.6%	1	known	multi_species	False	2	True	3.62	0.0	0.19	0.0	0.0	60930473
SRR18064506	hal	SAMN21354876	PRJNA761556	SRP360442	ILLUMINA	Fragaria x ananassa	85.3	Fragaria x ananassa	False	Botrytis cinerea:1.7%	Fragaria vesca:73.1%; Rosa chinensis:1.2%	1	known	multi_species	False	3	False	1.99	0.0	0.12	0.0	0.0	47418727
ERR789116	hal	SAMEA3304736	PRJEB8798	ERP009837	ILLUMINA	Triticum aestivum	2.26	Triticum aestivum	False	Zymoseptoria tritici IPO323:29.5%	Poales:0.3%; BOP clade:0.1%	1	known	multi_species	False	1	True	31.46	0.0	1.62	0.0	0.0	6729459
SRR30795894	hal	SAMN43922314	PRJNA1165236	SRP534731	ILLUMINA	Triticum aestivum	70.35	Triticum aestivum	True	Wheat streak mosaic virus:12.3%	Triticinae:66.5%; Triticum:40.5%; Triticum aestivum:7.2%; Aegilops tauschii:0.2%	1	known	multi_species	False	1	True	0.0	12.29	1.05	0.0	0.0	58366326
SRR15539010	hal	SAMN19876727	PRJNA753546	SRP333471	ILLUMINA	Zea mays	31.97	Zea mays	True	Alternaria alternata:0.4%	Zea mays:15.1%; BOP clade:0.1%	1	novel_host_range	multi_species	False	1	True	1.93	3.08	5.49	0.0	0.0	13211
ERR11670136	hal	SAMEA113947025	PRJEB63995	ERP149145	ILLUMINA	Humulus lupulus	7.9	Humulus lupulus	True	Carlavirus latenshumuli:71.1%	Humulus lupulus:6.1%	1	known	multi_species	False	6	False	0.0	71.12	1.07	0.0	0.0	31371652
ERR11783885	hal	SAMEA114227579	PRJEB64683	ERP149875	ILLUMINA	Solanum tuberosum	4.52	Solanum tuberosum	False	Fusarium oxysporum:2.2%	Solaneae:4.1%	1	known	multi_species	False	1	True	21.93	0.0	3.06	0.0	0.0	53814110
SRR38914092	hal	SAMN60263287	PRJNA1467849	SRP705346	ILLUMINA	Malus domestica	63.35	Malus domestica	True	Pseudomonas aeruginosa:0.4%	Maleae:61.8%; Malus:41.6%; Malus domestica:7.3%; Malus sylvestris:3.2%; Pyrus:0.8%	1	novel_host_range	multi_species	False	1	True	0.19	5.46	9.23	0.0	0.0	27348226
ERR10926671	hal	SAMEA112681324	PRJEB59238	ERP144295	ILLUMINA	Triticum aestivum	88.61	Triticum aestivum	True	Fusarium graminearum:5.5%	Triticinae:83.3%; Triticum:50.1%; Triticum aestivum:11.6%; Triticum dicoccoides:0.1%	1	known	multi_species	False	1	True	7.99	0.0	0.23	0.0	0.0	76797742
SRR7172330	hal	SAMN09214170	PRJNA471709	SRP147745	ILLUMINA	Glycine max	72.26	Glycine max	True	Sclerotinia sclerotiorum:3.2%	Glycine max:60.4%	1	known	multi_species	False	1	True	3.33	0.0	0.0	0.0	0.0	19690172
DRR346667	hal	SAMD00442660	PRJDB13025	DRP008232	ILLUMINA	Triticum aestivum	76.42	Triticum aestivum	False	Bipolaris sorokiniana:3.5%	Triticinae:67.7%; Triticum:38.1%; Triticum dicoccoides:1.4%	1	known	multi_species	False	1	True	5.05	0.0	0.96	0.0	0.0	17341228
ERR14835934	hal	SAMEA117982963	PRJEB88178	ERP171315	ILLUMINA	Arabidopsis thaliana	23.86	Arabidopsis thaliana	True	Sclerotinia sclerotiorum:42.6%	Arabidopsis thaliana:15.7%	1	known	multi_species	False	1	True	47.65	0.0	4.14	0.0	0.0	26927595
SRR39135834	hal	SAMN60752533	PRJNA1478021	SRP709290	BGISEQ	Solanum tuberosum	87.77	Solanum tuberosum	True	Beauveria bassiana:2.0%	Solaneae:81.9%; Solanum tuberosum:15.0%; Solanum subgen. Lycopersicon:1.2%; Solanum dulcamara:0.4%; Solanum lycopersicum:0.2%	1	novel_host_range	multi_species	False	1	True	2.21	0.0	0.72	0.0	0.0	24019965
SRR35391027	hal	SAMN51331747	PRJNA1270936	SRP620212	ILLUMINA	Arabidopsis thaliana	74.81	Arabidopsis thaliana	True	Botrytis cinerea:1.5%	Arabidopsis thaliana:56.5%; Arabidopsis lyrata:0.5%; Camelina sativa:0.1%	1	known	multi_species	False	1	True	2.47	0.0	2.13	0.0	0.0	15854518
SRR7195186	hal	SAMN09236917	PRJNA472465	SRP148646	ILLUMINA	Zea mays	91.51	Zea mays	True	Alternaria alternata:1.2%	Zea mays:83.6%; Sorghum bicolor:0.2%	1	novel_host_range	multi_species	False	1	True	1.64	0.0	0.0	0.0	0.0	28073040
SRR19752909	hal	SAMN29207163	PRJNA850943	SRP382668	ILLUMINA	Capsicum annuum	1.59	Capsicum annuum	True	Phytophthora parasitica:2.7%	Capsicum annuum:0.9%	1	novel_host_range	multi_species	False	1	True	0.0	0.0	0.0	11.39	0.0	1091856
SRR8418305	hal	SAMN10714678	PRJNA513863	SRP176641	ILLUMINA	Vitis vinifera	45.48	Vitis vinifera	True	Alternaria alternata:2.8%	Vitis vinifera:43.6%	1	novel_host_range	multi_species	False	1	True	4.03	0.0	0.66	0.0	0.0	4153957
SRR22130837	hal	SAMN31559361	PRJNA896583	SRP405687	ILLUMINA	Arabidopsis thaliana	87.71	Arabidopsis thaliana	True	Botrytis cinerea:2.3%	Arabidopsis thaliana:79.0%	1	known	multi_species	False	1	True	2.89	0.0	0.67	0.0	0.0	26932314
SRR7267175	hal	SAMN09372654	PRJNA473829	SRP149815	ILLUMINA	Arabidopsis thaliana	13.0	Arabidopsis thaliana	True	Botrytis cinerea:2.9%	Arabidopsis thaliana:9.1%	1	known	multi_species	False	1	True	3.37	0.0	0.64	0.0	0.0	1626834
SRR25998746	hal	SAMN37346523	PRJNA1015113	SRP459595	ILLUMINA	Lactuca sativa	80.49	Lactuca sativa	True	Sclerotinia sclerotiorum:2.2%	Lactuca sativa:77.2%; Ostreococcus tauri:0.2%	1	known	multi_species	False	1	True	2.38	0.0	4.77	0.0	0.0	29997272
SRR13134700	hal	SAMN16912843	PRJNA680761	SRP294130	ILLUMINA	Arabidopsis thaliana	67.84	Arabidopsis thaliana	True	Turnip mosaic virus:25.2%	Arabidopsis thaliana:56.2%	1	known	multi_species	False	1	True	0.0	25.22	0.74	0.0	0.0	21457098
SRR26860119	hal	SAMN38296608	PRJNA1041741	SRP472529	ILLUMINA	Arabidopsis thaliana	19.68	Arabidopsis thaliana	True	Sclerotinia sclerotiorum:53.2%	Arabidopsis thaliana:15.1%	1	known	multi_species	False	1	True	55.94	0.3	1.38	0.0	0.0	41985771
SRR31112631	hal	SAMN44447144	PRJNA1177658	SRP540772	ILLUMINA	Arabidopsis thaliana	79.58	Arabidopsis thaliana	True	Botrytis cinerea:13.4%	Arabidopsis thaliana:70.5%	1	known	multi_species	False	1	True	15.29	0.0	0.24	0.0	0.0	25285152
SRR21002209	hal	SAMN30236567	PRJNA868217	SRP390856	ILLUMINA	Zea mays	93.39	Zea mays	True	Colletotrichum graminicola:1.1%	Zea mays:88.6%	1	known	multi_species	False	1	True	1.15	0.0	0.56	0.0	0.0	36754306
SRR9326012	hal	SAMN12091844	PRJNA549565	SRP201829	ILLUMINA	Malus domestica	22.94	Malus domestica	True	Alternaria alternata:3.0%	Maleae:22.6%; Malus domestica:14.8%; Pyrus x bretschneideri:1.8%	1	known	multi_species	False	1	True	3.95	0.11	0.23	0.0	0.0	50508554
SRR25969025	hal	SAMN37295918	PRJNA1013336	SRP459312	ILLUMINA	Lactuca sativa	68.04	Lactuca sativa	True	Botrytis cinerea:4.7%	Lactuca sativa:65.0%	1	known	multi_species	False	2	True	7.87	0.0	1.04	0.0	0.0	10635251
SRR24019267	hal	SAMN33988724	PRJNA950405	SRP430166	ILLUMINA	Glycine max	43.94	Glycine max	True	Pantoea ananatis:9.2%	Glycine max:1.5%; Glycine soja:0.3%	1	novel_host_range	multi_species	False	1	True	0.0	0.0	40.11	0.0	0.0	18497875
SRR22973883	hal	SAMN32578817	PRJNA918399	SRP415840	ILLUMINA	Triticum aestivum	73.29	Triticum aestivum	False	Zymoseptoria tritici:4.8%	Triticinae:63.4%; Triticum:35.0%; Triticum dicoccoides:1.1%; Triticum urartu:0.1%	1	known	multi_species	False	1	True	4.92	0.0	2.01	0.0	0.0	34942960
SRR25998764	hal	SAMN37346507	PRJNA1015113	SRP459595	ILLUMINA	Lactuca sativa	76.25	Lactuca sativa	True	Sclerotinia sclerotiorum:1.0%	Lactuca sativa:70.8%	1	known	multi_species	False	1	True	1.17	0.0	4.08	0.0	0.0	31067168
SRR24128539	hal	SAMN34124670	PRJNA953812	SRP431960	ILLUMINA	Malus domestica	73.23	Malus domestica	True	Pseudomonas aeruginosa:0.5%	Maleae:71.5%; Malus domestica:49.7%	1	novel_host_range	multi_species	False	1	True	0.0	2.12	5.27	0.0	0.0	22813800
SRR7408205	hal	SAMN09467060	PRJNA477359	SRP151058	ILLUMINA	Arabidopsis thaliana	83.94	Arabidopsis thaliana	True	Botrytis cinerea:3.5%	Arabidopsis thaliana:64.6%	1	known	multi_species	False	1	True	3.59	0.0	0.0	0.0	0.0	47616605
SRR36292473	hal	SAMN53546076	PRJNA1217477	SRP561190	ILLUMINA	Cucumis sativus	70.83	Cucumis sativus	True	Botrytis cinerea:5.9%	Cucumis sativus:59.7%; Cucumis melo:0.1%	1	known	multi_species	False	1	True	8.39	0.0	3.83	0.0	0.0	37802284
SRR13134703	hal	SAMN16912840	PRJNA680761	SRP294130	ILLUMINA	Arabidopsis thaliana	61.79	Arabidopsis thaliana	True	Turnip mosaic virus:31.8%	Arabidopsis thaliana:51.3%	1	known	multi_species	False	1	True	0.0	31.84	0.72	0.0	0.0	24632688
SRR32806007	hal	SAMN47511099	PRJNA1240218	SRP572177	ILLUMINA	Zea mays	89.04	Zea mays	True	Ustilago maydis:4.5%	Zea mays:79.7%; Sorghum bicolor:0.2%	1	known	multi_species	False	1	True	4.58	0.0	0.32	0.0	0.0	30313530
SRR3098380	hal	SAMN04395673	PRJNA308408	SRP068333	ILLUMINA	Zea mays	75.0	Zea mays	True	Fusarium graminearum:4.3%	Zea mays:65.1%; Sorghum bicolor:0.3%; Gunneridae:0.1%	1	known	multi_species	False	2	False	6.55	0.0	0.0	0.0	0.0	16313977
SRR8309955	hal	SAMN10574219	PRJNA509214	SRP173230	ILLUMINA	Triticum aestivum	60.11	Triticum aestivum	False	Fusarium graminearum:1.7%	Aegilops tauschii subsp. tauschii:55.1%	1	known	multi_species	False	1	True	2.7	0.0	0.29	0.0	0.0	22565204
SRR8418335	hal	SAMN10714342	PRJNA513863	SRP176641	ILLUMINA	Vitis vinifera	39.29	Vitis vinifera	True	Alternaria alternata:2.5%	Vitis vinifera:37.4%	1	novel_host_range	multi_species	False	1	True	4.26	0.0	0.59	0.0	0.0	4601464
SRR8418342	hal	SAMN10714335	PRJNA513863	SRP176641	ILLUMINA	Vitis vinifera	51.04	Vitis vinifera	True	Alternaria alternata:3.2%	Vitis vinifera:48.8%	1	novel_host_range	multi_species	False	1	True	3.92	0.0	0.32	0.0	0.0	11313423
SRR17244274	hal	SAMN24108129	PRJNA789347	SRP350981	ILLUMINA	Solanum tuberosum	53.52	Solanum tuberosum	True	Potato virus V:19.0%	Solanum tuberosum:38.4%; Solanum pennellii:0.3%; Solanum lycopersicum:0.2%	1	known	multi_species	False	1	True	0.0	23.08	2.25	0.0	0.0	19972185
SRR12904734	hal	SAMN16561526	PRJNA672258	SRP288717	ILLUMINA	Nicotiana tabacum	72.99	Nicotiana tabacum	True	Tobacco vein banding mosaic virus:18.4%	Nicotianoideae:72.1%; Nicotiana tabacum:7.2%; Nicotiana sylvestris:1.7%; Nicotiana tomentosiformis:0.9%	1	known	multi_species	False	1	True	0.0	18.5	0.38	0.0	0.0	29447788
DRR897984	hal	SAMD01690144		DRP018998	ILLUMINA	Arabidopsis thaliana	60.87	Arabidopsis thaliana	True	Comovirus arabidopsis:2.0%	Arabidopsis thaliana:40.3%	1	known	multi_species	False	1	True	0.0	21.33	0.14	0.0	0.0	13347168
SRR15833442	hal	SAMN21370997	PRJNA762085	SRP336413	ILLUMINA	Solanum lycopersicum	24.96	Solanum lycopersicum	False	Botrytis cinerea:5.3%	Solaneae:20.8%; Solanum subgen. Lycopersicon:14.9%; Solanum pennellii:0.2%	1	known	multi_species	False	1	True	5.83	0.0	0.61	0.0	0.0	17461217
SRR8432577	hal	SAMN10724348	PRJNA514418	SRP178377	ILLUMINA	Triticum aestivum	69.41	Triticum aestivum	False	Fusarium graminearum:1.9%	Aegilops tauschii subsp. tauschii:64.4%	1	known	multi_species	False	1	True	3.22	0.0	0.1	0.0	0.0	10365947
SRR17916417	hal	SAMN25715658	PRJNA804213	SRP358739	ILLUMINA	Lactuca sativa	36.32	Lactuca sativa	False	Sclerotinia sclerotiorum:23.8%	Viridiplantae:36.3%	1	known	multi_species	False	1	True	27.04	0.0	2.87	0.0	0.0	17241593
SRR30557587	hal	SAMN43513110	PRJNA1157344	SRP530711	DNBSEQ	Arabidopsis thaliana	80.72	Arabidopsis thaliana	True	Pseudomonas fluorescens NCIMB 11764:1.1%	Arabidopsis thaliana:55.8%	1	novel_host_range	multi_species	False	1	True	0.0	0.0	6.81	0.0	0.0	42097428
SRR18192442	hal	SAMN26351653	PRJNA811718	SRP362186	ILLUMINA	Oryza sativa	2.86	Oryza sativa	False	Fusarium verticillioides 7600:2.8%	Viridiplantae:2.9%	1	known	multi_species	False	1	True	53.31	0.0	1.88	0.0	0.0	24304217
SRR35247853	hal	SAMN51022836	PRJNA1314854	SRP617270	ILLUMINA	Actinidia chinensis	65.1	Actinidia chinensis	False	Capillovirus mali:1.5%	Actinidia eriantha:61.6%; rosids:0.1%	1	known	multi_species	False	1	True	0.0	14.87	0.54	0.0	0.0	23846135
SRR7526716	hal	SAMN08567244	PRJNA434655	SRP153932	ILLUMINA	Vitis vinifera	74.82	Vitis vinifera	True	Alternaria alternata:2.8%	Vitis vinifera:72.3%	1	novel_host_range	multi_species	False	3	True	3.06	0.0	0.47	0.0	0.0	14590460
SRR7267277	hal	SAMN09372996	PRJNA473829	SRP149815	ILLUMINA	Arabidopsis thaliana	22.73	Arabidopsis thaliana	True	Botrytis cinerea:1.2%	Arabidopsis thaliana:15.6%	1	known	multi_species	False	1	True	1.31	0.0	0.0	0.0	0.0	1544993
SRR17332364	hal	SAMN24407913	PRJNA792338	SRP352477	ILLUMINA	Arabidopsis thaliana	40.31	Arabidopsis thaliana	False	Pseudomonas aeruginosa:1.4%	Viridiplantae:40.3%	1	known	multi_species	False	1	True	0.0	0.0	25.99	0.0	0.0	24617853
SRR36594199	hal	SAMN54240236	PRJNA1392009	SRP657902	ILLUMINA	Triticum aestivum	81.98	Triticum aestivum	True	Pyricularia oryzae:4.2%	Triticinae:77.7%; Triticum:48.0%; Triticum aestivum:8.7%; Oryzoideae:0.1%	1	known	multi_species	False	1	True	5.08	0.0	1.42	0.0	0.0	20506696
SRR17916425	hal	SAMN25715651	PRJNA804213	SRP358739	ILLUMINA	Lactuca sativa	41.19	Lactuca sativa	False	Sclerotinia sclerotiorum:33.4%	Viridiplantae:41.2%	1	known	multi_species	False	1	True	37.74	0.0	0.36	0.0	0.0	14212256
ERR2275059	hal	SAMEA104555662	PRJEB24686	ERP106534	ILLUMINA	Triticum aestivum	19.81	Triticum aestivum	False	Fusarium graminearum:9.4%	Aegilops tauschii subsp. tauschii:17.1%	1	known	multi_species	False	1	True	21.33	0.0	1.04	0.0	0.0	25286276
SRR31639316	hal	SAMN44877738	PRJNA1189193	SRP549966	ILLUMINA	Hordeum vulgare	65.13	Hordeum vulgare	True	Fusarium proliferatum:3.8%	Hordeum vulgare:53.6%; Triticinae:0.5%	1	novel_host_range	multi_species	False	1	True	18.51	0.0	0.3	0.0	0.0	22571750
SRR32467368	hal	SAMN46923504	PRJNA1226203	SRP565918	DNBSEQ	Triticum aestivum	72.98	Triticum aestivum	True	Puccinia striiformis:22.1%	Triticinae:69.1%; Triticum:42.1%; Triticum aestivum:7.1%; Triticum dicoccoides:1.5%; Aegilops tauschii:0.3%; Triticum urartu:0.2%	1	known	multi_species	False	1	True	22.17	0.0	0.48	0.0	0.0	80040161
SRR16082461	hal	SAMN21851206	PRJNA766564	SRP338838	ILLUMINA	Brassica napus	86.69	Brassica napus	True	Sclerotinia sclerotiorum:4.3%	Brassica:75.2%; Brassica napus:11.9%; Brassica oleracea:2.8%; Raphanus sativus:0.1%	1	known	multi_species	False	1	True	4.42	0.0	0.0	0.0	0.0	18322521
SRR7266223	hal	SAMN09372022	PRJNA473829	SRP149815	ILLUMINA	Arabidopsis thaliana	15.94	Arabidopsis thaliana	True	Botrytis cinerea:3.2%	Arabidopsis thaliana:10.5%	1	known	multi_species	False	1	True	3.65	0.0	0.0	0.0	0.0	2026604
SRR29654753	hal	SAMN42178503	PRJNA1129914	SRP517059	BGISEQ	Chrysanthemum x morifolium	4.01	Chrysanthemum x morifolium	False	Chrysanthemum virus B:10.8%	Asterales:2.5%; Asteroideae:1.2%; rosids:0.2%	1	known	multi_species	False	1	True	0.0	15.33	0.45	0.0	0.0	23156955
SRR19897817	hal	SAMN29418313	PRJNA854090	SRP384184	ILLUMINA	Zea mays	87.54	Zea mays	True	Ustilago maydis:2.3%	Zea mays:78.8%; Sorghum bicolor:0.2%	1	known	multi_species	False	1	True	2.36	0.0	1.06	0.0	0.0	25500296
SRR10161823	hal	SAMN12818014	PRJNA573599	SRP222931	ILLUMINA	Zea mays	28.2	Zea mays	True	Trichoderma virens Gv29-8:10.4%	Zea mays:22.5%	1	known	multi_species	False	1	True	15.72	0.0	5.09	0.0	0.0	19308377
SRR7266286	hal	SAMN09371882	PRJNA473829	SRP149815	ILLUMINA	Arabidopsis thaliana	13.88	Arabidopsis thaliana	True	Botrytis cinerea:5.0%	Arabidopsis thaliana:10.2%	1	known	multi_species	False	1	True	5.3	0.0	0.0	0.0	0.0	2549000
SRR29542348	hal	SAMN41994499	PRJNA1127091	SRP515946	ILLUMINA	Arachis hypogaea	51.35	Arachis hypogaea	True	Bean common mosaic virus:39.1%	Arachis hypogaea:4.7%; Arachis stenosperma:0.4%	1	known	multi_species	False	1	True	0.0	46.2	0.0	0.0	0.0	21495264
SRR30795872	hal	SAMN43922334	PRJNA1165236	SRP534731	ILLUMINA	Triticum aestivum	59.87	Triticum aestivum	True	Wheat streak mosaic virus:18.5%	Triticinae:56.2%; Triticum aestivum:5.9%; Triticum dicoccoides:1.2%; Aegilops tauschii:0.2%	1	known	multi_species	False	1	True	0.0	29.34	0.52	0.0	0.0	54739354
ERR2003408	hal	SAMEA104118664	PRJEB21223	ERP023461	ILLUMINA	Solanum lycopersicum	43.14	Solanum lycopersicum	True	Botrytis cinerea:6.4%	Solaneae:37.6%; Solanum lycopersicum:11.9%	1	known	multi_species	False	1	True	7.07	0.0	0.0	0.0	0.0	29048163
SRR17207994	hal	SAMN23895760	PRJNA787359	SRP350394	ILLUMINA	Vitis vinifera	79.94	Vitis vinifera	True	Alternaria alternata:3.6%	rosids incertae sedis:78.8%; Vitis vinifera:27.8%; Vitis riparia:7.3%	1	novel_host_range	multi_species	False	1	True	9.0	0.21	0.3	0.0	0.0	23180633
SRR8418268	hal	SAMN10714694	PRJNA513863	SRP176641	ILLUMINA	Vitis vinifera	42.35	Vitis vinifera	True	Alternaria alternata:2.3%	Vitis vinifera:40.9%	1	novel_host_range	multi_species	False	1	True	3.92	0.0	0.4	0.0	0.0	8860273
SRR34355008	hal	SAMN49777956	PRJNA1285879	SRP598088	ILLUMINA	Arabidopsis thaliana	72.1	Arabidopsis thaliana	True	Comovirus arabidopsis:6.0%	Arabidopsis thaliana:63.1%	1	known	multi_species	False	1	True	0.0	22.25	0.48	0.0	0.0	23023388
SRR7267154	hal	SAMN09372944	PRJNA473829	SRP149815	ILLUMINA	Arabidopsis thaliana	20.05	Arabidopsis thaliana	True	Botrytis cinerea:3.6%	Arabidopsis thaliana:12.6%	1	known	multi_species	False	1	True	3.89	0.0	0.0	0.0	0.0	1553784
SRR26975734	hal	SAMN38211868	PRJNA1039328	SRP474722	ILLUMINA	Oryza sativa	24.17	Oryza sativa	False	Rhizoctonia solani:39.0%	Oryzoideae:22.8%; Oryza glaberrima:1.5%	1	novel_host_range	multi_species	False	1	True	40.45	0.11	3.38	0.0	0.0	28463411
SRR31479294	hal	SAMN44971689	PRJNA1037021	SRP547113	BGISEQ	Lilium hybrid cultivar	4.4	Lilium hybrid cultivar	False	Plantago asiatica mosaic virus:14.9%	Mesangiospermae:4.2%; commelinids:1.3%; rosids:0.8%; Elaeis guineensis:0.1%	1	known	multi_species	False	1	True	0.0	14.94	2.59	0.0	0.0	23281408
