accession	tissue_raw	tissue_category
SAMN23585364	Shoot tip	aerial_other
SAMN23585363	Shoot tip	aerial_other
SAMN23585362	Shoot tip	aerial_other
SAMN23585361	Shoot tip	aerial_other
SAMN23585360	Shoot tip	aerial_other
SAMN23585359	Shoot tip	aerial_other
SAMN23585358	Shoot tip	aerial_other
SAMN23585357	Shoot tip	aerial_other
SAMN23585356	Shoot tip	aerial_other
SAMN23585355	Shoot tip	aerial_other
SAMN23585354	Shoot tip	aerial_other
SAMN23585353	Shoot tip	aerial_other
SAMN23585352	Shoot tip	aerial_other
SAMN23585351	Shoot tip	aerial_other
SAMN23585350	Shoot tip	aerial_other
SAMN23585349	Shoot tip	aerial_other
SAMN23585348	Shoot tip	aerial_other
SAMN23585347	Shoot tip	aerial_other
SAMN23585346	Shoot tip	aerial_other
SAMN23585345	Shoot tip	aerial_other
SAMN23585344	Shoot tip	aerial_other
SAMN23585343	Shoot tip	aerial_other
SAMN23585342	Shoot tip	aerial_other
SAMN23585341	Shoot tip	aerial_other
SAMN23585340	Shoot tip	aerial_other
SAMN23585339	Shoot tip	aerial_other
SAMN23585338	Shoot tip	aerial_other
SAMN23585337	Shoot tip	aerial_other
SAMN23585336	Shoot tip	aerial_other
SAMN23585335	Shoot tip	aerial_other
SAMN23585334	Shoot tip	aerial_other
SAMN23585333	Shoot tip	aerial_other
SAMN23585332	Shoot tip	aerial_other
SAMN23585331	Shoot tip	aerial_other
SAMN23585330	Shoot tip	aerial_other
SAMN23585329	Shoot tip	aerial_other
SAMN23585328	Shoot tip	aerial_other
SAMN22185030	leaf	leaf
SAMN22185029	leaf	leaf
SAMN22185028	leaf	leaf
SAMN22185027	leaf	leaf
SAMN22185026	leaf	leaf
SAMN22185025	leaf	leaf
SAMN22185018	leaf	leaf
SAMN22185017	leaf	leaf
SAMN22185016	leaf	leaf
SAMN22185015	leaf	leaf
SAMN22185014	leaf	leaf
SAMN22185013	leaf	leaf
SAMN21911406	Leaves	leaf
SAMN21911405	Leaves	leaf
SAMN21911404	Leaves	leaf
SAMN21911403	Leaves	leaf
SAMN21911402	Leaves	leaf
SAMN21911401	Leaves	leaf
SAMN21911396	Leaves	leaf
SAMN21911395	Leaves	leaf
SAMN21911393	Leaves	leaf
SAMN21911383	Leaves	leaf
SAMN23573983	young leaves	leaf
SAMN23573982	young leaves	leaf
SAMN23573981	young leaves	leaf
SAMN23573980	young leaves	leaf
SAMN23573979	young leaves	leaf
SAMN23573978	young leaves	leaf
SAMN23573977	young leaves	leaf
SAMN23573976	young leaves	leaf
SAMN23573975	young leaves	leaf
SAMN23573974	young leaves	leaf
SAMN23573973	young leaves	leaf
SAMN23573972	young leaves	leaf
SAMN23573971	young leaves	leaf
SAMN23573970	young leaves	leaf
SAMN23573969	young leaves	leaf
SAMN23573968	young leaves	leaf
SAMN23573967	young leaves	leaf
SAMN23573966	young leaves	leaf
SAMN23573965	young leaves	leaf
SAMN23573964	young leaves	leaf
SAMN23573963	young leaves	leaf
SAMN23573962	young leaves	leaf
SAMN23573961	young leaves	leaf
SAMN23573960	young leaves	leaf
SAMN23573959	young leaves	leaf
SAMN23573958	young leaves	leaf
SAMN23573957	young leaves	leaf
SAMN23573956	young leaves	leaf
SAMN23573955	young leaves	leaf
SAMN23573954	young leaves	leaf
SAMN23573953	young leaves	leaf
SAMN23573952	young leaves	leaf
SAMN23573951	young leaves	leaf
SAMN23573950	young leaves	leaf
SAMN23573949	young leaves	leaf
SAMN23573948	young leaves	leaf
SAMN23573947	young leaves	leaf
SAMN23573946	young leaves	leaf
SAMN23573945	young leaves	leaf
SAMN23573944	young leaves	leaf
SAMN22190802	anther	aerial_other
SAMN22190801	anther	aerial_other
SAMN22190800	anther	aerial_other
SAMN22190799	anther	aerial_other
SAMN22190798	anther	aerial_other
SAMN22190797	anther	aerial_other
SAMN23498820	leafs	leaf
SAMN23498819	leafs	leaf
SAMN16295741	leaf	leaf
SAMN16295740	leaf	leaf
SAMN16295715	leaf	leaf
SAMN23297341	hypocotyl	aerial_other
SAMN23297340	hypocotyl	aerial_other
SAMN23297339	hypocotyl	aerial_other
SAMN23297338	hypocotyl	aerial_other
SAMN23176144	leaf	leaf
SAMN23176143	leaf	leaf
SAMN23176142	leaf	leaf
SAMN23176141	leaf	leaf
SAMN23176140	leaf	leaf
SAMN23176139	leaf	leaf
SAMEA104170779	young leaves	leaf
SAMN22889221	leaves	leaf
SAMN20346258	flower	aerial_other
SAMN20346257	flower	aerial_other
SAMN20346256	leaf	leaf
SAMN20346255	leaf	leaf
SAMN20346254	stem	aerial_other
SAMN20346253	stem	aerial_other
SAMN22889194	leaves	leaf
SAMN22889182	leaves	leaf
SAMN22889148	leaves	leaf
SAMN22830516	leaf	leaf
SAMN22830515	leaf	leaf
SAMN17774262	leaf	leaf
SAMN17774261	leaf	leaf
SAMN17774260	leaf	leaf
SAMN17774259	leaf	leaf
SAMN17774258	leaf	leaf
SAMN17774256	leaf	leaf
SAMN17774255	leaf	leaf
SAMN17774252	leaf	leaf
SAMN17774250	leaf	leaf
SAMN17774247	leaf	leaf
SAMN17774246	leaf	leaf
SAMN17774243	leaf	leaf
SAMN17774240	leaf	leaf
SAMN17774238	leaf	leaf
SAMN17774236	leaf	leaf
SAMN17774235	leaf	leaf
SAMN17774233	leaf	leaf
SAMN17774231	leaf	leaf
SAMN17774229	leaf	leaf
SAMN17774227	leaf	leaf
SAMN17774226	leaf	leaf
SAMN17774224	leaf	leaf
SAMN17774222	leaf	leaf
SAMN17774221	leaf	leaf
SAMN17774220	leaf	leaf
SAMN17774219	leaf	leaf
SAMN17774218	flower	aerial_other
SAMN17774217	flower	aerial_other
SAMN17774216	flower	aerial_other
SAMN17774215	flower	aerial_other
SAMN17774214	flower	aerial_other
SAMN17774213	flower	aerial_other
SAMN17774212	flower	aerial_other
SAMN17774211	flower	aerial_other
SAMN17774210	flower	aerial_other
SAMN17774209	leaf	leaf
SAMN17774208	leaf	leaf
SAMN17774207	leaf	leaf
SAMN17774206	flower	aerial_other
SAMN17774205	flower	aerial_other
SAMN17774204	flower	aerial_other
SAMN17774203	flower	aerial_other
SAMN17774202	flower	aerial_other
SAMN17774201	flower	aerial_other
SAMN17774200	leaf	leaf
SAMN17774199	leaf	leaf
SAMN17774198	leaf	leaf
SAMN17774197	flower	aerial_other
SAMN17774196	flower	aerial_other
SAMN17774195	flower	aerial_other
SAMN17774194	flower	aerial_other
SAMN17774193	flower	aerial_other
SAMN17774192	flower	aerial_other
SAMN17774191	leaf	leaf
SAMN17774190	leaf	leaf
SAMN17774189	leaf	leaf
SAMN17774188	flower	aerial_other
SAMN17774187	flower	aerial_other
SAMN17774186	flower	aerial_other
SAMN17774185	flower	aerial_other
SAMN17774184	flower	aerial_other
SAMN17774183	flower	aerial_other
SAMN17774182	flower	aerial_other
SAMN17774181	flower	aerial_other
SAMN17774180	flower	aerial_other
SAMN17774179	leaf	leaf
SAMN17774178	leaf	leaf
SAMN17774177	leaf	leaf
SAMN17774176	flower	aerial_other
SAMN17774175	flower	aerial_other
SAMN17774174	flower	aerial_other
SAMN17774173	flower	aerial_other
SAMN17774172	flower	aerial_other
SAMN17774171	flower	aerial_other
SAMN17774170	flower	aerial_other
SAMN17774169	flower	aerial_other
SAMN17774168	flower	aerial_other
SAMN17774167	flower	aerial_other
SAMN17774166	flower	aerial_other
SAMN17774165	flower	aerial_other
SAMN17774164	flower	aerial_other
SAMN17774163	flower	aerial_other
SAMN17774162	flower	aerial_other
SAMN17774161	flower	aerial_other
SAMN17774160	flower	aerial_other
SAMN17774159	flower	aerial_other
SAMN17774158	flower	aerial_other
SAMN17774157	flower	aerial_other
SAMN17774156	flower	aerial_other
SAMN17774155	flower	aerial_other
SAMN17774154	flower	aerial_other
SAMN17774153	flower	aerial_other
SAMN17774152	flower	aerial_other
SAMN17774151	flower	aerial_other
SAMN17774150	flower	aerial_other
SAMN17774149	flower	aerial_other
SAMN17774148	flower	aerial_other
SAMN17774147	flower	aerial_other
SAMN17774146	flower	aerial_other
SAMN17774145	flower	aerial_other
SAMN17774144	flower	aerial_other
SAMN17774143	flower	aerial_other
SAMN17774142	flower	aerial_other
SAMN17774141	flower	aerial_other
SAMN17774140	flower	aerial_other
SAMN17774139	flower	aerial_other
SAMN17774138	flower	aerial_other
SAMN17774137	leaf	leaf
SAMN17774136	leaf	leaf
SAMN17774135	leaf	leaf
SAMN17774134	flower	aerial_other
SAMN17774133	flower	aerial_other
SAMN17774132	flower	aerial_other
SAMN17774131	flower	aerial_other
SAMN17774130	flower	aerial_other
SAMN17774129	flower	aerial_other
SAMN17774128	leaf	leaf
SAMN17774127	leaf	leaf
SAMN17774126	leaf	leaf
SAMN17774125	flower	aerial_other
SAMN17774124	flower	aerial_other
SAMN17774123	flower	aerial_other
SAMN17774122	flower	aerial_other
SAMN17774121	inflorescence	aerial_other
SAMN17774120	inflorescence	aerial_other
SAMN17774119	inflorescence	aerial_other
SAMN17774118	leaf	leaf
SAMN17774117	leaf	leaf
SAMN17774116	leaf	leaf
SAMN17774115	flower	aerial_other
SAMN17774114	flower	aerial_other
SAMN17774113	flower	aerial_other
SAMN17774112	inflorescence	aerial_other
SAMN17774111	inflorescence	aerial_other
SAMN17774110	inflorescence	aerial_other
SAMN17774109	inflorescence	aerial_other
SAMN17774108	inflorescence	aerial_other
SAMN17774107	flower	aerial_other
SAMN17774106	leaf	leaf
SAMN17774105	leaf	leaf
SAMN17774104	leaf	leaf
SAMN17774103	flower	aerial_other
SAMN17774102	flower	aerial_other
SAMN17774101	flower	aerial_other
SAMN17774100	inflorescence	aerial_other
SAMN17774099	inflorescence	aerial_other
SAMN17774098	inflorescence	aerial_other
SAMN17774097	flower	aerial_other
SAMN17774096	inflorescence	aerial_other
SAMN17774095	inflorescence	aerial_other
SAMN17774094	inflorescence	aerial_other
SAMN17774093	flower bud	aerial_other
SAMN17774092	flower bud	aerial_other
SAMN17774091	flower bud	aerial_other
SAMN22560524	flower	aerial_other
SAMN22560523	stem	aerial_other
SAMN22560521	leaf	leaf
SAMN22548139	flag leaf	leaf
SAMN22548138	flag leaf	leaf
SAMN22548136	flag leaf	leaf
SAMN22452870	Flag leaves	leaf
SAMN22452869	Flag leaves	leaf
SAMN22452868	Flag leaves	leaf
SAMN13563053	leaf	leaf
SAMN13563052	leaf	leaf
SAMN13563051	leaf	leaf
SAMN13563050	leaf	leaf
SAMN13563049	leaf	leaf
SAMN13563048	leaf	leaf
SAMN13563047	leaf	leaf
SAMN13563046	leaf	leaf
SAMN13563045	leaf	leaf
SAMN13563044	leaf	leaf
SAMN13563043	leaf	leaf
SAMN13563042	leaf	leaf
SAMN21841112	leaf	leaf
SAMN21841111	leaf	leaf
SAMN21841110	leaf	leaf
SAMN21841109	leaf	leaf
SAMN21841108	leaf	leaf
SAMN21841107	leaf	leaf
SAMN21841106	leaf	leaf
SAMN21841105	leaf	leaf
SAMN21841104	leaf	leaf
SAMN16268666	leaf	leaf
SAMN16268665	leaf	leaf
SAMN16268664	leaf	leaf
SAMN16268663	leaf	leaf
SAMN20308734	leaves	leaf
SAMN18253206	leaf	leaf
SAMN18253205	leaf	leaf
SAMN18253204	leaf	leaf
SAMN18253203	leaf	leaf
SAMN21220245	flower	aerial_other
SAMN18175460	Leaf	leaf
SAMN18175459	Leaf	leaf
SAMN18175458	Leaf	leaf
SAMN18175457	Leaf	leaf
SAMN18175456	Leaf	leaf
SAMN18175455	Leaf	leaf
SAMN18175454	Leaf	leaf
SAMN18175453	Leaf	leaf
SAMN18175452	Leaf	leaf
SAMN18175451	Leaf	leaf
SAMN18175450	Leaf	leaf
SAMN18175449	Leaf	leaf
SAMN18117435	leaf	leaf
SAMN18117434	leaf	leaf
SAMN18117433	leaf	leaf
SAMN18117432	leaf	leaf
SAMN18117431	leaf	leaf
SAMN18117430	leaf	leaf
SAMN18117429	leaf	leaf
SAMN18117428	leaf	leaf
SAMN18117427	leaf	leaf
SAMN18117426	leaf	leaf
SAMN18117425	leaf	leaf
SAMN18117424	leaf	leaf
SAMN21239259	stem	aerial_other
SAMN21239258	stem	aerial_other
SAMN21239257	stem	aerial_other
SAMN21239256	leaf	leaf
SAMN21239255	leaf	leaf
SAMN21239254	leaf	leaf
SAMN21239253	stem	aerial_other
SAMN21239252	stem	aerial_other
SAMN21239251	stem	aerial_other
SAMN21239250	leaf	leaf
SAMN21239249	leaf	leaf
SAMN21239248	leaf	leaf
SAMN21195116	leaf	leaf
SAMN21195115	leaf	leaf
SAMN21195114	leaf	leaf
SAMN21195113	leaf	leaf
SAMN21195112	leaf	leaf
SAMN21195111	leaf	leaf
SAMN21195110	leaf	leaf
SAMN21195109	leaf	leaf
SAMN21195108	leaf	leaf
SAMN21195107	leaf	leaf
SAMN21195106	leaf	leaf
SAMN21195105	leaf	leaf
SAMN21195104	leaf	leaf
SAMN21195103	leaf	leaf
SAMN21195102	leaf	leaf
SAMN21195101	leaf	leaf
SAMN21195100	leaf	leaf
SAMN21195099	leaf	leaf
SAMN20971222	Leaf	leaf
SAMN20971221	Leaf	leaf
SAMN20971220	Leaf	leaf
SAMN20971219	Leaf	leaf
SAMN20971218	Leaf	leaf
SAMN20971217	Leaf	leaf
SAMN20971216	Leaf	leaf
SAMN20971215	Leaf	leaf
SAMN20971214	Leaf	leaf
SAMN20971213	Leaf	leaf
SAMN20971212	Leaf	leaf
SAMN20971211	Leaf	leaf
SAMN20668212	stem	aerial_other
SAMN20667984	young leaf	leaf
SAMEA7326001	flower	aerial_other
SAMEA7326000	flower	aerial_other
SAMEA7325999	flower	aerial_other
SAMEA7325998	flower	aerial_other
SAMEA7325997	flower	aerial_other
SAMEA7325996	flower	aerial_other
SAMEA7583163	leaves	leaf
SAMEA7583162	leaves	leaf
SAMEA7583161	leaves	leaf
SAMEA7583160	leaves	leaf
SAMEA7583159	leaves	leaf
SAMEA7583158	leaves	leaf
SAMEA104171241	vegetative	aerial_other
SAMEA104171240	vegetative	aerial_other
SAMEA104171234	young leaf	leaf
SAMEA104171233	young leaf	leaf
SAMEA104171232	young leaf	leaf
SAMEA104170988	young leaves	leaf
SAMEA104170979	young leaves	leaf
SAMEA104170977	leaf	leaf
SAMEA104170974	leaf	leaf
SAMEA104170963	young leaf	leaf
SAMEA104170961	young leaf	leaf
SAMEA104170960	leaves	leaf
SAMEA104170959	young leaves	leaf
SAMEA104170955	leaves	leaf
SAMEA104170954	leaf	leaf
SAMEA104170950	leaf	leaf
SAMEA104170949	young leaf	leaf
SAMEA104170947	leaf	leaf
SAMEA104170945	leaf	leaf
SAMEA104170940	young leaves	leaf
SAMEA104170939	mature leaves	leaf
SAMEA104170938	leaf	leaf
SAMEA104170933	young leaves	leaf
SAMEA104170931	young leaves	leaf
SAMEA104170930	young leaves	leaf
SAMEA104170919	leaf	leaf
SAMEA104170911	Vegetative	aerial_other
SAMEA104170910	Young Leaf	leaf
SAMEA104170907	young shoots	aerial_other
SAMEA104170906	young shoot	aerial_other
SAMEA104170901	young shoot	aerial_other
SAMEA104170899	leaf	leaf
SAMEA104170898	leaf	leaf
SAMEA104170897	leaf	leaf
SAMEA104170895	leaf	leaf
SAMEA104170894	leaves	leaf
SAMEA104170893	leaf	leaf
SAMEA104170891	leaves	leaf
SAMEA104170887	leaf	leaf
SAMEA104170885	leaf	leaf
SAMEA104170882	stems and leaves	leaf
SAMEA104170881	stems and leaves	leaf
SAMEA104170880	leaf	leaf
SAMEA104170879	leaf	leaf
SAMEA104170878	leaf	leaf
SAMEA104170875	young shoot	aerial_other
SAMEA104170873	leaf	leaf
SAMEA104170872	young leaf	leaf
SAMEA104170871	young shoot	aerial_other
SAMEA104170870	young shoot	aerial_other
SAMEA104170869	leaves	leaf
SAMEA104170868	leaves	leaf
SAMEA104170866	leaves	leaf
SAMEA104170865	leaves	leaf
SAMEA104170864	leaf	leaf
SAMEA104170862	leaves	leaf
SAMEA104170861	leaves	leaf
SAMEA104170860	young shoot	aerial_other
SAMEA104170859	leaf	leaf
SAMEA104170858	leaf	leaf
SAMEA104170855	leaf	leaf
SAMEA104170853	leaf	leaf
SAMEA104170852	leaves	leaf
SAMEA104170849	leaves	leaf
SAMEA104170848	leaf	leaf
SAMEA104170847	leaf	leaf
SAMEA104170846	leaves	leaf
SAMEA104170844	leaves	leaf
SAMEA104170843	Young Leaf	leaf
SAMEA104170841	Leaf	leaf
SAMEA104170839	leaf	leaf
SAMEA104170838	Young Leaf	leaf
SAMEA104170836	leaves	leaf
SAMEA104170835	young shoots	aerial_other
