stratum	Run	mode	BioSample	BioProject	named_host	host_pct	euk_pct	fungi_pct	oomycete_pct	stat_pathogens	co_infection_flag	same_genus_secondary	llm_treatment	llm_study_setting	expected
B	SRR26114951	hal	SAMN37473424	PRJNA1019087	Raphanus sativus var. sativus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR39685850	hal	SAMN61579878	PRJNA1496864	Oryza sativa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR12744609	hal	SAMN13091345	PRJNA579044	Eriobotrya japonica		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR30565676	hal	SAMN43516076	PRJNA1157543	Vitis pseudoreticulata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR5648442	hal	SAMN07198963	PRJNA389437	Vitis labrusca		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR29059996	hal	SAMN41426464	PRJNA1112406	Nicotiana benthamiana		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR6454061	hal	SAMN08321362	PRJNA428769	Brassica napus var. pabularia		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR15681630	hal	SAMN21163020	PRJNA759325	Lactuca sativa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR14233961	hal	SAMN18721099	PRJNA721267	Lilium davidii var. unicolor		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR37547783	hal	SAMN56391191	PRJNA1434119	Triticum spelta		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR18004692	hal	SAMN25861362	PRJNA805530	Saccharum officinarum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR35028406	hal	SAMN50630393	PRJNA1306200	Brassica oleracea var. botrytis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR11102002	hal	SAMN14125125	PRJNA607105	Vitis pseudoreticulata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR12779670	hal	SAMN16357048	PRJNA667167	Brassica rapa var. rapa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR24734780	hal	SAMN35358863	PRJNA976071	Triticum aestivum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR21866273	hal	SAMN31029422	PRJNA884509	Saccharum officinarum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR28354713	hal	SAMN20673788	PRJNA753086	Solanum tuberosum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR13508954	hal	SAMN12815671	PRJNA544934	Brassica oleracea var. botrytis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR29925905	hal	SAMN42722952	PRJNA1138531	Triticum aestivum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR2962689	hal	SAMN04226500	PRJNA300582	Cucumis melo var. makuwa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	DRR997363	hal	SAMD01892863	PRJDB41233	Nicotiana tabacum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR18160819	hal	SAMN26289032	PRJNA810911	Lactuca sativa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR37547772	hal	SAMN56391181	PRJNA1434119	Triticum spelta		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR19761373	hal	SAMN29220777	PRJNA851273	Glycine max		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR1026313	hal	SAMN02393581	PRJNA226229	(Vitis vinifera x Vitis berlandieri) x Vitis berlandieri		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR16952095	hal	SAMN23151007	PRJNA780428	Cucumis melo subsp. melo		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR31596147	hal	SAMN45157895	PRJNA1083332	Castanea sativa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR12405183	hal	SAMEA115078254	PRJEB71630	Lens culinaris		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR15398718	hal	SAMEA118794038	PRJEB90172	Rosa luciae x Rosa x odorata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR30565668	hal	SAMN43516072	PRJNA1157543	Vitis pseudoreticulata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR11667167	hal	SAMN14775463	PRJNA629427	Hevea brasiliensis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR24471227	hal	SAMN34997322	PRJNA970264	Cunninghamia lanceolata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR32020462	hal	SAMN46272900	PRJNA1209602	Brassica napus var. pabularia		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR31893515	hal	SAMN46078117	PRJNA1206474	Stylosanthes guianensis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	DRR452754	hal	SAMD00585689	PRJDB15408	Pinus thunbergii		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR13891820	hal	SAMN18191960	PRJNA707224	Citrus hybrid cultivar		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR29314647	hal	SAMN41725471	PRJNA1121059	Brassica rapa Broccoletto Group		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	DRR752149	hal	SAMD01688613	PRJDB37650	Vitis davidii x Vitis vinifera		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR6453918	hal	SAMN08321374	PRJNA428769	Brassica napus var. pabularia		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR17676223	hal	SAMN25084504	PRJNA798557	Brassica oleracea var. botrytis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR28479754	hal	SAMN40098371	PRJNA1091660	Lolium arundinaceum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR15861780	hal	SAMN21246276	PRJNA761222	Liriodendron x sinoamericanum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	DRR237220	hal	SAMD00235332	PRJDB10130	Citrus tamurana		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR28607129	hal	SAMN40887290	PRJNA1096832	Ageratina adenophora		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR17400842	hal	SAMN24449456	PRJNA792624	Vitis amurensis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR30786834	hal	SAMN43907956	PRJNA1164793	Trifolium pratense		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR24888323	hal	SAMN35562238	PRJNA978692	Medicago truncatula		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR37246188	hal	SAMN55339984	PRJNA1423472	Trifolium pratense		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR12910659	hal	SAMEA115496051	PRJEB74997	Brassica rapa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR1026749	hal	SAMN02393614	PRJNA226229	(Vitis vinifera x Vitis berlandieri) x Vitis berlandieri		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR25223748	hal	SAMN36397522	PRJNA993289	Rosa roxburghii		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26961430	hal	SAMN38453491	PRJNA1045706	Actinidia chinensis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR3569112	hal	SAMN05006776	PRJNA321618	Lens culinaris subsp. culinaris		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR5055853	hal	SAMN06061919	PRJNA355048	Raphanus sativus var. sativus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26051347	hal	SAMN37345505	PRJNA1015013	Triticum turgidum subsp. dicoccum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR3087096	hal	SAMN04384071	PRJNA306374	Ziziphus jujuba var. spinosa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR31843511	hal	SAMN46004368	PRJNA1203893	Kalanchoe laxiflora		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR12418050	hal	SAMN15763372	PRJNA655993	Vigna unguiculata subsp. unguiculata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR24124108	hal	SAMN34134569	PRJNA954126	Prunus persica		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26985654	hal	SAMN38483047	PRJNA1046158	Lolium multiflorum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR8654628	hal	SAMN11039784	PRJNA525000	Olea europaea var. sylvestris		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR18657685	hal	SAMN27382383	PRJNA824038	Pinus sylvestris		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR3274742	hal	SAMN03856615	PRJNA289598	Triticum urartu		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR15825676	hal	SAMEA120481058	PRJEB102264	Prunus avium subsp. avium		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR37825870	hal	SAMN56751344	PRJNA1444364	Persea americana		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR5576845	hal	SAMN07142954	PRJNA387265	Helianthus annuus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR28215124	hal	SAMN40251402	PRJNA1083535	Vitis riparia		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR35554983	hal	SAMN51724255	PRJNA1332229	Triticum sp.		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR19142978	hal	SAMN28104714	PRJNA835519	Citrus hybrid		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR6669611	hal	SAMN08463944	PRJNA432867	Rosa chinensis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR13496554	hal	SAMN17392481	PRJNA693582	Lens culinaris		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR14803423	hal	SAMN19685519	PRJNA737182	Lactuca sativa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR8718582	hal	SAMN11110210	PRJNA526785	Pinus sylvestris var. mongolica		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR30026788	hal	SAMN42877731	PRJNA1141120	Prunus domestica		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR38912800	hal	SAMN60505548	PRJNA1472583	Solanum melongena		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR8845696	hal	SAMN11337496	PRJNA530624	Panax ginseng		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR29195094	hal	SAMN41557474	PRJNA1116995	Lathyrus oleraceus subsp. oleraceus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26945845	hal	SAMN38396232	PRJNA1044546	Citrus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR35750743	hal	SAMN52396185	PRJNA1338197	Eragrostis curvula		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26936905	hal	SAMN38392842	PRJNA1044445	Citrus hindsii		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR30037354	hal	SAMN42911735	PRJNA1141931	Lilium leucanthum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR13423850	hal	SAMN16954463	PRJNA681478	Solanum torvum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26335375	hal	SAMN37749103	PRJNA1026526	Lathyrus oleraceus subsp. biflorus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR12658900	hal	SAMN16191258	PRJNA663973	Citrus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR29275393	hal	SAMN41670758	PRJNA1119650	Sorghum bicolor		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR21699285	hal	SAMN30950987	PRJNA882780	Pyrus pyrifolia		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR23866833	hal	SAMN33761964	PRJNA944801	Lolium multiflorum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR6212305	hal	SAMEA8961866	PRJEB46163	Vitis vinifera subsp. sylvestris		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR21007651	hal	SAMN30203586	PRJNA867517	Medicago sativa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR8312503	hal	SAMN10581250	PRJNA509456	Brassica rapa subsp. trilocularis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26985699	hal	SAMN38483042	PRJNA1046158	Lolium multiflorum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR38912810	hal	SAMN60505542	PRJNA1472583	Solanum melongena		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR31614507	hal	SAMN42842790	PRJNA1140667	Stylosanthes angustifolia		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR17535948	hal	SAMN24754442	PRJNA795708	Triticum dicoccoides x Triticum turgidum subsp. durum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR31581076	hal	SAMN45121496	PRJNA1192723	Brassica rapa subsp. chinensis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR10496547	hal	SAMEA112124754	PRJEB57570	Avena sativa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR5079953	hal	SAMN06113110	PRJNA356402	(Citrus unshiu x Citrus sinensis) x Citrus reticulata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR7817237	hal	SAMN10031506	PRJNA490257	Brassica oleracea		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR28402769	hal	SAMN40560413	PRJNA1090250	Pseudostellaria heterophylla		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR30037309	hal	SAMN42911651	PRJNA1141931	Lilium leucanthum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR22807643	hal	SAMN32299505	PRJNA913450	Daucus carota subsp. sativus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR13249303	hal	SAMEA115718699	PRJEB76472	Prunus avium		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR6794029	hal	SAMN08625055	PRJNA436438	Vitis amurensis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26174312	hal	SAMN37519777	PRJNA1020289	Gossypium hirsutum f. palmeri		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR10189230	hal	SAMN12855948	PRJNA574274	Prunus dulcis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR19199877	hal	SAMN28232355	PRJNA837909	Stylosanthes scabra		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR13508827	hal	SAMN12815584	PRJNA544934	Brassica oleracea var. costata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR36790401	hal	SAMN54558059	PRJNA1400923	Citrus japonica		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR5453896	hal	SAMN06760264	PRJNA383160	Vitis vinifera		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR29330611	hal	SAMN41760641	PRJNA1121615	Vitis vinifera x Vitis rotundifolia		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR5730243	hal	SAMEA8579193	PRJEB44381	Brassica napus var. napus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	DRR730348	hal	SAMD01409782	PRJDB28491	Brachypodium distachyon		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR4279707	hal	SAMN05792067	PRJNA343677	Solanum peruvianum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR28378157	hal	SAMN40460286	PRJNA973635	Ipomoea batatas		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR3140224	hal	SAMN04451764	PRJNA310384	Pyrus pyrifolia		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR25005686	hal	SAMN35878109	PRJNA986885	Medicago truncatula		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR28353361	hal	SAMN40469029	PRJNA1088431	Hordeum vulgare		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR14724340	hal	SAMN19546303	PRJNA734807	Lolium arundinaceum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26174315	hal	SAMN37519774	PRJNA1020289	Gossypium hirsutum f. palmeri		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR29330605	hal	SAMN41760647	PRJNA1121615	Vitis vinifera x Vitis rotundifolia		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR29314664	hal	SAMN41725459	PRJNA1121059	Brassica rapa Broccoletto Group		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	DRR904678	hal	SAMD01815947	PRJDB40261	Oryza sativa temperate japonica subgroup		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	DRR031358	hal	SAMD00027315	PRJDB3598	Raphanus sativus var. raphanistroides		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR31851296	hal	SAMN45949752	PRJNA1202060	Cucurbita moschata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR7777715	hal	SAMN09925638	PRJNA487974	Cucumis melo var. makuwa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR049711	hal	SAMEA1094410	PRJEB2715	Brassica oleracea var. alboglabra		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR18935821	hal	SAMN27865553	PRJNA832540	Raphanus sativus var. sativus		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR24864465	hal	SAMN35663926	PRJNA980935	Solanum lycopersicum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR10135072	hal	SAMN12758889	PRJNA565689	Vitis thunbergii x Vitis vinifera		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR14757452	hal	SAMN19601680	PRJNA735896	Brassica rapa subsp. narinosa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR15435886	hal	SAMN20750560	PRJNA754204	Atractylodes macrocephala		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR32859717	hal	SAMN47339494	PRJNA1235667	Brassica oleracea var. viridis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR26358993	hal	SAMN37737371	PRJNA1026333	Vitis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR10823724	hal	SAMN13719033	PRJNA598856	Musa acuminata AAA Group		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR28607126	hal	SAMN40887284	PRJNA1096832	Ageratina adenophora		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR13823488	hal	SAMN18017821	PRJNA703422	Pinus patula		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR13573566	hal	SAMN17526380	PRJNA694542	Brassica rapa subsp. narinosa		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR1066061	hal	SAMN02487029	PRJNA232700	Cicer arietinum		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR15398720	hal	SAMEA118794040	PRJEB90172	Rosa luciae x Rosa x odorata		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR13022756	hal	SAMN16745904	PRJNA675985	Gerbera jamesonii		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR14211807	hal	SAMN18700134	PRJNA721113	Eriobotrya japonica		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR39465386	hal	SAMN61421034	PRJNA1490288	Kalanchoe blossfeldiana		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR29726218	hal	SAMN41517519	PRJNA1110567	Lilium rosthornii		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	ERR9827876	hal	SAMEA110005726	PRJEB53376	Kalanchoe daigremontiana		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR28046990	hal	SAMN40033440	PRJNA1079212	Citrus hindsii		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
B	SRR2912978	hal	SAMN04253468	PRJNA301642	Brassica rapa subsp. pekinensis		0.0	0.0	0.0		False	False			0% fungi/oomycete (plant host, no pathogen)
