# Unpaywall coverage — 725 unique DOIs
doi	bp	has_methods	is_oa	status	host	version	pdf_url
10.1093/hr/uhag073	PRJNA1145503	False	True	gold	publisher	publishedVersion	https://doi.org/10.1093/hr/uhag073
10.1111/1462-2920.15432	PRJNA527147	False	False	closed			
# 200/725 done
10.1128/mSystems.00650-19	PRJNA565562	True	True	gold	publisher	publishedVersion	https://msystems.asm.org/content/msys/5/1/e00650-19.full.pdf
10.1128/mbio.02912-25	PRJNA1272045	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mbio.02912-25
10.3389/fmicb.2022.1001327	PRJNA853492	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fmicb.2022.1001327/pdf
10.1186/s13059-016-1145-3	PRJEB11304	True	True	gold	publisher	publishedVersion	https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-016-1145-3
10.1111/pce.15037	PRJNA944941	False	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pce.15037
10.1038/s41598-017-10405-y	PRJNA371695	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-017-10405-y.pdf
10.1111/pce.12937	PRJNA336478	True	True	bronze	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pce.12937
10.1093/gbe/evw020	PRJNA296778	True	True	gold	publisher	publishedVersion	https://academic.oup.com/gbe/article-pdf/8/3/753/13165041/evw020.pdf
10.7717/peerj.1549	PRJNA297400	True	True	gold	publisher	publishedVersion	https://peerj.com/articles/1549.pdf
10.1038/s41598-021-01376-2	PRJEB46991	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-021-01376-2.pdf
10.1126/science.1194573	PRJEB3069	False	True	green	repository	acceptedVersion	https://research.wur.nl/en/publications/genome-expansion-and-gene-loss-in-powdery-mildew-fungi-reveal-tra
10.1128/mBio.00895-17	PRJNA383862	True	True	gold	publisher	publishedVersion	https://mbio.asm.org/content/mbio/8/5/e00895-17.full.pdf
10.1038/s41598-018-20419-9	PRJNA419480	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-018-20419-9.pdf
10.3389/fmicb.2021.664857	PRJNA646633	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fmicb.2021.664857/pdf
10.1093/gbe/evz040	PRJNA473305	True	True	gold	publisher	publishedVersion	https://academic.oup.com/gbe/article-pdf/11/3/855/28213107/evz040.pdf
10.1038/s41598-025-02572-0	PRJNA804666	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-025-02572-0.pdf
10.1101/gr.152660.112	PRJNA169154	True	True	bronze	publisher	publishedVersion	http://genome.cshlp.org/content/23/8/1271.full.pdf
10.1002/ps.6380	PRJEB39756	False	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ps.6380
10.1111/tpj.70472	PRJNA1166635	False	True	bronze	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/tpj.70472
10.1093/gbe/evw259	PRJNA311604	True	True	gold	publisher	publishedVersion	https://academic.oup.com/gbe/article-pdf/8/11/3574/9983296/evw259.pdf
10.1099/mgen.0.001485	PRJNA1111437	True	True	gold	publisher	publishedVersion	https://doi.org/10.1099/mgen.0.001485
10.3390/ijms252111375	PRJNA985902	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/25/21/11375/pdf?version=1729664503
10.1093/database/baaf015	PRJNA358831	True	True	gold	publisher	publishedVersion	https://doi.org/10.1093/database/baaf015
10.1038/s42003-024-06798-y	PRJNA994854	True	True	gold	publisher	publishedVersion	https://doi.org/10.1038/s42003-024-06798-y
10.1128/genomeA.00987-16	PRJNA329579	True	True	gold	publisher	publishedVersion	https://mra.asm.org/content/ga/4/5/e00987-16.full.pdf
10.1093/hr/uhae094	PRJNA987192	True	True	gold	publisher	publishedVersion	https://academic.oup.com/hr/advance-article-pdf/doi/10.1093/hr/uhae094/57139718/uhae094.pdf
10.1038/ng.3485	PRJNA296894	True	True	hybrid	publisher	publishedVersion	https://www.nature.com/articles/ng.3485.pdf
10.3389/ffunb.2024.1459229	PRJNA325493	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/journals/fungal-biology/articles/10.3389/ffunb.2024.1459229/pdf
10.3390/jof7020091	PRJNA552738	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2309-608X/7/2/91/pdf?version=1611807561
10.1186/s12864-018-4934-0	PRJNA407475	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-018-4934-0
10.1128/aem.00681-26	PRJNA1405621	False	True	gold	publisher	publishedVersion	https://journals.asm.org/doi/pdf/10.1128/aem.00681-26?download=true
10.1094/PDIS-06-20-1329-RE	PRJEB19257	False	False	closed			
10.1094/MPMI-12-17-0309-A	PRJNA391093	False	True	bronze	publisher	publishedVersion	https://apsjournals.apsnet.org/doi/pdf/10.1094/MPMI-12-17-0309-A
10.1016/j.heliyon.2020.e04952	PRJNA296349	True	True	gold	publisher	publishedVersion	http://www.cell.com/article/S2405844020317953/pdf
10.2147/IDR.S374335	PRJNA861388	True	True	gold	publisher	publishedVersion	https://www.dovepress.com/getfile.php?fileID=82971
10.1016/j.foodres.2022.111972	PRJNA839570	False	False	closed			
10.1094/PHYTO-07-20-0297-A	PRJNA637660	False	True	bronze	publisher	publishedVersion	https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO-07-20-0297-A
10.1111/mpp.13199	PRJNA587128	True	True	gold	publisher	publishedVersion	https://doi.org/10.1111/mpp.13199
10.1111/mpp.12405	PRJNA294234	True	True	green	repository	submittedVersion	https://www.ncbi.nlm.nih.gov/pmc/articles/6638266
10.1128/msystems.00248-22	PRJNA810452	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/msystems.00248-22
10.1371/journal.pone.0218844	PRJNA350867	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0218844&type=printable
10.1186/s12864-021-07457-w	PRJNA660623	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-021-07457-w
10.1111/mec.16505	PRJNA764088	True	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/mec.16505
10.1101/2026.02.17.706082	PRJNA1394492	False	False	error			
10.1038/s41598-026-43665-8	PRJNA1121488	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-026-43665-8_reference.pdf
10.1186/1471-2164-15-313	PRJNA202292	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/1471-2164-15-313
10.1111/nph.19604	PRJNA979975	False	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nph.19604
10.1186/s12864-024-10445-5	PRJNA304618	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12864-024-10445-5
10.3389/fmicb.2020.00051	PRJNA595343	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00051/pdf
10.1094/PHYTO-01-21-0032-R	PRJNA731618	False	False	closed			
# 250/725 done
10.1094/PHYTO-05-16-0197-R	PRJNA279922	False	True	hybrid	publisher	publishedVersion	https://apsjournals.apsnet.org/doi/pdf/10.1094/PHYTO-05-16-0197-R
10.1094/PHYTO-09-21-0393-R	PRJEB6937	False	False	closed			
10.1186/s12864-019-5485-8	PRJNA381081	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-019-5485-8
10.3390/v11121092	PRJNA318835	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1999-4915/11/12/1092/pdf?version=1574680175
10.1371/journal.ppat.1008608	PRJNA601749	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1008608&type=printable
10.3389/fmicb.2020.01122	PRJNA516233	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fmicb.2020.01122/pdf
10.1128/MRA.01587-19	PRJNA597539	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.01587-19
10.1128/MRA.01292-19	PRJNA575278	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.01292-19
10.1111/ppa.13597	PRJNA811762	False	False	closed			
10.1007/s42161-024-01672-6	PRJNA1011022	True	True	hybrid	publisher	publishedVersion	https://link.springer.com/content/pdf/10.1007/s42161-024-01672-6.pdf
10.1093/ve/veag010	PRJNA1203667	True	True	gold	publisher	publishedVersion	https://doi.org/10.1093/ve/veag010
10.1101/2025.03.27.645716	PRJNA1220327	False	True	green	repository	acceptedVersion	https://doi.org/10.1101/2025.03.27.645716
10.3390/plants9070820	PRJNA590139	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/9/7/820/pdf?version=1593615293
10.1016/j.virol.2026.110820	PRJNA1263482	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1016/j.virol.2026.110820
10.3390/v13122530	PRJNA802726	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1999-4915/13/12/2530/pdf?version=1639660021
10.1007/s42161-022-01235-7	PRJNA808246	True	True	hybrid	publisher	publishedVersion	https://link.springer.com/content/pdf/10.1007/s42161-022-01235-7.pdf
10.1080/15476286.2025.2459039	PRJEB75479	True	True	gold	publisher	publishedVersion	https://www.tandfonline.com/doi/pdf/10.1080/15476286.2025.2459039?needAccess=true
10.1128/MRA.00673-20	PRJNA607790	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.00673-20
10.3390/plants11151951	PRJNA773642	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/11/15/1951/pdf?version=1658968135
10.1002/ndr2.12312	PRJNA1081807	False	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ndr2.12312
10.1128/MRA.00766-19	PRJNA542720	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.00766-19
10.1128/MRA.01607-18	PRJNA503094	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.01607-18
10.15252/embr.201540509	PRJEB9490	True	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.15252/embr.201540509
10.3390/v15020401	PRJNA796936	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1999-4915/15/2/401/pdf?version=1675152777
10.3390/pathogens14111087	PRJNA1232637	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2076-0817/14/11/1087/pdf?version=1761319253
10.3390/v13040583	PRJNA680190	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1999-4915/13/4/583/pdf?version=1617938299
10.1128/MRA.01064-18	PRJNA491634	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.01064-18
10.1128/MRA.00214-19	PRJNA524397	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.00214-19
10.1128/mra.00510-26	PRJNA1394657	True	True	gold	publisher	publishedVersion	https://journals.asm.org/doi/pdf/10.1128/mra.00510-26?download=true
10.1094/PDIS-03-25-0599-PDN	PRJNA1237933	False	False	closed			
10.1128/MRA.00344-23	PRJNA961054	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.00344-23
10.1128/mra.00096-20	PRJNA606340	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.00096-20
10.1128/spectrum.02340-23	PRJNA996293	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/spectrum.02340-23
10.1128/MRA.00110-19	PRJNA524449	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.00110-19
10.1128/MRA.00093-19	PRJNA525575	True	True	gold	publisher	publishedVersion	https://mra.asm.org/content/ga/8/15/e00093-19.full.pdf
10.1099/jgv.0.001525	PRJDB10741	False	False	closed			
10.3389/fpls.2024.1439380	PRJNA1108966	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2024.1439380
10.1105/tpc.18.00930	PRJNA505891	True	True	bronze	publisher	publishedVersion	http://www.plantcell.org/content/plantcell/31/9/1968.full.pdf
10.1101/2025.05.29.656841	PRJNA1055939	False	True	green	repository	acceptedVersion	https://doi.org/10.1101/2025.05.29.656841
10.1186/s12915-021-01100-6	PRJNA705878	True	True	gold	publisher	publishedVersion	https://bmcbiol.biomedcentral.com/track/pdf/10.1186/s12915-021-01100-6
10.3389/fpls.2024.1439020	PRJNA761393	True	True	gold	publisher	publishedVersion	https://public-pages-files-2025.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1439020/pdf
10.1111/tpj.70125	PRJNA1244272	True	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/tpj.70125
10.3389/fpls.2022.804104	PRJNA775969	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.804104
10.3390/microorganisms10020343	PRJNA757692	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2076-2607/10/2/343/pdf?version=1644472382
10.3389/fpls.2022.980587	PRJNA850943	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.980587
10.3389/fpls.2025.1722162	PRJNA527733	True	True	gold	publisher	publishedVersion	https://public-pages-files-2025.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2025.1722162/pdf
10.3390/genes16101158	PRJNA1332781	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2073-4425/16/10/1158/pdf?version=1759150473
10.1007/s13205-023-03803-9	PRJNA870250	True	True	green	repository	acceptedVersion	https://pmc.ncbi.nlm.nih.gov/articles/PMC10630269/pdf/13205_2023_Article_3803.pdf
10.3389/fgene.2023.1271200	PRJNA977635	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fgene.2023.1271200/pdf?isPublishedV2=False
10.3390/ijms23010276	PRJNA641525	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/23/1/276/pdf?version=1640658714
# 300/725 done
10.1111/tpj.71018	PRJNA1366440	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/tpj.71018
10.1093/hr/uhad101	PRJNA946259	True	True	gold	publisher	publishedVersion	https://academic.oup.com/hr/advance-article-pdf/doi/10.1093/hr/uhad101/50273553/uhad101.pdf
10.3389/fpls.2022.836269	PRJNA791339	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.836269
10.1186/s12870-024-05903-x	PRJNA1191549	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-024-05903-x
10.1038/s42003-021-02245-4	PRJNA662919	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s42003-021-02245-4.pdf
10.3389/fgene.2021.716821	PRJNA746402	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fgene.2021.716821/pdf
10.1093/femsle/fnag019	PRJNA1328502	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1093/femsle/fnag019
10.1038/s41467-025-60033-8	PRJEB67960	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-025-60033-8.pdf
10.1186/s12870-021-03149-5	PRJNA573931	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/track/pdf/10.1186/s12870-021-03149-5
10.1073/pnas.1907500116	PRJNA527782	True	True	bronze	publisher	publishedVersion	https://www.pnas.org/content/pnas/116/52/27124.full.pdf
10.3389/fpls.2024.1444271	PRJNA1013391	True	True	gold	publisher	publishedVersion	https://public-pages-files-2025.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2024.1444271/pdf
10.3389/fpls.2022.1073856	PRJNA901343	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.1073856
10.1371/journal.pone.0207036	PRJNA484520	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0207036&type=printable
10.1093/hr/uhac188	PRJNA574559	True	True	gold	publisher	publishedVersion	https://academic.oup.com/hr/article-pdf/doi/10.1093/hr/uhac188/50249962/uhac188.pdf
10.1128/mra.00473-20	PRJNA577523	True	True	gold	publisher	publishedVersion	https://doi.org/10.1128/mra.00473-20
10.3389/fpls.2023.1299461	PRJNA976214	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2023.1299461
10.3389/fpls.2018.00522	PRJNA419139	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2018.00522
10.3390/plants14233645	PRJNA1335398	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/14/23/3645/pdf?version=1764408869
10.1016/j.plaphy.2025.110662	PRJNA1243574	False	False	closed			
10.1186/s12859-026-06368-5	PRJEB59062	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12859-026-06368-5
10.3389/fpls.2017.02075	PRJNA418364	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2017.02075/pdf
10.3389/fpls.2025.1537605	PRJNA1183537	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2025.1537605
10.1104/pp.17.00390	PRJNA384934	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1104/pp.17.00390
10.3390/ijms20246278	PRJNA589754	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/20/24/6278/pdf?version=1576481605
10.1016/j.plaphy.2025.109874	PRJNA1189193	False	False	closed			
10.3390/ijms23094702	PRJNA819185	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/23/9/4702/pdf?version=1650849603
10.1186/s12870-026-08210-9	PRJNA1354640	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12870-026-08210-9
10.3390/jof12070540	PRJNA1475220	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2309-608X/12/7/540/pdf?version=1784706471
10.3389/fmicb.2022.837056	PRJNA689117	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fmicb.2022.837056
10.1186/s13059-025-03694-4	PRJNA838764	True	True	gold	publisher	publishedVersion	https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-025-03694-4
10.1111/pce.70566	PRJNA1366519	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/pce.70566
10.1186/s12870-021-03245-6	PRJNA681878	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-021-03245-6
10.3390/genes14122223	PRJNA593073	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2073-4425/14/12/2223/pdf?version=1703235802
10.1016/j.plaphy.2018.08.006	PRJNA480999	False	False	closed			
10.1186/s12284-026-00893-w	PRJNA1103978	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12284-026-00893-w
10.1186/s12870-026-08540-8	PRJNA982974	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12870-026-08540-8
10.1111/pbi.13693	PRJNA714375	True	True	gold	publisher	publishedVersion	https://doi.org/10.1111/pbi.13693
10.1186/s12870-024-05145-x	PRJNA1092346	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12870-024-05145-x
10.3389/fpls.2022.926621	PRJNA842823	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2022.926621/pdf
10.3390/plants15121771	PRJNA1471993	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/plants15121771
10.1186/1471-2164-15-710	PRJNA240676	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/1471-2164-15-710
10.3389/fpls.2021.701969	PRJNA728113	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2021.701969/pdf
10.1101/2021.03.26.437179	PRJNA636958	False	True	green	repository	acceptedVersion	https://www.biorxiv.org/content/biorxiv/early/2021/03/28/2021.03.26.437179.full.pdf
10.3390/ijms232315246	PRJNA763773	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/23/23/15246/pdf?version=1670381017
10.3389/fpls.2022.972791	PRJNA843784	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2022.972791/pdf
10.3389/fpls.2025.1694555	PRJNA1305415	True	True	gold	publisher	publishedVersion	https://public-pages-files-2025.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2025.1694555/pdf
10.1186/s12870-026-08539-1	PRJNA1370671	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12870-026-08539-1
10.1186/s12864-020-07138-0	PRJNA667277	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-020-07138-0
10.3390/ijms252413244	PRJNA1170567	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/25/24/13244/pdf?version=1733825723
10.3390/jof4010039	PRJEB13569	False	True	gold	publisher	publishedVersion	https://www.mdpi.com/2309-608X/4/1/39/pdf?version=1525344528
# 350/725 done
10.3390/plants12152793	PRJNA986440	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/12/15/2793/pdf?version=1690530417
10.21203/rs.3.rs-7624510/v1	PRJNA911587	False	True	green	repository	acceptedVersion	https://www.researchsquare.com/article/rs-7624510/latest.pdf
10.3389/fpls.2022.961586	PRJNA842515	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.961586
10.1016/j.molp.2024.09.006	PRJNA1161467	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1016/j.molp.2024.09.006
10.1093/molbev/msz272	PRJNA577532	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/mbe/article-pdf/37/3/839/32618449/msz272.pdf
10.1101/2022.08.19.504540	PRJNA759756	False	True	green	repository	acceptedVersion	https://www.biorxiv.org/content/biorxiv/early/2022/08/20/2022.08.19.504540.full.pdf
10.1038/s41598-025-89119-5	PRJNA395908	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-025-89119-5.pdf
10.7717/peerj.12968	PRJNA721299	True	True	gold	publisher	publishedVersion	https://doi.org/10.7717/peerj.12968
10.3389/fgene.2020.00959	PRJNA412801	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fgene.2020.00959/pdf
10.1016/j.molp.2026.01.005	PRJNA1214325	False	False	closed			
10.1007/s00122-023-04335-9	PRJNA706136	True	True	hybrid	publisher	publishedVersion	https://link.springer.com/content/pdf/10.1007/s00122-023-04335-9.pdf
10.1038/s41597-019-0140-4	PRJNA514200	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41597-019-0140-4.pdf
10.1093/plphys/kiac038	PRJNA750086	True	True	hybrid	publisher	publishedVersion	https://academic.oup.com/plphys/article-pdf/188/4/1944/43110284/kiac038.pdf
10.1038/srep18283	PRJNA302556	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/srep18283.pdf
10.3389/fpls.2020.570418	PRJNA630776	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2020.570418/pdf
10.3390/ijms24031812	PRJNA892753	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/24/3/1812/pdf?version=1673941285
10.1016/j.plantsci.2019.110178	PRJNA513863	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1016/j.plantsci.2019.110178
10.3389/fmicb.2025.1546583	PRJNA1193783	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1546583/pdf
10.1111/tpj.13419	PRJNA321325	False	True	bronze	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/tpj.13419
10.1093/jxb/erad348	PRJNA926628	False	False	closed			
10.1093/aob/mcac102	PRJNA733882	True	True	green	repository	submittedVersion	https://www.ncbi.nlm.nih.gov/pmc/articles/9670757
10.3390/ijms20246135	PRJNA548433	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/20/24/6135/pdf?version=1575544378
10.3390/jof12070524	PRJNA1423152	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/jof12070524
10.1186/s12870-023-04331-7	PRJNA926886	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-023-04331-7
10.1007/s12298-024-01455-4	PRJNA1080069	True	True	green	repository	acceptedVersion	https://pmc.ncbi.nlm.nih.gov/articles/PMC11150235/pdf/12298_2024_Article_1455.pdf
10.1093/plphys/kiad460	PRJNA896566	False	False	closed			
10.1186/s12864-018-5012-3	PRJNA450087	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-018-5012-3.pdf
10.3390/ijms24043499	PRJNA896484	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/24/4/3499/pdf?version=1675992169
10.1038/s41598-020-70882-6	PRJNA515188	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-020-70882-6.pdf
10.3389/fpls.2024.1330061	PRJNA1056156	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2024.1330061
10.3389/fpls.2019.00268	PRJNA509606	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2019.00268/pdf
10.1126/science.aba5435	PRJNA540081	False	False	closed			
10.3390/genes16050539	PRJNA548845	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2073-4425/16/5/539/pdf?version=1746001258
10.3389/fpls.2026.1776686	PRJNA1392009	True	True	gold	publisher	publishedVersion	https://public-pages-files-2025.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1776686/pdf
10.1186/s12864-022-08721-3	PRJNA720576	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-022-08721-3
10.1371/journal.pone.0226106	PRJNA552611	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0226106&type=printable
10.1186/s12864-019-6161-8	PRJNA531693	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-019-6161-8
10.3389/fpls.2020.00191	PRJNA564795	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2020.00191/pdf
10.3390/plants11212883	PRJNA798863	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/11/21/2883/pdf?version=1667354919
10.1186/s12870-026-08414-z	PRJNA1272129	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12870-026-08414-z
10.3390/ijms25010591	PRJNA986958	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/25/1/591/pdf?version=1704182662
10.1186/s12864-025-11995-y	PRJNA952825	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-025-11995-y
10.1038/s41477-025-02210-7	PRJNA986524	True	True	hybrid	publisher	publishedVersion	https://www.nature.com/articles/s41477-025-02210-7.pdf
10.1105/tpc.19.00487	PRJNA573599	False	True	green	repository	submittedVersion	https://www.ncbi.nlm.nih.gov/pmc/articles/6961617
10.1111/pce.15622	PRJNA1156254	False	False	closed			
10.3390/plants13141989	PRJNA1133704	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/plants13141989
10.3390/genes11020127	PRJNA548392	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/genes11020127
10.1186/s12915-024-01852-x	PRJEB59238	True	True	gold	publisher	publishedVersion	https://bmcbiol.biomedcentral.com/counter/pdf/10.1186/s12915-024-01852-x
