# Unpaywall coverage — 725 unique DOIs
doi	bp	has_methods	is_oa	status	host	version	pdf_url
10.1016/j.foodchem.2020.127550	PRJNA782220	False	False	closed			
# 600/725 done
10.1105/tpc.112.103499	PRJNA209313	False	True	green	repository	submittedVersion	https://www.ncbi.nlm.nih.gov/pmc/articles/3723631
10.3389/fgene.2022.853910	PRJNA780342	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fgene.2022.853910/pdf
10.1038/s41588-024-01957-7	PRJNA1153365	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1038/s41588-024-01957-7
10.1111/nph.71146	PRJNA1200603	False	True	green	repository	publishedVersion	https://research-repository.uwa.edu.au/en/publications/a2985cc4-d471-4ea9-a316-ab5c3a892581
10.1111/nph.19448	PRJNA979257	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/nph.19448
10.3389/fpls.2021.736560	PRJNA757130	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2021.736560
10.1016/j.cub.2017.02.044	PRJNA376551	True	True	hybrid	publisher	publishedVersion	http://www.cell.com/article/S0960982217302142/pdf
10.1093/plphys/kiac572	PRJNA841838	False	True	green	repository	submittedVersion	https://www.ncbi.nlm.nih.gov/pmc/articles/10022641
10.3390/ijms26020640	PRJNA1203070	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/26/2/640/pdf?version=1736839571
10.1038/s41588-025-02281-4	PRJNA953858	True	True	hybrid	publisher	publishedVersion	https://www.nature.com/articles/s41588-025-02281-4.pdf
10.3390/ijms26104618	PRJNA590671	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/26/10/4618/pdf?version=1747053357
10.1186/s12870-014-0215-5	PRJNA1367956	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-014-0215-5
10.5061/dryad.v6wwpzh20	PRJNA976033	True	False	error			
10.3390/ijms27010457	PRJEB55781	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/ijms27010457
10.1186/s12870-026-08643-2	PRJNA1347427	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12870-026-08643-2
10.1104/pp.20.00773	PRJNA553311	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1104/pp.20.00773
10.1186/s12870-026-08784-4	PRJNA1426573	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12870-026-08784-4
10.1093/gigascience/giz039	PRJNA231064	True	True	gold	publisher	publishedVersion	https://academic.oup.com/gigascience/article-pdf/8/5/giz039/28600023/giz039.pdf
10.1371/journal.pgen.1011052	PRJNA983310	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosgenetics/article/file?id=10.1371/journal.pgen.1011052&type=printable
10.1093/g3journal/jkae191	PRJNA1006160	True	True	gold	publisher	publishedVersion	https://doi.org/10.1093/g3journal/jkae191
10.1371/journal.pgen.1007143	PRJNA418121	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosgenetics/article/file?id=10.1371/journal.pgen.1007143&type=printable
10.3389/fpls.2022.1081948	PRJNA892450	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.1081948
10.3390/ijms25031492	PRJNA956666	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/25/3/1492/pdf?version=1706183055
10.1126/science.adl5764	PRJNA1181513	False	False	closed			
10.1186/s40168-024-01839-4	PRJNA1018308	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s40168-024-01839-4
10.3389/fpls.2021.721436	PRJNA749126	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2021.721436
10.3390/plants14203163	PRJNA355905	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/14/20/3163/pdf?version=1760509973
10.1101/2026.08.07.743458	PRJDB16420	False	False	error			
10.1186/s12870-025-06495-w	PRJNA735336	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-025-06495-w
10.3389/fpls.2021.666660	PRJNA701852	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2021.666660/pdf
10.1038/s41396-021-01138-y	PRJNA715112	True	True	hybrid	publisher	publishedVersion	https://www.nature.com/articles/s41396-021-01138-y.pdf
10.3389/fgene.2024.1432997	PRJNA1143388	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/journals/genetics/articles/10.3389/fgene.2024.1432997/pdf
10.1111/jac.70189	PRJNA1307747	False	False	closed			
10.1016/j.molp.2025.07.008	PRJNA1160434	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1016/j.molp.2025.07.008
10.1094/MPMI-07-22-0153-R	PRJNA818435	False	True	gold	publisher	publishedVersion	https://doi.org/10.1094/mpmi-07-22-0153-r
10.1105/tpc.19.00806	PRJNA574280	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1105/tpc.19.00806
10.3389/fgene.2016.00206	PRJNA339565	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fgene.2016.00206/pdf
10.3389/fpls.2022.817199	PRJNA646588	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.817199
10.1101/2021.02.21.431301	PRJDB6779	True	True	green	repository	acceptedVersion	https://www.biorxiv.org/content/biorxiv/early/2021/02/28/2021.02.21.431301.full.pdf
10.3390/ijms24032088	PRJNA665613	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/24/3/2088/pdf?version=1674209275
10.3390/plants15121772	PRJNA957932	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/plants15121772
10.1126/sciadv.adt1113	PRJNA980895	True	True	gold	publisher	publishedVersion	https://doi.org/10.1126/sciadv.adt1113
10.3390/plants8040098	PRJNA528563	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/8/4/98/pdf?version=1556006663
10.1186/s12985-022-01872-5	PRJNA730918	True	True	gold	publisher	publishedVersion	https://virologyj.biomedcentral.com/counter/pdf/10.1186/s12985-022-01872-5
10.3390/biology13070522	PRJNA1028178	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2079-7737/13/7/522/pdf?version=1721037524
10.1186/s12864-019-6011-8	PRJNA541021	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-019-6011-8
10.1038/s41467-025-61474-x	PRJNA1251656	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-025-61474-x.pdf
10.1038/s42003-021-02740-8	PRJNA764923	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s42003-021-02740-8.pdf
10.1111/nph.14960	PRJNA415355	False	False	closed			
10.1111/nph.13087	PRJNA240125	False	True	bronze	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nph.13087
# 650/725 done
10.1371/journal.pone.0315458	PRJNA908908	True	True	gold	publisher	publishedVersion	https://doi.org/10.1371/journal.pone.0315458
10.3389/fmicb.2022.1002976	PRJNA868504	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fmicb.2022.1002976
10.1038/s41588-022-01127-7	PRJNA727473	True	True	hybrid	publisher	publishedVersion	https://www.nature.com/articles/s41588-022-01127-7.pdf
10.1186/s12864-025-12326-x	PRJNA960915	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12864-025-12326-x
10.1073/pnas.2116896119	PRJDB12891	True	True	green	repository	publishedVersion	http://hdl.handle.net/2433/275598
10.1111/pbi.13301	PRJNA574764	True	True	gold	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pbi.13301
10.3389/fmicb.2022.1074592	PRJNA859548	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fmicb.2022.1074592
10.1038/s41598-019-49915-2	PRJNA432496	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-019-49915-2.pdf
10.1111/plb.13746	PRJNA836737	True	True	hybrid	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/plb.13746
10.3390/jof10110805	PRJNA934741	True	True	gold	publisher	publishedVersion	https://doi.org/10.3390/jof10110805
10.1111/pce.15039	PRJNA1039520	False	False	closed			
10.1186/s13059-021-02446-4	PRJNA730711	True	True	gold	publisher	publishedVersion	https://genomebiology.biomedcentral.com/track/pdf/10.1186/s13059-021-02446-4
10.1038/nature25966	PRJNA383416	False	False	closed			
10.3389/fpls.2020.551288	PRJNA649944	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2020.551288/pdf
10.1111/ppl.14600	PRJNA763324	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/ppl.14600
10.3389/fmicb.2026.1742203	PRJNA1356531	True	True	gold	publisher	publishedVersion	https://public-pages-files-2025.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2026.1742203/pdf
10.1186/s12864-026-12947-w	PRJNA1344827	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12864-026-12947-w
10.1038/s41597-021-00872-4	PRJNA315041	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41597-021-00872-4.pdf
10.1038/s41438-021-00572-5	PRJNA271927	True	True	gold	publisher	publishedVersion	https://academic.oup.com/hr/article-pdf/doi/10.1038/s41438-021-00572-5/42042559/41438_2021_article_572.pdf
10.1186/s12864-022-09001-w	PRJNA753546	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-022-09001-w
10.3389/fpls.2021.717643	PRJNA737303	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2021.717643
10.3389/fpls.2021.725571	PRJNA757744	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2021.725571
10.3389/fpls.2022.888519	PRJNA787080	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.888519
10.1038/s41598-020-70520-1	PRJNA545871	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-020-70520-1.pdf
10.1111/tpj.15630	PRJNA828454	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/tpj.15630
10.1186/s12870-021-03110-6	PRJEB39262	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-021-03110-6
10.3390/plants13070982	PRJNA1072674	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/13/7/982/pdf?version=1711702023
10.3389/fgene.2020.565146	PRJNA539945	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fgene.2020.565146/pdf
10.1186/s12870-025-06505-x	PRJNA935025	True	True	gold	publisher	publishedVersion	https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-025-06505-x
10.1371/journal.pone.0233616	PRJNA611672	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0233616&type=printable
10.3390/plants12112139	PRJNA961939	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/12/11/2139/pdf?version=1685342006
10.3389/fpls.2024.1449826	PRJNA900521	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2024.1449826
10.3389/fpls.2023.1242463	PRJNA988279	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2023.1242463/pdf?isPublishedV2=False
10.1186/s13059-025-03906-x	PRJEB88172	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s13059-025-03906-x
10.1186/s12864-015-1480-x	PRJDB2278	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-015-1480-x
10.3390/ijms21030848	PRJNA589993	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1422-0067/21/3/848/pdf?version=1580304092
10.1093/g3journal/jkag151	PRJNA1274897	True	True	gold	publisher	publishedVersion	https://doi.org/10.1093/g3journal/jkag151
10.3390/plants13233391	PRJNA1115892	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2223-7747/13/23/3391/pdf?version=1733209275
10.1186/s12864-017-3961-6	PRJNA329199	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-017-3961-6
10.1111/pce.14579	PRJNA307989	False	True	bronze	publisher	publishedVersion	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pce.14579
10.1038/s41598-022-22660-9	PRJNA858969	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-022-22660-9.pdf
10.1186/s13059-019-1744-x	PRJNA476679	True	True	gold	publisher	publishedVersion	https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-019-1744-x
10.3390/cimb43020069	PRJNA273659	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/1467-3045/43/2/69/pdf
10.1007/s00344-026-12102-5	PRJNA1128586	True	True	hybrid	publisher	publishedVersion	https://link.springer.com/content/pdf/10.1007/s00344-026-12102-5.pdf
10.1186/s12864-025-12144-1	PRJNA1247987	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12864-025-12144-1
10.3389/fpls.2021.670216	PRJNA695320	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2021.670216/pdf
10.3389/fpls.2025.1540179	PRJNA1261096	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2025.1540179/pdf
10.1038/s41588-019-0425-8	PRJNA515933	False	False	closed			
10.1093/jxb/eraf337	PRJEB86173	True	True	hybrid	publisher	publishedVersion	https://doi.org/10.1093/jxb/eraf337
10.1016/j.dib.2019.104150	PRJNA477951	True	True	gold	publisher	publishedVersion	https://www.sciencedirect.com/science/article/pii/S2352340919305049/pdf
# 700/725 done
10.1016/j.cub.2026.01.001	PRJNA1211198	False	False	closed			
10.3389/fpls.2022.979585	PRJNA839539	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2022.979585/pdf
10.3389/fpls.2022.977056	PRJNA707066	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.977056
10.3390/jof11050375	PRJNA1077452	True	True	gold	publisher	publishedVersion	https://www.mdpi.com/2309-608X/11/5/375/pdf?version=1747233604
10.1111/tpj.16978	PRJNA1018253	False	True	hybrid	publisher	publishedVersion	https://doi.org/10.1111/tpj.16978
10.1186/s12864-026-12921-6	PRJNA1314945	True	True	gold	publisher	publishedVersion	https://doi.org/10.1186/s12864-026-12921-6
10.1038/s43018-024-00748-7	PRJNA1266229	True	True	green	repository	submittedVersion	https://pmc.ncbi.nlm.nih.gov/articles/PMC11552442/pdf/nihms-2032325.pdf
10.3389/fpls.2023.1140824	PRJNA936832	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fpls.2023.1140824/pdf
10.1111/mpp.12867	PRJNA563868	True	True	gold	publisher	publishedVersion	https://doi.org/10.1111/mpp.12867
10.3389/fgene.2020.00546	PRJNA625627	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/articles/10.3389/fgene.2020.00546/pdf
10.1038/s41467-017-02782-9	PRJNA391024	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41467-017-02782-9.pdf
10.3389/fpls.2022.1110910	PRJNA906029	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.1110910
10.1016/j.jgr.2022.03.005	PRJNA745147	True	True	gold	publisher	publishedVersion	https://www.sciencedirect.com/science/article/pii/S1226845322000343/pdf
10.3389/fpls.2022.820767	PRJNA776278	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.820767
10.1093/aob/mcw272	PRJNA349155	True	True	bronze	publisher	publishedVersion	https://academic.oup.com/aob/article-pdf/119/5/915/18765218/mcw272.pdf
10.1186/s12864-018-4513-4	PRJNA357594	True	True	gold	publisher	publishedVersion	https://bmcgenomics.biomedcentral.com/track/pdf/10.1186/s12864-018-4513-4
10.1093/plphys/kiac552	PRJNA778182	True	True	green	repository	submittedVersion	https://www.ncbi.nlm.nih.gov/pmc/articles/9922423
10.1038/s41598-020-59518-x	PRJNA517178	True	True	gold	publisher	publishedVersion	https://www.nature.com/articles/s41598-020-59518-x.pdf
10.1371/journal.pone.0246052	PRJNA504749	True	True	gold	publisher	publishedVersion	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0246052&type=printable
10.1101/2021.05.05.442799	PRJNA725619	False	True	green	repository	acceptedVersion	https://www.biorxiv.org/content/biorxiv/early/2021/05/06/2021.05.05.442799.full.pdf
10.1038/s41598-024-54355-8	PRJNA971242	True	True	gold	publisher	publishedVersion	https://doi.org/10.1038/s41598-024-54355-8
10.1111/nph.14833	PRJNA378602	False	True	green	repository	publishedVersion	https://pubmed.ncbi.nlm.nih.gov/29023762/
10.1101/2022.04.05.487121	PRJEB51973	False	True	green	repository	acceptedVersion	https://www.biorxiv.org/content/biorxiv/early/2022/04/07/2022.04.05.487121.full.pdf
10.3389/fpls.2026.1896320	PRJNA980182	True	True	gold	publisher	publishedVersion	https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1896320/pdf
10.3389/fpls.2022.996672	PRJNA450305	True	True	gold	publisher	publishedVersion	https://doi.org/10.3389/fpls.2022.996672
# DONE
