path	size_bytes	mtime_epoch	md5
hal_accessions.txt	6505131	1787013371	
hal_uid_checkpoint.txt	4575917	1787013371	
mal_accessions.txt	564069	1787013370	
mal_uid_checkpoint.txt	404677	1787013371	
stat_cache.jsonl	2445357862	1787013370	
stat_cache_index.txt	7055845	1787013546	
