mode	Run	BioSample	BioProject	biosample_rep	sra_organism	stat_top_pathogen	stat_top_pct	meta_pathogen	mismatch_flag	bp_title
hal	ERR14710321	SAMEA117797670	PRJEB86778	True	Capsicum annuum	Fabavirus alphaviciae	10.61		no_meta	This dataset contains RNA-Seq data from nine fruit species (Tomato, Strawberry, Eggplant, Cucumber, Kiwifruit, Nectarine, Pepper, Apple, and Grape), sampled at nine developmental stages. The data provide insights into gene expression dynamics during fruit development.
hal	SRR9963857	SAMN12500770	PRJNA558855	True	Brassica rapa	Turnip mosaic virus	34.25		no_meta	Brassica rapa Transcriptome or Gene expression
hal	SRR36367309	SAMN53797999	PRJNA1217477	True	Cucurbita pepo	Botrytis cinerea	12.26	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	SRR22142978	SAMN31558965	PRJNA896566	True	Zea mays	Alternaria alternata	0.27		no_meta	
hal	SRR30498966	SAMN43432468	PRJNA1148431	True	Castanea dentata	Cryphonectria parasitica	59.42		no_meta	Castanea dentata cultivar:Ellis-1 Genome sequencing and assembly
hal	SRR3734867	SAMN05335371	PRJNA327437	True	Brassica napus	Sclerotinia sclerotiorum	55.48	sclerotinia sclerotiorum	all_match	Sequential expression of Sclerotinia sclerotiorum pathogenicity factors during infection of Brassica napus as revealed by RNA-Seq analysis
hal	SRR19400037	SAMN28656522	PRJNA838764	True	Triticum aestivum	Bipolaris sorokiniana	1.36		no_meta	Root transcriptome sequencing of a large bread wheat panel
hal	SRR12245842	SAMN15566906	PRJNA646284	True	Zea mays	Sugarcane mosaic virus	12.16		no_meta	Glyphosate on maize at transcriptional level
hal	SRR14001689	SAMN18332141	PRJNA715112	True	Hordeum vulgare	Bipolaris sorokiniana	4.5	bipolaris sorokiniana	all_match	RNA-Seq data used to explore transcriptional dynamics in multipartite fungus-plant interactions : Hordeum vulgare, Serendipita vermifera, Bipolaris sorokiniana + bacterial SynComs
hal	SRR24956569	SAMN35354800	PRJNA976033	True	Helianthus annuus subsp. annuus	Pantoea ananatis	1.56		no_meta	Similar Transcriptomic Responses to Early and Late Drought Stresses Produce Divergent Phenotypes in Sunflower (Helianthus annuus L.).
hal	SRR37244506	SAMN55380240	PRJNA1424250	True	Gossypium hirsutum	Verticillium dahliae	2.67	verticillium dahliae	all_match	Transcriptome sequencing of cotton under stress from Verticillium dahliae
hal	SRR29384832	SAMN41811625	PRJNA1123450	True	Zea mays	Ustilago maydis	1.92	ustilago maydis	all_match	Characterization of the maize (Zea mays)-Ustilago maydis interaction in a warming climate
hal	SRR7267322	SAMN09372977	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	1.87		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR24956533	SAMN35354946	PRJNA976033	True	Helianthus annuus subsp. annuus	Pantoea ananatis	1.28		no_meta	Similar Transcriptomic Responses to Early and Late Drought Stresses Produce Divergent Phenotypes in Sunflower (Helianthus annuus L.).
hal	SRR11364585	SAMN14421482	PRJNA613891	True	Zea mays	Fusarium verticillioides 7600	1.02		no_meta	Maize roots respond to salt stress
hal	SRR24956511	SAMN35354758	PRJNA976033	True	Helianthus annuus subsp. annuus	Pantoea ananatis	2.01		no_meta	Similar Transcriptomic Responses to Early and Late Drought Stresses Produce Divergent Phenotypes in Sunflower (Helianthus annuus L.).
hal	SRR35776663	SAMN52641921	PRJNA1344429	True	Solanum tuberosum	Carlavirus sigmasolani	7.69		no_meta	Potato E109 photoperiod-induced leaf transcriptome
hal	ERR14366912	SAMEA117684377	PRJEB85720	True	Solanum tuberosum	Potato virus S	9.8		no_meta	Herbivory-induced transcriptome responses of local and systemic tissues in potato plant
hal	SRR34300144	SAMN49716713	PRJNA1217477	True	Phaseolus vulgaris	Botrytis cinerea	2.41	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	SRR30427633	SAMN43252826	PRJNA1153365	True	Brassica napus	Botrytis cinerea	2.1		no_meta	transcriptome-wide sequencing data of Brassica napus population
hal	ERR13363398	SAMEA115807378	PRJEB75461	True	Nicotiana tabacum	Potato virus Y	8.15		no_meta	Early Maturity: Precuring and curing tobacco leaf study
hal	SRR8309920	SAMN10574150	PRJNA509214	True	Triticum aestivum	Fusarium graminearum	1.09	fusarium graminearum	all_match	Characterization of QTL and eQTL linked with early Fusarium graminearum infection and deoxynivalenol levels in a Wuhan -1 x Nyubai doubled-haploid wheat population at two days post inoculation
hal	SRR24956628	SAMN35354865	PRJNA976033	True	Helianthus annuus subsp. annuus	Pantoea ananatis	1.42		no_meta	Similar Transcriptomic Responses to Early and Late Drought Stresses Produce Divergent Phenotypes in Sunflower (Helianthus annuus L.).
hal	SRR2932324	SAMN04254461	PRJNA301699	True	Solanum tuberosum	Potato virus Y	10.0	pectobacterium carotovorum	stat_vs_meta_conflict	Identification and characterization of potato long noncoding RNAs responsive to Pectobacterium carotovorum subspecies brasiliense infection [Time-course RNAseq]
hal	SRR7644402	SAMN09765815	PRJNA484520	True	Triticum aestivum	Fusarium graminearum	2.58	fusarium graminearum	all_match	Integrated transcriptome and hormone profiling highlight the role of multiple phytohormone pathways in wheat resistance against fusarium head blight.
hal	SRR19548539	SAMN28869284	PRJNA846152	True	Capsicum annuum	Pepper veinal mottle virus	15.22		no_meta	Transcriptome studies on three stages of anthocyanin synthesis in purple pepper
hal	SRR9937167	SAMN12429607	PRJNA558197	True	Brassica rapa	Turnip mosaic virus	10.65		no_meta	Brassica rapa Transcriptome or Gene expression
hal	SRR13791283	SAMN16261963	PRJNA665613	True	Acer truncatum	Alternaria alternata	4.77		no_meta	Acer truncatum cultivar:AT Genome sequencing
hal	SRR21354868	SAMN30601284	PRJNA875116	True	Arabidopsis thaliana	Grapevine fanleaf virus	49.74		no_meta	Uridylation is a genomic feature of encapsidated GFLV RNAs [Purified virions]
hal	SRR29289949	SAMN41686154	PRJNA1120251	True	Chrysanthemum x morifolium	Chrysanthemum virus B	14.98		no_meta	Time-Course Analysis and Transcriptomic Identification of a Group III ERF CmTINY2 Involved in Waterlogging Tolerance in Chrysanthemums × morifolium Ramat.
hal	SRR19897812	SAMN29418308	PRJNA854090	True	Zea mays	Ustilago maydis	2.43		no_meta	Transcriptomics analysis of dsu and WT response to infection of U. maydis.
hal	DRR784935	SAMD01669433	PRJDB37176	True	Solanum tuberosum	Carlavirus sigmasolani	31.73		no_meta	Metabolic Reprogramming and Transcriptomic Adaptation Contribute to Glyphosate Resistance in Potato Cultivars (PRJCA041854)
hal	SRR30421782	SAMN43011692	PRJNA1143533	True	Tagetes erecta	Botrytis cinerea	63.88	botrytis cinerea	all_match	Effect of distillates and homeopathic products of Tagetes remotiflora on Botrytis cinerea
hal	SRR35859421	SAMN52897352	PRJNA1347747	True	Solanum lycopersicum	Potexvirus pepini	6.02		no_meta	Low ethylene production in the root(stock) alleviates salt stress in tomato
hal	SRR10210772	SAMN12880028	PRJNA575227	True	Solanum tuberosum	Potato virus S	23.62		no_meta	Tuber transcriptome profiling of eight potato cultivars with different cold-induced sweetening responses to cold storage
hal	SRR17916404	SAMN25715670	PRJNA804213	True	Lactuca sativa	Botrytis cinerea	9.77	sclerotinia sclerotiorum	stat_vs_meta_conflict	Quantitative disease resistance in lettuce
hal	SRR36292501	SAMN53546051	PRJNA1217477	True	Cucumis sativus	Botrytis cinerea	3.01	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	SRR30421792	SAMN43011684	PRJNA1143533	True	Tagetes erecta	Botrytis cinerea	65.65	botrytis cinerea	all_match	Effect of distillates and homeopathic products of Tagetes remotiflora on Botrytis cinerea
hal	SRR16995284	SAMN23375749	PRJNA782344	True	Medicago sativa	Fusarium proliferatum	1.15		no_meta	Transcriptome analysis of Fusarium root rot-resistant and -susceptible alfalfa (Medicago sativa L.) plants during plant-pathogen interactions
hal	ERR2695973	SAMEA4785274	PRJEB27713	True	Zea mays	Sugarcane mosaic virus	0.34		no_meta	Survey of RNA viruses present in East African maize with symptoms of maize lethal necrosis.
hal	SRR14673905	SAMN19250498	PRJNA731024	True	Triticum aestivum	Fusarium graminearum	1.25		no_meta	Triticum aestivum Transcriptome or Gene expression
hal	SRR26277455	SAMN37674696	PRJNA1018845	True	Brassica napus	Plenodomus lingam	1.5	leptosphaeria maculans	stat_vs_meta_conflict	Transcriptomics of temperature-sensitive R gene-mediated resistance in Brassica napus cotyledons against Leptosphaeria maculans
hal	ERR10926673	SAMEA112681325	PRJEB59238	True	Triticum aestivum	Fusarium graminearum	7.04	fusarium graminearum	all_match	Responses of different wheat cultivars to Fusarium Head Blight (RNA-Sequencing)
hal	SRR31851394	SAMN45970140	PRJNA1203070	True	Triticum aestivum	Puccinia striiformis	63.53	puccinia striiformis	all_match	Re-examination Characterization and Screening Stripe Rust Resistance Gene of wheat TaPR1 genes based on the Transcriptome in Xinchun 32
hal	SRR23261128	SAMN32949559	PRJNA929034	True	Arabidopsis thaliana	Pseudomonas aeruginosa	2.1		no_meta	Heat shock response and transposon control in plant shoot stem cells [RNA-seq]
hal	SRR7266260	SAMN09371979	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	1.1		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR34300161	SAMN49716680	PRJNA1217477	True	Phaseolus vulgaris	Botrytis cinerea	5.36	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	SRR28743722	SAMN41017088	PRJNA1102319	True	Zea mays	Fusarium verticillioides	6.08	fusarium verticillioides	all_match	The CRISPR/CAS9 editing of a WRKY gene for improving pathogen resistance in maize
hal	SRR7266311	SAMN09372187	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	1.87		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	ERR14835941	SAMEA117982976	PRJEB88178	True	Arabidopsis thaliana	Sclerotinia sclerotiorum	38.72	sclerotinia sclerotiorum	all_match	Global transcriptome of Arabidopsis plants (Col-0, Rld2 and Shahdara genotypes) inoculated by the fungal pathogen Sclerotinia sclerotiorum following temperate, mediterranean and continental acclimation
hal	SRR28797246	SAMN41075251	PRJNA1103102	True	Zea mays subsp. mays	Sugarcane mosaic virus	19.35		no_meta	Zea mays subsp. mays Genome sequencing
hal	SRR24956723	SAMN35354894	PRJNA976033	True	Helianthus annuus subsp. annuus	Pantoea ananatis	4.0		no_meta	Similar Transcriptomic Responses to Early and Late Drought Stresses Produce Divergent Phenotypes in Sunflower (Helianthus annuus L.).
hal	SRR34355009	SAMN49777955	PRJNA1285879	True	Arabidopsis thaliana	Comovirus arabidopsis	6.63		no_meta	RBP47 family members are negative regulators of heat stress tolerance in Arabidopsis thaliana
hal	DRR897980	SAMD01690140		True	Arabidopsis thaliana	Comovirus arabidopsis	2.67		no_meta	
hal	SRR21928648	SAMN31309517	PRJNA891124	True	Zea mays	Aspergillus niger	12.9		no_meta	seed artificial aging
hal	SRR14674020	SAMN19250395	PRJNA731024	True	Triticum aestivum	Fusarium graminearum	1.38		no_meta	Triticum aestivum Transcriptome or Gene expression
hal	SRR23261094	SAMN32949574	PRJNA929034	True	Arabidopsis thaliana	Pseudomonas aeruginosa	1.16		no_meta	Heat shock response and transposon control in plant shoot stem cells [RNA-seq]
hal	SRR8767837	SAMN11231032	PRJNA528563	True	Triticum aestivum	Fusarium verticillioides 7600	3.32		no_meta	wheat leaves and roots transcriptome
hal	SRR30205676	SAMN43138628	PRJNA1146184	True	Litchi chinensis	environmental samples	44.09		no_meta	Chilling-induced epigenetic regulation of flowering in litchi
hal	SRR7266215	SAMN09372103	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	2.61		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR36292504	SAMN53546048	PRJNA1217477	True	Cucumis sativus	Botrytis cinerea	4.3	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	SRR3734877	SAMN05335366	PRJNA327437	True	Brassica napus	Sclerotinia sclerotiorum	65.03	sclerotinia sclerotiorum	all_match	Sequential expression of Sclerotinia sclerotiorum pathogenicity factors during infection of Brassica napus as revealed by RNA-Seq analysis
hal	SRR33931472	SAMN48977367	PRJNA1274172	True	Citrus reticulata	Penicillium digitatum	8.56		no_meta	Citrus reticulata Genome sequencing and assembly
hal	SRR32487146	SAMN46545718	PRJNA1219139	True	Prunus persica	Prune dwarf virus	12.91		no_meta	Prunus persica Raw sequence reads
hal	DRR842317	SAMD01763108		True	Triticum dicoccoides	Bipolaris sorokiniana	1.08		no_meta	
hal	SRR35332856	SAMN51254289	PRJNA1322505	True	Arabidopsis thaliana	Bipolaris sorokiniana	40.52	bipolaris sorokiniana	all_match	A fungal root endophyte functionally extends host immunity and mitigates natural immune variation in Arabidopsis
hal	SRR25069519	SAMN36040362	PRJNA980895	True	Zea mays	Fusarium verticillioides 7600	1.72		no_meta	Bulk RNA-Seq of 379 maize
hal	SRR494416	SAMN00991202		True	Citrullus lanatus	Zucchini yellow mosaic virus	10.31		no_meta	
hal	ERR2275048	SAMEA104555651	PRJEB24686	True	Triticum aestivum	Fusarium graminearum	1.11	fusarium graminearum	all_match	transcriptomic analysis of F. graminearum disease response in near-isogenic resistant and susceptible hexaploid wheat lines
hal	SRR14614683	SAMN19245828	PRJNA730918	True	Glycine max	Cercospora beticola	0.1		no_meta	Identification of plant viruses in soybean by metagenomic sequencing
hal	SRR26321431	SAMN37727939	PRJNA1025880	True	Arachis hypogaea	Bean common mosaic virus	9.65		no_meta	RNA sequencing of peanut samples across different cultivars and regions in Korea
hal	SRR22973848	SAMN32578782	PRJNA918399	True	Triticum aestivum	Zymoseptoria tritici	4.42	zymoseptoria tritici	all_match	Combined pangenomics and transcriptomics reveals core and redundant virulence processes in a rapidly evolving fungal plant pathogen
hal	SRR26387392	SAMN37814303	PRJNA1028178	True	Manihot esculenta	Rhizoctonia solani	1.2		no_meta	Transcriptome and metatranscriptome analyses of cassava plants showing cassava witches' broom symptom
hal	SRR24657659	SAMN35178196	PRJNA974369	True	Arabidopsis thaliana	Turnip mosaic virus	34.51	turnip mosaic virus	all_match	TuMV evolution and adaptation in epigenetic A. thaliana mutants
hal	SRR9017735	SAMN11571105	PRJNA541021	True	Hordeum vulgare	Fusarium pseudograminearum CS3096	1.52		no_meta	Validation and delineation of a locus conferring Fusarium crown rot resistance on 1HL in barley by analysing transcriptomes from multiple pairs of near isogenic lines
hal	ERR3791516	SAMEA6448079	PRJEB36014	True	Zea mays subsp. mays	Pantoea ananatis	1.25		no_meta	RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project
hal	SRR22441816	SAMN31924741	PRJNA906466	True	Arabidopsis thaliana	Pseudomonas aeruginosa	1.2	pseudomonas syringae	all_match	Transcriptome analysis Arabidopsis Col-0 plants grown in presence of SynComCol-0, SynCommfec and under axenic condition in Gnotopot growth system
hal	SRR25969005	SAMN37295936	PRJNA1013336	True	Lactuca sativa	Botrytis cinerea	5.41	botrytis cinerea	all_match	Time series expression profiling of lettuce during Botrytis cinerea infection
hal	SRR14224154	SAMN18718839	PRJNA721468	True	Zea mays	Fusarium graminearum	2.27	fusarium graminearum	all_match	Integrated Gene Co-expression Analysis and Metabolites Profiling Highlight the Important Role of ZmHIR3 in Maize Resistance to Gibberella Stalk Rot.
hal	SRR21484386	SAMN30355428	PRJNA870250	True	Cicer arietinum	Fusarium proliferatum	2.34	fusarium oxysporum	all_match	Comprehensive transcriptome analyses of Fusarium-infected root xylem tissues to decipher genes involved in chickpea wilt resistance.
hal	SRR36910235	SAMN54710542	PRJNA1217477	True	Vigna unguiculata	Botrytis cinerea	2.34	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	SRR7266108	SAMN09372208	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	2.16		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR14001697	SAMN18332143	PRJNA715112	True	Hordeum vulgare	Fusarium fujikuroi	0.18	bipolaris sorokiniana	stat_vs_meta_conflict	RNA-Seq data used to explore transcriptional dynamics in multipartite fungus-plant interactions : Hordeum vulgare, Serendipita vermifera, Bipolaris sorokiniana + bacterial SynComs
hal	SRR34169788	SAMN48581113	PRJNA1264741	True	Nicotiana tabacum	Tobacco vein banding mosaic virus	11.54		no_meta	A transcriptomic profiling across tissues, developmental stages, and types of Nicotiana tabacum
hal	SRR7266005	SAMN09372013	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	6.26		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR8418224	SAMN10714396	PRJNA513863	True	Vitis amurensis	Alternaria alternata	1.2		no_meta	Gene regulation in wild and cultivated Vitis species during deacclimation and budbreak
hal	SRR12998705	SAMN16686114	PRJNA674985	True	Triticum aestivum	Puccinia graminis	1.46	puccinia triticina	all_match	ThatcherLr14a Puccinia triticina infection
hal	SRR7266022	SAMN09371926	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	4.62		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	ERR4329529	SAMEA7049402	PRJEB39308	True	Brassica napus	Leptosphaeria maculans	1.68	leptosphaeria maculans	all_match	Large-scale transcriptomics to dissect two years of life of a fungal phytopathogen in interaction(s) with its host plant
hal	SRR14674025	SAMN19250391	PRJNA731024	True	Triticum aestivum	Fusarium graminearum	1.02		no_meta	Triticum aestivum Transcriptome or Gene expression
hal	SRR24557150	SAMN35068294	PRJNA972259	True	Brassica napus	Turnip mosaic virus	20.65		no_meta	Cloning and characterization of cold inducible MYB-like 17 transcription factor in Brassica napus L.
hal	SRR7267261	SAMN09372870	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	1.72		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR36993188	SAMN54895275	PRJNA1414147	True	Solanum lycopersicum	Phytophthora infestans	14.39	phytophthora infestans	all_match	Integrated transcriptome analysis identifies disease resistance genes and implicates ROP small GTPases in tomato defense against Phytophthora infestans
hal	SRR35391028	SAMN51331746	PRJNA1270936	True	Arabidopsis thaliana	Botrytis cinerea	1.97	botrytis cinerea	all_match	Transcriptional response of wild-type versus toc1-2 mutant Arabidopsis plants to infection with Botrytis cinerea
hal	SRR29384961	SAMN41811650	PRJNA1123450	True	Zea mays	Ustilago maydis	2.81	ustilago maydis	all_match	Characterization of the maize (Zea mays)-Ustilago maydis interaction in a warming climate
hal	SRR36367301	SAMN53798006	PRJNA1217477	True	Cucurbita pepo	Botrytis cinerea	4.98	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	SRR7267194	SAMN09372727	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	2.77		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR7267034	SAMN09373005	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	2.69		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR7266240	SAMN09372089	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	2.04		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR24003670	SAMN33964208	PRJNA949973	True	Cucurbita moschata	Zucchini yellow mosaic virus	2.64		no_meta	meta-transcriptome sequencing of pumpkin leaves collected from 7 regions in China
hal	SRR24956624	SAMN35354869	PRJNA976033	True	Helianthus annuus subsp. annuus	Pantoea ananatis	1.82		no_meta	Similar Transcriptomic Responses to Early and Late Drought Stresses Produce Divergent Phenotypes in Sunflower (Helianthus annuus L.).
hal	SRR7266102	SAMN09372210	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	1.4		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR24216514	SAMN34232336	PRJNA957090	True	Triticum aestivum	Puccinia striiformis	1.05		no_meta	Transcriptome sequencing of wheat
hal	ERR15648396	SAMEA120251996	PRJEB98125	True	Zea mays	Fusarium verticillioides	4.66		no_meta	Tissue-Specific Cobalt and Nickel Toxicity in Maize
hal	SRR19548543	SAMN28869280	PRJNA846152	True	Capsicum annuum	Pepper veinal mottle virus	10.0		no_meta	Transcriptome studies on three stages of anthocyanin synthesis in purple pepper
hal	SRR10161834	SAMN12818036	PRJNA573599	True	Zea mays	Trichoderma virens Gv29-8	28.12	trichoderma virens	all_match	Identify gene networks in maize and beneficial fungus Trichoderma virens that result in induced systemic resistance (ISR)
hal	SRR26860078	SAMN38296587	PRJNA1041741	True	Arabidopsis thaliana	Sclerotinia sclerotiorum	73.39	sclerotinia sclerotiorum	all_match	Global transcriptome of the fungal pathogen Sclerotinia sclerotiorum (strain 1980) during the colonization of 23 Accessions of Arabidopsis thaliana
hal	SRR37513064	SAMN56370186	PRJNA1433507	True	Beta vulgaris	Cercospora beticola	15.22	cercospora beticola	all_match	Cercospora beticola infected sugar beet dual RNAseq
hal	SRR39368694	SAMN61178121	PRJNA1483299	True	Citrus reticulata	Potexvirus citriflavivenae	16.13		no_meta	Transcriptomic analysis of Wogan mandarin leaves and stems under KH2PO4 treatment during autumn shoot maturation
hal	SRR38924881	SAMN60529248	PRJNA1465640	True	Arabidopsis thaliana	Botrytis cinerea	10.29	botrytis cinerea	all_match	Arabidopsis thaliana wildtype and tpx mutant RNAseq reads
hal	SRR33161020	SAMN48012244	PRJNA1251656	True	Oryza sativa Japonica Group	Ustilaginoidea virens	3.06		no_meta	β-Hydroxybutyrate Boosts Plant Immunity through Enhanced histone Kbhb Levels and Gene Expression Regulation [RNA-seq]
hal	SRR6127713	SAMN07728300	PRJNA408434	True	Solanum tuberosum	Potato virus M	10.08		no_meta	Solanum tuberosum cultivar:k-11291; k-9836 Raw sequence reads
hal	SRR31107633	SAMN44425267	PRJNA1177454	True	Solanum lycopersicum	Botrytis cinerea	18.58	botrytis cinerea b05.10	all_match	Solanum lycopersicum transcriptome sequencing of two cultivars with differential susceptibility to Botrytis cinerea B05.10
hal	SRR22015146	SAMN31416895	PRJNA893261	True	Prunus avium	Alternaria alternata	1.1	alternaria alternata	all_match	Comparative transcriptome and metabolome analyses of cherry leaves spot disease caused by Alternaria alternata.
hal	SRR7266208	SAMN09372116	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	2.06		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR36292448	SAMN53546099	PRJNA1217477	True	Cucumis sativus	Botrytis cinerea	5.94	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	DRR196745	SAMD00191766	PRJDB3595	True	Allium cepa	Shallot virus X	11.74		no_meta	Application of Integrated-Omics Analysis using Allium Bio-Resources to Onion Breeding
hal	SRR37325393	SAMN55899144	PRJNA1426942	True	Chrysanthemum x morifolium	Botrytis cinerea	19.1	botrytis cinerea	all_match	Transcriptome of Chrysanthemum morifolium infected by Botrytis cinerea
hal	SRR36367312	SAMN53797996	PRJNA1217477	True	Cucurbita pepo	Botrytis cinerea	3.03	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	SRR7644375	SAMN09765767	PRJNA484520	True	Triticum aestivum	Fusarium graminearum	1.92	fusarium graminearum	all_match	Integrated transcriptome and hormone profiling highlight the role of multiple phytohormone pathways in wheat resistance against fusarium head blight.
hal	SRR29826765	SAMN42494755	PRJNA1135933	True	Arabidopsis thaliana	Sclerotinia sclerotiorum	52.41	sclerotinia sclerotiorum	all_match	Global transcriptome of Arabidopsis plants (Col-0, Rld2 and Shahdara genotypes) inoculated by the fungal pathogen Sclerotinia sclerotiorum following temperate, mediterranean and continental acclimation
hal	SRR30673023	SAMN43620346	PRJNA1161467	True	Zea mays	Rhizoctonia solani	2.15		no_meta	RNA-Seq of maize sheath
hal	SRR37215777	SAMN55332990	PRJNA1423152	True	Triticum turgidum subsp. durum	Fusarium graminearum	18.93	fusarium graminearum	all_match	Fusarium avenaceum FaLH03 and Fusarium graminearum FgLH03 co-inoculation in wheat heads
hal	SRR35237751	SAMN50932409	PRJNA1314400	True	Oryza sativa	Rhizoctonia solani	1.04	rhizoctonia solani	all_match	Oryza sativa Transcriptome or Gene expression
hal	SRR7266057	SAMN09372167	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	1.99		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR36993190	SAMN54895274	PRJNA1414147	True	Solanum lycopersicum	Phytophthora infestans	12.96	phytophthora infestans	all_match	Integrated transcriptome analysis identifies disease resistance genes and implicates ROP small GTPases in tomato defense against Phytophthora infestans
hal	SRR22975695	SAMN32579813	PRJNA918425	True	Oryza sativa	Rhizoctonia solani	10.89	rhizoctonia solani	all_match	Knockout of transcription factor OsERF65 enhances the ability of ROS scavenging, confers rice resistance to sheath blight
hal	SRR24804921	SAMN35565546	PRJNA978953	True	Solanum tuberosum	Potato virus Y	7.85	alternaria solani	stat_vs_meta_conflict	Plant pathogen association
hal	SRR34300167	SAMN49716692	PRJNA1217477	True	Phaseolus vulgaris	Botrytis cinerea	2.45	botrytis cinerea	all_match	A multiplant transcriptomic atlas reveals conserved and lineage-specific defense architectures in response to Botrytis cinerea.
hal	SRR22858653	SAMN32358845	PRJNA914834	True	Cucumis melo	Zucchini yellow mosaic virus	6.38		no_meta	Time-Series Transcriptome of Cucumis melo Reveals Extensive Transcriptomic Differences with Different Maturity.
hal	SRR32959949	SAMN47757774	PRJNA1245489	True	Gossypium hirsutum	Verticillium dahliae	7.98		no_meta	Cotton-xinjiang-Xinluzao84-J8031
hal	SRR38077033	SAMN57246534	PRJNA1452953	True	Vitis vinifera	Botrytis cinerea	15.96	botrytis cinerea	all_match	Gene expression profiles for the interaction of Botrytis cinerea Vv3 and Sl3 strains on Vitis vinifera grapes.
hal	SRR17951567	SAMN25760030	PRJNA804578	True	Triticum aestivum	Fusarium verticillioides 7600	1.35		no_meta	RNA sequencing of root in wheat under salt stress with or without Bacillus altitudinis WR10
hal	SRR29384952	SAMN41811658	PRJNA1123450	True	Zea mays	Ustilago maydis	2.25	ustilago maydis	all_match	Characterization of the maize (Zea mays)-Ustilago maydis interaction in a warming climate
hal	SRR6202440	SAMN07821911	PRJNA415355	True	Zea mays	Ustilago maydis	1.3	ustilago maydis	all_match	Transcriptome of Ustilago maydis during tumour formation in bundle sheath and mesophyll cells of Zea mays L.
hal	SRR16229430	SAMN21841110	PRJNA766185	True	Lilium pumilum	Lily mottle virus	10.62		no_meta	Raw sequence reads of Lilium pumilum under salt stress
hal	SRR1975201	SAMN03486540	PRJNA281236	True	Vitis vinifera	Botrytis cinerea	15.96	botrytis cinerea	all_match	Developmental and metabolic plasticity of ripe Sémillon grape berries in response to Botrytis cinerea during noble rot
hal	SRR31639312	SAMN44877742	PRJNA1189193	True	Hordeum vulgare	Fusarium proliferatum	1.42		no_meta	Transcriptome of salt and alkali stresses in three species of Hordeum Raw sequence reads
hal	SRR7266069	SAMN09372144	PRJNA473829	True	Arabidopsis thaliana	Botrytis cinerea	2.13		no_meta	Plastic Transcriptomes Stabilize Immunity to Pathogen Diversity
hal	SRR11002687	SAMN13939653	PRJNA602979	True	Brassica napus	Turnip mosaic virus	33.75		no_meta	Brassica napus HI Transcriptome
