Run	BioProject	SRAStudy	Platform	ScientificName	host	host_pct	host_species_pct	primary_pathogen	primary_taxid	primary_pct	secondary_pathogens	secondary_kingdoms	n_secondary	known_interaction	co_infection_flag	same_genus_secondary	fungi_pct	virus_pct	bacteria_pct	oomycete_pct	nematode_pct	analyzed
SRR29056966	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Triticum aestivum	21.96	1.72	Puccinia triticina	208348		Puccinia graminis (0.2%)	Fungi	1	True	multi_species	True	48.93	0.0	4.1	0.0	0.0	31126255
SRR32938338	PRJNA1244880	SRP575731	ILLUMINA	Phytophthora capsici	Penicillium oxalicum	33.16	0.19	Phytophthora capsici	4784		Lasiodiplodia theobromae (0.1%)	Fungi	1	False	multi_species	False	6.32	0.01	0.49	5.82	0.0	84822748
SRR29057207	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Triticum aestivum	9.22	0.76	Puccinia triticina	208348		Puccinia graminis (0.1%)	Fungi	1	True	multi_species	True	63.96	0.0	8.49	0.0	0.0	31897839
ERR15005466	PRJEB84390	ERP167864	ILLUMINA	Puccinia triticina	Puccinia triticina	44.19	14.42	Puccinia triticina	208348		Puccinia graminis (0.3%)	Fungi	1	False	multi_species	True	15.42	1.43	5.91	0.0	0.0	22977689
ERR4761817	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Zymoseptoria tritici	4.05	2.7	Puccinia striiformis f. sp. tritici			Zymoseptoria tritici (2.7%)	Fungi	1		multi_species	False	2.79	0.08	1.82	0.0	0.0	20940517
SRR6043974	PRJNA396589	SRP117560	ILLUMINA	Puccinia striiformis f. sp. tritici	Triticum aestivum	11.08	0.83	Puccinia striiformis f. sp. tritici			Puccinia striiformis (60.9%)	Fungi	1		multi_species	True	65.2	0.02	1.05	0.0	0.0	35168435
SRR28704970	PRJNA1100932	SRP502017	ILLUMINA	Penicillium italicum	Penicillium expansum	22.67	6.67	Penicillium italicum	40296		Penicillium expansum (6.7%)	Fungi	1	False	multi_species	True	41.62	0.17	0.56	0.0	0.0	23902241
SRR32620569	PRJNA1231252	SRP568890	ILLUMINA	Puccinia striiformis f. sp. tritici	Triticum aestivum	19.23	1.33	Puccinia striiformis f. sp. tritici			Puccinia striiformis (51.0%)	Fungi	1		multi_species	True	55.0	0.02	0.96	0.0	0.0	10177024
SRR38293576	PRJNA1457771	SRP695472	OXFORD_NANOPORE	Puccinia striiformis f. sp. tritici	Triticum aestivum	5.26	1.07	Puccinia striiformis f. sp. tritici			Puccinia striiformis (7.2%)	Fungi	1		multi_species	True	7.19	0.01	1.83	0.0	0.0	4645957
SRR13349995	PRJNA687280	SRP300250	ILLUMINA	Sclerotinia sclerotiorum	Cicer arietinum	28.67	28.08	Sclerotinia sclerotiorum	5180		Botrytis cinerea (1.4%)	Fungi	1	False	multi_species	False	56.5	0.0	0.27	0.0	0.0	55910200
SRR13349974	PRJNA687280	SRP300250	ILLUMINA	Sclerotinia sclerotiorum	Cicer arietinum	62.95	61.66	Sclerotinia sclerotiorum	5180		Botrytis cinerea (0.8%)	Fungi	1	False	multi_species	False	28.1	0.0	0.16	0.0	0.0	52420234
SRR16526241	PRJNA768796	SRP340623	ILLUMINA	Fusarium graminearum PH-1	Fusarium pseudograminearum	2.66	0.46	Fusarium graminearum PH-1	229533		Fusarium pseudograminearum (0.5%)	Fungi	1	False	multi_species	True	90.96	0.0	0.04	0.0	0.0	31395641
SRR27895680	PRJNA1031678	SRP468185	ILLUMINA	Fusarium asiaticum	Triticum aestivum	83.22	6.11	Fusarium asiaticum	282267		Fusarium graminearum (2.0%)	Fungi	1	True	multi_species	True	4.44	0.0	0.63	0.0	0.0	18218273
SRR29056961	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Puccinia graminis	5.35	0.13	Puccinia triticina	208348		Puccinia graminis (0.1%)	Fungi	1	False	multi_species	True	68.29	0.33	4.92	0.0	0.0	50688977
DRR858803	PRJDB39595	DRP016480	ILLUMINA	Fusarium graminearum	Fusarium graminearum	42.01	38.46	Fusarium graminearum	5518		Fusarium pseudograminearum (0.3%)	Fungi	1	False	multi_species	True	51.08	0.0	0.91	0.0	0.0	38953037
ERR3170211	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Triticinae	26.49	19.36	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.6%)	Fungi	1	False	multi_species	True	2.2	0.0	6.93	0.0	0.0	21187766
ERR4315610	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Parastagonospora nodorum	15.8	0.95	Puccinia striiformis f. sp. tritici			Parastagonospora nodorum (0.9%)	Fungi	1		multi_species	False	5.12	0.02	4.05	0.0	0.0	20115061
SRR29057080	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Triticum aestivum	22.05	1.66	Puccinia triticina	208348		Puccinia graminis (0.2%)	Fungi	1	True	multi_species	True	44.11	0.2	12.41	0.0	0.0	26017715
ERR4315392	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Zymoseptoria tritici	7.42	1.34	Puccinia striiformis f. sp. tritici			Zymoseptoria tritici (1.3%)	Fungi	1		multi_species	False	2.31	0.06	15.85	0.0	0.0	24037535
ERR3188478	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Triticum aestivum	30.94	5.91	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.3%)	Fungi	1	True	multi_species	True	1.64	0.0	7.23	0.0	0.0	19819372
SRR12329595	PRJNA628751	SRP273687	ILLUMINA	Colletotrichum camelliae	Camellia sinensis	3.69	3.64	Colletotrichum camelliae	538528		Colletotrichum fructicola (42.1%)	Fungi	1	False	multi_species	True	50.27	0.0	0.51	0.0	0.0	23027830
SRR32620559	PRJNA1231252	SRP568890	ILLUMINA	Puccinia striiformis f. sp. tritici	Puccinia striiformis	34.3	23.42	Puccinia striiformis f. sp. tritici			Puccinia striiformis (23.4%)	Fungi	1		multi_species	True	29.12	0.07	1.53	0.0	0.0	16393804
ERR2099151	PRJEB22223	ERP024570	ILLUMINA	Puccinia graminis f. sp. tritici	Aegilops tauschii subsp. tauschii	9.19	7.99	Puccinia graminis f. sp. tritici			Puccinia graminis (55.5%)	Fungi	1		multi_species	True	55.54	0.0	0.82	0.0	0.0	10004645
SRR8569160	PRJNA357960	SRP185754	ION_TORRENT	Pseudomonas syringae pv. actinidiae	Pseudomonas syringae	14.56	3.57	Pseudomonas syringae pv. actinidiae			Pseudomonas syringae (3.6%)	Bacteria	1		multi_species	True	0.0	0.0	58.33	0.0	0.0	389811
ERR1607780	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	BOP clade	7.82	1.58	Puccinia striiformis	27350		Zymoseptoria tritici (0.6%)	Fungi	1	False	multi_species	False	1.08	0.0	0.17	0.0	0.0	29075399
ERR1607783	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	Zymoseptoria tritici	16.83	1.52	Puccinia striiformis	27350		Zymoseptoria tritici (1.5%)	Fungi	1	False	multi_species	False	1.61	0.0	2.85	0.0	0.0	11634938
ERR12013047	PRJEB65589	ERP150722	ILLUMINA	Puccinia graminis f. sp. tritici	Puccinia graminis	32.08	8.87	Puccinia graminis f. sp. tritici			Puccinia graminis (8.9%)	Fungi	1		multi_species	True	14.67	0.01	4.19	0.0	0.0	10188907
SRR6242028	PRJNA415866	SRP123323	ILLUMINA	Puccinia graminis f. sp. tritici	Puccinia graminis	46.77	6.72	Puccinia graminis f. sp. tritici			Puccinia graminis (6.7%)	Fungi	1		multi_species	True	7.1	0.0	3.11	0.0	0.0	136387252
ERR4315414	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Parastagonospora nodorum	12.43	1.04	Puccinia striiformis f. sp. tritici			Parastagonospora nodorum (1.0%)	Fungi	1		multi_species	False	1.53	0.04	10.28	0.0	0.0	26552590
SRR29057127	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Triticum aestivum	5.05	0.39	Puccinia triticina	208348		Puccinia graminis (0.1%)	Fungi	1	True	multi_species	True	38.57	0.0	38.99	0.0	0.0	22926079
ERR1607824	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	Alternaria alternata	9.43	0.41	Puccinia striiformis	27350		Alternaria alternata (0.4%)	Fungi	1	False	multi_species	False	1.92	0.0	0.18	0.0	0.0	20317073
ERR12013048	PRJEB65589	ERP150722	ILLUMINA	Puccinia graminis f. sp. tritici	Microdochium trichocladiopsis	6.64	0.21	Puccinia graminis f. sp. tritici			Puccinia graminis (34.7%)	Fungi	1		multi_species	True	51.48	0.0	5.34	0.0	0.0	9941487
SRR13349997	PRJNA687280	SRP300250	ILLUMINA	Sclerotinia sclerotiorum	Cicer arietinum	25.87	25.35	Sclerotinia sclerotiorum	5180		Botrytis cinerea (1.1%)	Fungi	1	False	multi_species	False	58.71	0.0	0.21	0.0	0.0	57147084
SRR11696433	PRJNA605036	SRP260168	ILLUMINA	Puccinia triticina	Puccinia graminis	30.34	1.34	Puccinia triticina	208348		Puccinia graminis (1.3%)	Fungi	1	False	multi_species	True	1.46	0.0	0.54	0.0	0.0	39339497
ERR3300904	PRJEB32362	ERP115039	ILLUMINA	Pectobacterium carotovorum subsp. carotovorum	Klebsiella quasipneumoniae	4.29	0.33	Pectobacterium carotovorum subsp. carotovorum			Pectobacterium odoriferum (0.2%)	Bacteria	1		multi_species	True	0.0	0.0	69.59	0.0	0.0	5714313
ERR6847878	PRJEB47693	ERP131992	ILLUMINA	Puccinia graminis f. sp. tritici	Triticum aestivum	19.93	1.84	Puccinia graminis f. sp. tritici			Puccinia graminis (50.6%)	Fungi	1		multi_species	True	54.24	0.03	0.56	0.0	0.0	24061757
ERR12013045	PRJEB65589	ERP150722	ILLUMINA	Puccinia graminis f. sp. tritici	Bacillus cereus	1.93	1.28	Puccinia graminis f. sp. tritici			Zymoseptoria tritici (24.6%)	Fungi	1		multi_species	False	45.18	0.0	9.55	0.0	0.0	12522387
SRR6242037	PRJNA415866	SRP123323	ILLUMINA	Puccinia graminis f. sp. tritici	Puccinia graminis	27.01	6.13	Puccinia graminis f. sp. tritici			Puccinia graminis (6.1%)	Fungi	1		multi_species	True	6.14	0.0	24.2	0.0	0.0	24767343
SRR29057095	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Stenosarchaea group	7.01	0.49	Puccinia triticina	208348		Puccinia graminis (0.1%)	Fungi	1	False	multi_species	True	48.7	0.2	3.69	0.0	0.0	19121134
ERR3500548	PRJEB34186	ERP117056	ILLUMINA	Pyrenophora teres f. teres	Pyrenophora tritici-repentis	45.61	0.96	Pyrenophora teres f. teres			Pyrenophora tritici-repentis (1.0%)	Fungi	1		multi_species	True	1.34	0.0	1.95	0.0	0.0	16084737
SRR29057210	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Stenosarchaea group	4.22	0.72	Puccinia triticina	208348		Puccinia graminis (0.2%)	Fungi	1	False	multi_species	True	68.52	0.0	7.46	0.0	0.0	28615868
SRR29077177	PRJNA1113144	SRP508492	ILLUMINA	Fusarium oxysporum	Musa acuminata	34.64	34.48	Fusarium oxysporum	5507		Fusarium odoratissimum (15.7%)	Fungi	1	True	multi_species	True	45.87	0.0	0.69	0.0	0.0	27781333
ERR6847882	PRJEB47693	ERP131992	ILLUMINA	Puccinia graminis f. sp. tritici	Triticum aestivum	26.83	4.0	Puccinia graminis f. sp. tritici			Puccinia graminis (39.7%)	Fungi	1		multi_species	True	40.19	0.1	1.68	0.0	0.0	17003412
ERR15005473	PRJEB84390	ERP167864	ILLUMINA	Puccinia triticina	Puccinia triticina	60.09	8.8	Puccinia triticina	208348		Puccinia graminis (0.1%)	Fungi	1	False	multi_species	True	10.0	1.35	3.61	0.0	0.0	24530033
SRR34575238	PRJNA1292970	SRP601665	ILLUMINA	Puccinia graminis f. sp. tritici	Puccinia graminis	39.0	27.72	Puccinia graminis f. sp. tritici			Puccinia graminis (27.7%)	Fungi	1		multi_species	True	32.78	0.0	0.7	0.0	0.0	9720222
SRR14298046	PRJNA542165	SRP197368	ILLUMINA	Fusarium asiaticum	Fusarium graminearum	61.25	10.0	Fusarium asiaticum	282267		Fusarium graminearum (10.0%)	Fungi	1	False	multi_species	True	18.22	0.0	0.76	0.0	0.0	40414580
SRR29056978	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Stenosarchaea group	4.83	0.55	Puccinia triticina	208348		Puccinia graminis (0.2%)	Fungi	1	False	multi_species	True	53.47	0.33	4.1	0.0	0.0	18131786
SRR29057078	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Triticum aestivum	12.45	0.92	Puccinia triticina	208348		Puccinia graminis (0.3%)	Fungi	1	True	multi_species	True	57.94	0.02	5.43	0.0	0.0	29224572
SRR33330113	PRJNA1250817	SRP581651	ILLUMINA	Puccinia striiformis f. sp. tritici	Puccinia striiformis	41.16	24.69	Puccinia striiformis f. sp. tritici			Puccinia striiformis (24.7%)	Fungi	1		multi_species	True	25.2	0.0	6.13	0.0	0.0	46018776
ERR4315313	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Zymoseptoria tritici	12.83	3.46	Puccinia striiformis f. sp. tritici			Zymoseptoria tritici (3.5%)	Fungi	1		multi_species	False	4.64	0.02	12.5	0.0	0.0	20555183
SRR13349990	PRJNA687280	SRP300250	ILLUMINA	Sclerotinia sclerotiorum	Cicer arietinum	35.32	34.66	Sclerotinia sclerotiorum	5180		Botrytis cinerea (1.1%)	Fungi	1	False	multi_species	False	50.82	0.0	0.31	0.0	0.0	70122153
SRR34575239	PRJNA1292970	SRP601665	ILLUMINA	Puccinia graminis f. sp. tritici	Hordeum vulgare	16.56	10.79	Puccinia graminis f. sp. tritici			Puccinia graminis (23.5%)	Fungi	1		multi_species	True	33.24	0.01	2.18	0.0	0.0	36410646
ERR4315362	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Alternaria alternata	24.54	0.52	Puccinia striiformis f. sp. tritici			Alternaria alternata (0.5%)	Fungi	1		multi_species	False	3.39	0.02	5.93	0.0	0.0	18840809
SRR29056991	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	unclassified Tobamovirus	8.48	0.62	Puccinia triticina	208348		Puccinia graminis (0.1%)	Fungi	1	False	multi_species	True	55.67	0.91	3.36	0.0	0.0	19284199
ERR3170244	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Triticum aestivum	26.84	4.43	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.3%)	Fungi	1	True	multi_species	True	2.08	0.1	2.24	0.0	0.0	19684635
ERR4315266	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Puccinia graminis	6.91	0.34	Puccinia striiformis f. sp. tritici			Puccinia graminis (0.3%)	Fungi	1		multi_species	True	3.94	0.03	4.24	0.0	0.0	19025094
SRR23706857	PRJNA925193	SRP424972	ILLUMINA	Moniliophthora perniciosa	Theobroma cacao	39.53	31.06	Moniliophthora perniciosa	153609		Colletotrichum fructicola (0.8%)	Fungi	1	True	multi_species	False	5.94	0.0	0.94	0.0	0.0	78193511
SRR18188802	PRJNA811707	SRP362092	BGISEQ	Penicillium italicum	Penicillium expansum	11.67	4.62	Penicillium italicum	40296		Penicillium expansum (4.6%)	Fungi	1	False	multi_species	True	41.12	0.01	0.18	0.0	0.0	43103256
ERR1607833	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	BOP clade	3.74	0.94	Puccinia striiformis	27350		Zymoseptoria tritici (10.6%)	Fungi	1	False	multi_species	False	11.84	0.0	0.14	0.0	0.0	27328356
SRR26501290	PRJNA1031678	SRP468185	ILLUMINA	Fusarium asiaticum	Fusarium graminearum	66.34	7.61	Fusarium asiaticum	282267		Fusarium graminearum (7.6%)	Fungi	1	False	multi_species	True	16.37	0.0	2.18	0.0	0.0	13122633
ERR14216454	PRJEB85268	ERP168674	ILLUMINA	Fusarium oxysporum	Benincasa hispida	50.6	13.16	Fusarium oxysporum	5507		Fusarium odoratissimum (0.1%)	Fungi	1	False	multi_species	True	2.16	0.0	2.09	0.0	0.0	20674012
ERR1954086	PRJEB20582	ERP022751	ILLUMINA	Pyricularia oryzae	BOP clade	19.21	4.64	Pyricularia oryzae	318829		Bipolaris sorokiniana (0.5%)	Fungi	1	False	multi_species	False	1.86	0.0	0.77	0.0	0.0	9752725
ERR3383637	PRJEB33109	ERP115877	ILLUMINA	Puccinia striiformis	Klebsiella pneumoniae	11.13	0.1	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.8%)	Fungi	1	False	multi_species	True	3.11	0.0	12.83	0.0	0.0	26016729
ERR3188454	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Opisthokonta	14.49	6.74	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.6%)	Fungi	1	False	multi_species	True	2.73	0.0	9.49	0.0	0.0	22358555
SRR29057088	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Stenosarchaea group	4.35	0.48	Puccinia triticina	208348		Puccinia graminis (0.2%)	Fungi	1	False	multi_species	True	57.06	0.0	4.89	0.0	0.0	19137355
SRR11696426	PRJNA605036	SRP260168	ILLUMINA	Puccinia triticina	Puccinia graminis	27.69	1.13	Puccinia triticina	208348		Puccinia graminis (1.1%)	Fungi	1	False	multi_species	True	1.21	0.0	0.5	0.0	0.0	51473638
SRR29057042	PRJNA1111826	SRP508141	DNBSEQ	Puccinia triticina	Puccinia striiformis	3.3	0.24	Puccinia triticina	208348		Puccinia striiformis (0.2%)	Fungi	1	False	multi_species	True	71.78	0.0	8.09	0.0	0.0	20704724
ERR3188455	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Puccinia striiformis	17.53	1.72	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.5%)	Fungi	1	False	multi_species	True	4.27	0.0	3.17	0.0	0.0	23157110
ERR3188434	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Triticum aestivum	37.13	7.32	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.3%)	Fungi	1	True	multi_species	True	1.98	0.0	4.49	0.0	0.0	23206460
ERR4761830	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Quercus suber	3.49	0.11	Puccinia striiformis f. sp. tritici			Zymoseptoria tritici (10.2%)	Fungi	1		multi_species	False	15.53	0.03	3.91	0.0	0.0	23983290
SRR26501294	PRJNA1031678	SRP468185	ILLUMINA	Fusarium asiaticum	Oryza sativa	84.43	21.71	Fusarium asiaticum	282267		Fusarium pseudograminearum (0.2%)	Fungi	1	False	multi_species	True	3.53	0.0	1.5	0.0	0.0	13439052
SRR29057273	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Triticum aestivum	34.44	2.67	Puccinia triticina	208348		Puccinia graminis (0.2%)	Fungi	1	True	multi_species	True	34.85	0.2	8.76	0.0	0.0	25371528
SRR29057217	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Triticum aestivum	18.32	1.47	Puccinia triticina	208348		Puccinia graminis (0.1%)	Fungi	1	True	multi_species	True	58.2	0.33	6.24	0.0	0.0	30186497
SRR29077173	PRJNA1113144	SRP508492	ILLUMINA	Fusarium oxysporum	Musa acuminata	48.05	42.17	Fusarium oxysporum	5507		Fusarium odoratissimum (6.4%)	Fungi	1	True	multi_species	True	19.33	0.0	12.17	0.0	0.0	31763491
ERR15005453	PRJEB84390	ERP167864	ILLUMINA	Puccinia triticina	Erwinia persicina	7.2	0.84	Puccinia triticina	208348		Puccinia graminis (0.1%)	Fungi	1	False	multi_species	True	26.78	1.51	35.08	0.0	0.0	23048068
ERR4315212	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Zymoseptoria tritici	24.61	4.54	Puccinia striiformis f. sp. tritici			Zymoseptoria tritici (4.5%)	Fungi	1		multi_species	False	4.8	0.1	18.57	0.0	0.0	21680175
ERR4761821	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Alternaria alternata	25.18	0.53	Puccinia striiformis f. sp. tritici			Alternaria alternata (0.5%)	Fungi	1		multi_species	False	4.28	0.03	1.09	0.0	0.0	22627313
SRR31647328	PRJNA1195871	SRP550219	OXFORD_NANOPORE	Puccinia striiformis f. sp. tritici	Puccinia striiformis	51.69	8.11	Puccinia striiformis f. sp. tritici			Puccinia striiformis (8.1%)	Fungi	1		multi_species	True	8.16	0.19	0.17	0.0	0.0	9112531
SRR29057071	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Pyrenophora tritici-repentis	3.11	1.53	Puccinia triticina	208348		Pyrenophora tritici-repentis (1.5%)	Fungi	1	False	multi_species	False	29.69	0.0	50.5	0.0	0.0	32766577
SRR30567912	PRJNA1157721	SRP530963	ILLUMINA	Fusarium graminearum	Fusarium pseudograminearum	1.08	0.48	Fusarium graminearum	5518		Fusarium pseudograminearum (0.5%)	Fungi	1	False	multi_species	True	95.54	0.01	0.11	0.0	0.0	19443353
ERR1607774	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	Zymoseptoria tritici	6.52	1.31	Puccinia striiformis	27350		Zymoseptoria tritici (1.3%)	Fungi	1	False	multi_species	False	1.85	0.0	0.2	0.0	0.0	29225224
SRR32620561	PRJNA1231252	SRP568890	ILLUMINA	Puccinia striiformis f. sp. tritici	Puccinia striiformis	62.75	3.42	Puccinia striiformis f. sp. tritici			Puccinia striiformis (3.4%)	Fungi	1		multi_species	True	4.17	0.01	2.3	0.0	0.0	16194372
ERR3856833	PRJEB36485	ERP119684	ILLUMINA	Puccinia striiformis f. sp. tritici	Puccinia graminis	11.02	0.53	Puccinia striiformis f. sp. tritici			Puccinia graminis (0.5%)	Fungi	1		multi_species	True	1.36	0.01	1.74	0.0	0.0	16129400
ERR4315361	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Alternaria alternata	21.15	0.67	Puccinia striiformis f. sp. tritici			Alternaria alternata (0.7%)	Fungi	1		multi_species	False	4.35	0.02	6.19	0.0	0.0	16847016
SRR32938347	PRJNA1244880	SRP575731	ILLUMINA	Phytophthora capsici	Phaseolus vulgaris	62.26	53.6	Phytophthora capsici	4784		Phytophthora infestans (0.2%)	Oomycota	1	False	multi_species	True	10.46	0.0	0.5	1.74	0.0	79048564
SRR6242038	PRJNA415866	SRP123323	ILLUMINA	Puccinia graminis f. sp. tritici	Triticum aestivum	27.35	1.94	Puccinia graminis f. sp. tritici			Puccinia graminis (41.0%)	Fungi	1		multi_species	True	42.5	0.0	1.07	0.0	0.0	26479362
SRR5010603	PRJNA347320	SRP093177	ILLUMINA	Puccinia graminis f. sp. tritici	Puccinia graminis	5.11	2.26	Puccinia graminis f. sp. tritici			Puccinia graminis (2.3%)	Fungi	1		multi_species	True	2.26	0.0	0.1	0.0	0.0	37957813
SRR8569208	PRJNA357960	SRP185754	ION_TORRENT	Pseudomonas syringae pv. actinidiae	Pseudomonas syringae	1.29	0.72	Pseudomonas syringae pv. actinidiae			Pseudomonas syringae (0.7%)	Bacteria	1		multi_species	True	0.0	0.0	90.4	0.0	0.0	695856
ERR3188466	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Puccinia striiformis	33.19	0.84	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.2%)	Fungi	1	False	multi_species	True	2.54	0.0	5.96	0.0	0.0	23988836
ERR3300886	PRJEB32362	ERP115039	ILLUMINA	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium versatile	11.6	0.51	Pectobacterium carotovorum subsp. carotovorum			Pectobacterium versatile (0.5%)	Bacteria	1		multi_species	True	0.0	0.0	12.27	0.0	0.0	5213752
ERR3300887	PRJEB32362	ERP115039	ILLUMINA	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium versatile	11.84	0.51	Pectobacterium carotovorum subsp. carotovorum			Pectobacterium versatile (0.5%)	Bacteria	1		multi_species	True	0.0	0.0	12.29	0.0	0.0	5179582
ERR3300888	PRJEB32362	ERP115039	ILLUMINA	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium versatile	11.84	0.51	Pectobacterium carotovorum subsp. carotovorum			Pectobacterium versatile (0.5%)	Bacteria	1		multi_species	True	0.0	0.0	12.31	0.0	0.0	5326571
ERR3300889	PRJEB32362	ERP115039	ILLUMINA	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium versatile	12.66	0.52	Pectobacterium carotovorum subsp. carotovorum			Pectobacterium versatile (0.5%)	Bacteria	1		multi_species	True	0.0	0.0	12.5	0.0	0.0	4251720
ERR3300890	PRJEB32362	ERP115039	ILLUMINA	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium versatile	12.24	0.53	Pectobacterium carotovorum subsp. carotovorum			Pectobacterium versatile (0.5%)	Bacteria	1		multi_species	True	0.0	0.0	12.28	0.0	0.0	4815973
ERR3300891	PRJEB32362	ERP115039	ILLUMINA	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium versatile	11.98	0.52	Pectobacterium carotovorum subsp. carotovorum			Pectobacterium versatile (0.5%)	Bacteria	1		multi_species	True	0.0	0.0	12.27	0.0	0.0	4884390
SRR23815955	PRJNA643593	SRP272373	ILLUMINA	Fusarium pseudograminearum	Populus alba	31.54	12.53	Fusarium pseudograminearum	101028		Fusarium graminearum (3.4%)	Fungi	1	False	multi_species	True	37.26	0.0	7.23	0.0	0.0	18760220
SRR38293583	PRJNA1457771	SRP695472	OXFORD_NANOPORE	Puccinia striiformis f. sp. tritici	Puccinia striiformis	7.48	4.78	Puccinia striiformis f. sp. tritici			Puccinia striiformis (4.8%)	Fungi	1		multi_species	True	4.79	0.01	1.31	0.0	0.0	7548161
ERR4315316	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Alternaria alternata	11.48	0.12	Puccinia striiformis f. sp. tritici			Alternaria alternata (0.1%)	Fungi	1		multi_species	False	2.54	0.02	9.54	0.0	0.0	8235962
ERR3170242	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Puccinia striiformis	22.3	1.22	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.4%)	Fungi	1	False	multi_species	True	3.1	0.1	1.84	0.0	0.0	16587242
SRR10201805	PRJNA574904	SRP223667	ILLUMINA	Monilinia fructicola	Botrytis cinerea	6.86	2.9	Monilinia fructicola	38448		Botrytis cinerea (2.9%)	Fungi	1	False	multi_species	False	10.31	3.93	0.04	0.0	0.0	14250188
ERR3188436	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Puccinia striiformis	7.72	1.8	Puccinia striiformis	27350		Puccinia graminis f. sp. tritici CRL 75-36-700-3 (0.5%)	Fungi	1	False	multi_species	True	4.42	0.0	8.25	0.0	0.0	28201806
SRR34708603	PRJNA1293538	SRP603426	ILLUMINA	Fusarium graminearum	Fusarium graminearum	62.67	17.42	Fusarium graminearum	5518		Fusarium pseudograminearum (0.3%)	Fungi	1	False	multi_species	True	24.95	0.0	0.57	0.0	0.0	48348714
SRR1509191	PRJNA254725	SRP044156	ILLUMINA	Alternaria brassicicola	Brassica napus	21.33	1.31	Alternaria brassicicola	29001		Pyrenophora teres (0.2%)	Fungi	1	True	multi_species	False	3.94	0.0	0.02	0.0	0.0	21904530
