Run	fungi_pct	oomycota_pct	nematoda_pct	analyzed
SRR29077178	45.89747073231212	0.0	0.0	28221054
ERR5696296	0.0	0.0	0.0	5297114
SRR34708599	27.83656208124721	0.0	0.0	47855651
SRR8474990	79.43770876941903	0.0	0.0	40510004
SRR21777789	0.9214444961359043	0.0	0.0	31782598
ERR5928173	11.103096840686183	0.0	0.0	19906158
ERR1607845	9.886642125479748	0.0	0.0	15815046
ERR1224587	0.0	0.0	0.0	19615259
ERR4315593	2.5486833583109076	0.0	0.0	25751767
ERR15005476	9.261195044368856	0.0	0.0	19507828
SRR11214658	75.1034620385271	0.0	0.0	7732063
ERR3170195	5.682521116304079	0.0	0.0	21513708
ERR4315557	0.42439182526933006	0.0	0.0	18258363
SRR25865097	0.0	0.0	0.0	40010604
SRR24374433	0.0	0.0	0.0	816207
SRR33696070	28.897475144564073	0.0	0.0	91644138
ERR4315477	0.11823834768678709	0.0	0.0	16655341
SRR3657378	0.0	0.0	0.0	64499249
SRR10201818	16.302060625291134	0.0	0.0	20119524
ERR4315673	0.23884820160675999	0.0	0.0	14747442
SRR28901646	0.0	0.0	0.0	116419807
SRR29888331	0.10958469547946648	0.0	0.0	33061186
ERR3856830	0.22986875020832281	0.0	0.0	5850295
SRR11216278	0.0	0.0	0.0	30133723
SRR29385651	92.36632154579273	0.0	0.0	17722583
SRR33696067	40.32227421798146	0.0	0.0	55483371
SRR32908625	0.0	0.0	0.0	68296008
SRR12329588	32.38140069634981	0.0	0.0	38155536
SRR35270177	92.96127655122636	0.0	0.0	18744379
SRR39231531	0.0	0.0	0.0	14680950
ERR8571395	0.0	0.0	0.0	23001388
ERR6548384	0.0	0.0	0.0	41342725
ERR15005468	13.953226714529798	0.0	0.0	24734974
ERR3856848	0.378477733569434	0.0	0.0	15924847
ERR1554681	0.0	27.232722517971155	0.0	7238685
SRR18253531	0.0	0.0	0.0	47733100
SRR21777793	0.4213342766040939	0.0	0.0	38979264
SRR19346774	0.6310435587555807	0.0	0.0	42364112
SRR2185182	40.775541432302184	0.0	0.0	1018179
SRR28258170	80.16601262824786	0.0	0.0	25704912
SRR22834524	0.0	0.0	0.0	37220050
ERR1607730	0.7851501140160424	0.0	0.0	31661334
ERR4315582	0.6087466791374968	0.0	0.0	20536457
ERR4315615	4.249848600125986	0.0	0.0	20549885
ERR5928182	0.0	0.0	0.0	10785506
ERR15005492	21.903157669715576	0.0	0.0	19871806
ERR4315619	0.11147920678142528	0.0	0.0	17515374
SRR18253560	0.0	0.0	0.0	57942895
SRR31647332	0.3216810119458986	0.0	0.0	11031736
SRR1587431	0.0	0.0	0.0	29806513
SRR31020425	0.0	0.0	0.0	38838421
ERR12013067	37.040611753777526	0.0	0.0	39185700
SRR32817843	0.0	0.0	0.0	31043572
SRR13349957	2.7026261501781725	0.0	0.0	65244022
ERR3170210	1.731379762813998	0.0	0.0	19576872
SRR391832	0.8545830098530404	0.0	0.0	11763983
SRR31647323	54.63663633904506	0.0	0.0	4218047
DRR195593	2.111130372142751	0.0	0.0	21067292
ERR12253006	0.7399347322483891	0.0	0.0	17954962
ERR1554664	0.0	19.159424777499716	0.0	7647406
ERR1607823	0.6821057549179366	0.0	0.0	26028955
ERR5960063	0.6547107424836244	0.0	0.0	10157921
ERR4315591	0.0	0.0	0.0	18472750
SRR8606642	0.0	0.0	0.0	26843166
SRR19648060	0.4271598402975095	0.0	0.0	47922108
SRR33001923	0.0	0.0	0.0	98044237
ERR3170229	6.141044568694998	0.0	0.0	22259503
ERR5928220	0.1672064065913697	0.0	0.0	3112919
SRR12415609	1.4056316705817111	0.0	0.0	174586348
SRR11887734	0.0	0.0	0.0	54315055
SRR35750229	0.0	0.0	0.0	7852093
SRR8074947	0.0	0.0	0.0	23500409
ERR4315475	0.12482403575154175	0.0	0.0	16842910
SRR32817854	0.0	0.0	0.0	29410558
SRR28763274	15.558056886441507	0.0	0.0	77899863
SRR11214603	77.9339938654127	0.0	0.0	13907374
SRR12329589	21.08648231614209	0.0	0.0	36878152
ERR1954094	1.5253440464997008	0.0	0.0	9827160
ERR3500554	0.5691183341259126	0.0	0.0	17741653
ERR15005455	18.914568508468328	0.0	0.0	24286618
