Run	mode	BioSample	BioProject	SRAStudy	Platform	ScientificName	host	host_pct	host_species_pct	primary_pathogen	primary_taxid	primary_pct	secondary_pathogens	secondary_kingdoms	n_secondary	interaction_status	co_infection_flag	same_genus_secondary	biosample_n_runs	biosample_representative	fungi_pct	virus_pct	bacteria_pct	oomycete_pct	nematode_pct	analyzed
ERR3188448	mal	SAMEA5366267	PRJEB31334	ERP113880	ILLUMINA	Puccinia striiformis	Mesangiospermae	38.52	37.26	Puccinia striiformis	27350				0	unresolved	single	False	1	True	1.02	0.0	4.72	0.0	0.0	22725273
ERR13149232	mal	SAMEA115652377	PRJEB75530	ERP160107	ILLUMINA	Fusarium graminearum PH-1	Fusarium graminearum	81.01	6.6	Fusarium graminearum PH-1	229533				0	novel_host_range	single	False	1	True	11.78	0.0	0.55	0.0	0.0	22986339
ERR5928195	mal	SAMEA8755878	PRJEB45007	ERP129120	ILLUMINA	Pyricularia oryzae	Oryza sativa	70.89	61.93	Pyricularia oryzae	318829				0	known	single	False	24	False	0.0	0.0	6.25	0.0	0.0	13235632
ERR4315544	mal	SAMEA7036187	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Terrabacteria group	29.68	0.11	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.33	0.0	3.36	0.0	0.0	20546833
SRR5010577	mal	SAMN05859634	PRJNA347320	SRP093177	ILLUMINA	Puccinia graminis f. sp. tritici	BOP clade	5.82	2.83	Puccinia graminis f. sp. tritici	56615				0	unresolved	single	False	1	True	0.87	0.0	1.08	0.0	0.0	42120687
SRR12969775	mal	SAMN16632575	PRJNA673988	SRP290903	ILLUMINA	Mycosarcoma maydis	Zea mays	69.34	54.75	Mycosarcoma maydis	5270				0	known	single	False	3	False	1.33	0.0	2.36	0.0	0.0	77684759
SRR14630739	mal	SAMN19291626	PRJNA731618	SRP321062	ILLUMINA	Ralstonia solanacearum	Jatropha curcas	1.32	0.18	Ralstonia solanacearum	305				0	unresolved	single	False	1	True	0.0	0.0	94.49	0.0	0.0	11913774
SRR2873757	mal	SAMN04226678	PRJNA300619	SRP065525	ILLUMINA	Aspergillus flavus	Arachis duranensis	92.08	20.54	Aspergillus flavus	5059				0	unresolved	single	False	12	False	2.25	0.0	0.0	0.0	0.0	32739207
ERR4315578	mal	SAMEA7036221	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	34.42	24.92	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.0	0.0	2.18	0.0	0.0	22314689
SRR27895688	mal	SAMN37953618	PRJNA1031678	SRP468185	ILLUMINA	Fusarium asiaticum	Oryza sativa	88.55	19.87	Fusarium asiaticum	282267				0	novel_host_range	single	False	24	False	0.0	0.0	1.36	0.0	0.0	10773877
SRR18253538	mal	SAMN26502534	PRJNA813432	SRP362848	ILLUMINA	Heterodera glycines	Glycine max	97.08	8.13	Heterodera glycines	51029				0	known	single	False	1	True	0.0	0.0	0.26	0.0	0.0	64780171
ERR1607729	mal	SAMEA4415647	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	BOP clade	8.33	1.81	Puccinia striiformis	27350				0	unresolved	single	False	1	True	0.54	0.0	0.15	0.0	0.0	30062606
ERR4315659	mal	SAMEA7036302	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	9.18	7.19	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	3.02	0.0	5.23	0.0	0.0	16654335
SRR32908586	mal	SAMN18477938	PRJNA926806	SRP420356	ILLUMINA	Ascochyta lentis	IRL clade	49.83	42.1	Ascochyta lentis	205686				0	unresolved	single	False	46	False	0.0	0.0	0.56	0.0	0.0	72867729
SRR12853308	mal	SAMN16491721	PRJNA669466	SRP287908	ILLUMINA	Ustilago esculenta	BOP clade	32.91	17.5	Ustilago esculenta	185366				0	unresolved	single	False	1	True	0.0	0.0	1.65	0.0	0.0	35526287
SRR28258129	mal	SAMN40299505	PRJNA1085269	SRP493861	ILLUMINA	Aspergillus flavus	Zea mays	9.65	7.11	Aspergillus flavus	5059				0	known	single	False	1	True	76.6	0.0	0.55	0.0	0.0	14859264
SRR8136958	mal	SAMN10349337	PRJNA501892	SRP167250	ILLUMINA	Sclerotinia sclerotiorum	Glycine max	57.94	49.75	Sclerotinia sclerotiorum	5180				0	known	single	False	1	True	17.25	0.0	0.0	0.0	0.0	25336071
SRR12867740	mal	SAMN16510410	PRJNA670487	SRP288036	ILLUMINA	Sclerotinia sclerotiorum 1980 UF-70	Phaseolus vulgaris	34.09	28.81	Sclerotinia sclerotiorum 1980 UF-70	665079				0	known	single	False	1	True	51.2	0.0	0.88	0.0	0.0	20067473
SRR12969773	mal	SAMN16632572	PRJNA673988	SRP290903	ILLUMINA	Mycosarcoma maydis	Zea mays	67.08	52.68	Mycosarcoma maydis	5270				0	known	single	False	3	False	1.12	0.0	3.72	0.0	0.0	74310201
SRR32908674	mal	SAMN18477938	PRJNA926806	SRP420356	ILLUMINA	Ascochyta lentis	IRL clade	48.9	41.61	Ascochyta lentis	205686				0	unresolved	single	False	46	False	0.0	0.0	0.71	0.0	0.0	38919583
SRR28258186	mal	SAMN40299559	PRJNA1085269	SRP493861	ILLUMINA	Aspergillus flavus	Zea mays	8.65	5.81	Aspergillus flavus	5059				0	known	single	False	1	True	80.54	0.0	0.57	0.0	0.0	17227477
SRR31011682	mal	SAMN44304607	PRJNA1173477	SRP538830	ILLUMINA	Colletotrichum gloeosporioides	Mangifera indica	86.76	81.59	Colletotrichum gloeosporioides	474922				0	known	single	False	1	True	5.85	0.0	0.12	0.0	0.0	28316146
SRR30326709	mal	SAMN07426856	PRJNA396467	SRP527715	ILLUMINA	Phytophthora sojae	Phytophthora sojae	78.42	5.63	Phytophthora sojae	67593				0	novel_host_range	single	False	1	True	0.0	0.0	1.06	6.52	0.0	30981647
SRR34026573	mal	SAMN49375720	PRJNA1279063	SRP592876	ILLUMINA	Pyricularia oryzae	PACMAD clade	12.72	6.52	Pyricularia oryzae	318829				0	unresolved	single	False	1	True	0.0	0.0	0.45	0.0	0.0	14367854
SRR5115624	mal	SAMN06144906	PRJNA338256	SRP090441	ILLUMINA	Fusarium oxysporum f. sp. cepae	Mesangiospermae	3.6	3.08	Fusarium oxysporum f. sp. cepae	396571				0	unresolved	single	False	1	True	0.34	0.0	0.11	0.0	0.0	3501899
SRR11214592	mal	SAMN14258256	PRJNA609706	SRP251263	ILLUMINA	Fusarium verticillioides	Zea mays	60.83	53.7	Fusarium verticillioides	117187				0	known	single	False	1	True	16.84	0.0	0.33	0.0	0.0	14292331
SRR391841	mal	SAMN00767958	PRJNA151285	SRP009918	ILLUMINA	Colletotrichum graminicola	Zea mays	44.67	34.56	Colletotrichum graminicola	31870				0	known	single	False	1	True	0.92	0.0	0.0	0.0	0.0	8841340
SRR28207804	mal	SAMN40241153	PRJNA1083222	SRP493042	BGISEQ	Phytophthora sojae	Phytophthora sojae	68.87	22.93	Phytophthora sojae	67593				0	novel_host_range	single	False	1	True	0.0	0.0	0.14	23.26	0.0	30528993
SRR18253509	mal	SAMN26502430	PRJNA813432	SRP362848	ILLUMINA	Heterodera glycines	Glycine max	95.95	8.26	Heterodera glycines	51029				0	known	single	False	1	True	0.0	0.0	0.39	0.0	0.0	57836560
ERR3500527	mal	SAMEA5920108	PRJEB34186	ERP117056	ILLUMINA	Pyrenophora teres f. teres	Pyrenophora tritici-repentis	48.97	0.34	Pyrenophora teres f. teres	97479				0	novel_host_range	single	False	4	False	0.48	0.0	1.87	0.0	0.0	44415575
ERR6548349	mal	SAMEA9533655	PRJEB46918	ERP131152	ILLUMINA	Phakopsora pachyrhizi	Glycine max	91.03	7.86	Phakopsora pachyrhizi	170000				0	novel_host_range	single	False	1	True	0.0	0.0	0.58	0.0	0.0	47026055
SRR5467167	mal	SAMN06812725	PRJNA383862	SRP104759	ILLUMINA	Ralstonia pseudosolanacearum GMI1000	Solanum lycopersicum	35.07	6.62	Ralstonia pseudosolanacearum GMI1000	267608				0	known	single	False	1	True	0.0	0.0	2.29	0.0	0.0	25154640
SRR33001926	mal	SAMN47802265	PRJNA1247000	SRP576890	ILLUMINA	Ascochyta rabiei	Cicer arietinum	78.34	63.29	Ascochyta rabiei	5454				0	known	single	False	1	True	0.0	0.0	1.99	0.0	0.0	124935872
DRR980927	mal	SAMD01885031	PRJDB41276	DRP018182	ILLUMINA	Fusarium graminearum	Triticum aestivum	82.97	9.68	Fusarium graminearum	5518				0	known	single	False	1	True	13.32	0.0	0.22	0.0	0.0	10663200
ERR1661479	mal	SAMEA4469188	PRJEB11304	ERP012672	ILLUMINA	Myzus persicae	Brassica napus	1.42	1.42	Myzus persicae					0	unresolved	single	False	1	True	0.0	0.53	0.73	0.0	0.0	35002869
ERR5696231	mal	SAMEA8550311	PRJEB44222	ERP128248	ILLUMINA	Phakopsora pachyrhizi	Glycine max	75.58	9.31	Phakopsora pachyrhizi	170000				0	novel_host_range	single	False	6	False	0.0	0.0	1.73	0.0	0.0	4719289
SRR11993906	mal	SAMN15207027	PRJNA637940	SRP266360	ILLUMINA	Metarhizium robertsii	Arabidopsis thaliana	12.57	11.22	Metarhizium robertsii	568076				0	known	single	False	1	True	71.61	0.0	2.99	0.0	0.0	22452563
ERR4315574	mal	SAMEA7036217	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Brachypodium distachyon	43.77	0.19	Puccinia striiformis f. sp. tritici	168172				0	novel_host_range	single	False	1	True	0.0	0.0	1.55	0.0	0.0	10528563
ERR15005540	mal	SAMEA117593004	PRJEB84390	ERP167864	ILLUMINA	Puccinia triticina	Puccinia triticina	65.24	6.17	Puccinia triticina	208348				0	novel_host_range	single	False	1	True	7.54	1.13	2.29	0.0	0.0	17960260
SRR33379591	mal	SAMN48207003	PRJNA1256908	SRP582240	ILLUMINA	Phytophthora capsici	Capsicum annuum	89.95	73.35	Phytophthora capsici	4784				0	known	single	False	27	False	0.0	0.0	0.28	0.0	0.0	7091481
SRR22756165	mal	SAMN32086062	PRJNA909570	SRP413319	ILLUMINA	Fusarium graminearum	Triticum aestivum	88.45	9.23	Fusarium graminearum	5518				0	known	single	False	36	False	0.0	0.0	0.73	0.0	0.0	44571372
ERR4315321	mal	SAMEA7035963	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Bacteria	11.95	9.06	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	2.44	0.0	9.06	0.0	0.0	23014694
SRR29424135	mal	SAMN41829441	PRJNA1118412	SRP514138	ILLUMINA	Fulvia fulva	Solanum lycopersicum	68.03	33.36	Fulvia fulva	5499				0	known	single	False	1	True	2.01	0.0	1.98	0.0	0.0	98699913
SRR14298054	mal	SAMN18825673	PRJNA542165	SRP197368	ILLUMINA	Fusarium graminearum	Fusarium graminearum	28.85	8.3	Fusarium graminearum	5518				0	novel_host_range	single	False	1	True	10.51	0.0	0.22	0.0	0.0	86176212
SRR14871472	mal	SAMN19797457	PRJNA739688	SRP324873	ILLUMINA	Phytophthora infestans	Solanum lycopersicum	90.94	39.39	Phytophthora infestans	4787				0	known	single	False	22	False	0.0	0.0	2.16	0.34	0.0	51901790
ERR1224570	mal	SAMEA3731379	PRJEB12497	ERP013983	ILLUMINA	Puccinia striiformis	BOP clade	14.41	7.24	Puccinia striiformis	27350				0	unresolved	single	False	1	True	0.0	0.0	0.0	0.0	0.0	12518722
ERR1607811	mal	SAMEA4415729	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	BOP clade	2.56	0.7	Puccinia striiformis	27350				0	unresolved	single	False	1	True	0.47	0.0	0.0	0.0	0.0	18854696
ERR12253000	mal	SAMEA114594394	PRJEB68334	ERP153292	ILLUMINA	Blumeria graminis f. sp. tritici	Alteriqipengyuania lutimaris	10.24	8.3	Blumeria graminis f. sp. tritici	62690				0	unresolved	single	False	1	True	1.47	0.0	14.03	0.0	0.0	16698640
ERR4315633	mal	SAMEA7036276	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	15.74	12.48	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.23	0.0	3.56	0.0	0.0	39087172
ERR1554642	mal	SAMEA4364761	PRJEB14966	ERP016648	ILLUMINA	Phytophthora infestans	Solanum tuberosum	81.18	48.74	Phytophthora infestans	4787				0	known	single	False	15	False	0.0	0.0	4.62	3.56	0.0	9047713
ERR1607862	mal	SAMEA4415780	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	BOP clade	2.08	0.62	Puccinia striiformis	27350				0	unresolved	single	False	1	True	0.44	0.0	4.15	0.0	0.0	10934927
SRR3161847	mal	SAMN04501101	PRJNA311604	SRP069885	ILLUMINA	Fusarium proliferatum ET1	Zea mays	18.0	13.79	Fusarium proliferatum ET1	1227346				0	known	single	False	1	True	0.2	0.0	0.0	0.0	0.0	23328347
SRR1576813	mal	SAMN02943240	PRJNA256347	SRP045050	ILLUMINA	Puccinia striiformis f. sp. tritici	Brachypodium distachyon	1.22	0.36	Puccinia striiformis f. sp. tritici	168172				0	novel_host_range	single	False	1	True	1.14	0.0	0.0	0.0	0.0	19306945
SRR5010595	mal	SAMN05859612	PRJNA347320	SRP093177	ILLUMINA	Puccinia graminis f. sp. tritici	BOP clade	6.58	1.69	Puccinia graminis f. sp. tritici	56615				0	unresolved	single	False	1	True	0.34	0.0	0.12	0.0	0.0	44612673
SRR3233274	mal	SAMN04516555	PRJNA313195	SRP071895	ILLUMINA	Puccinia graminis f. sp. tritici	BOP clade	14.19	6.92	Puccinia graminis f. sp. tritici	56615				0	unresolved	single	False	21	False	0.11	0.0	0.12	0.0	0.0	38081691
SRR8465311	mal	SAMN10781091	PRJNA516028	SRP180767	ILLUMINA	Phytophthora infestans	Solanum lycopersicum	21.39	5.53	Phytophthora infestans	4787				0	known	single	False	1	True	0.0	0.0	0.63	0.0	0.0	91484425
SRR21386571	mal	SAMN30559766	PRJNA874673	SRP395197	ILLUMINA	Colletotrichum higginsianum	Arabidopsis thaliana	81.06	68.53	Colletotrichum higginsianum	80884				0	known	single	False	12	False	0.52	0.0	0.66	0.0	0.0	44277654
SRR26434857	mal	SAMN37879541	PRJNA1029805	SRP467269	ILLUMINA	Candidatus Liberibacter asiaticus	malvids	1.18	1.07	Candidatus Liberibacter asiaticus	34021				0	unresolved	single	False	1	True	0.0	0.0	96.68	0.0	0.0	337191
SRR10406075	mal	SAMN12098061	PRJNA588102	SRP228731	ILLUMINA	Puccinia striiformis f. sp. tritici	Mesangiospermae	78.9	53.09	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	30	False	0.84	0.0	0.2	0.0	0.0	20615214
SRR11214621	mal	SAMN14258276	PRJNA609706	SRP251263	ILLUMINA	Fusarium verticillioides	Zea mays	63.23	57.83	Fusarium verticillioides	117187				0	known	single	False	1	True	15.47	0.0	0.41	0.0	0.0	9176088
SRR18253615	mal	SAMN26502540	PRJNA813432	SRP362848	ILLUMINA	Heterodera glycines	Glycine max	96.81	8.01	Heterodera glycines	51029				0	known	single	False	1	True	0.0	0.0	0.63	0.0	0.0	57311541
ERR1607800	mal	SAMEA4415718	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	BOP clade	5.28	1.02	Puccinia striiformis	27350				0	unresolved	single	False	1	True	0.37	0.0	0.0	0.0	0.0	20059331
SRR11216266	mal	SAMN02981487	PRJNA476648	SRP251315	ILLUMINA	Colletotrichum fructicola Nara gc5	Fragaria vesca	19.57	13.63	Colletotrichum fructicola Nara gc5	1213859				0	unresolved	single	False	18	False	0.0	0.0	0.0	0.0	0.0	19641650
ERR1224569	mal	SAMEA3731378	PRJEB12497	ERP013983	ILLUMINA	Puccinia striiformis	BOP clade	12.98	6.54	Puccinia striiformis	27350				0	unresolved	single	False	1	True	0.11	0.0	1.27	0.0	0.0	13769955
ERR4315453	mal	SAMEA7036095	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Brachypodium distachyon	24.84	0.11	Puccinia striiformis f. sp. tritici	168172				0	novel_host_range	single	False	1	True	0.0	0.0	7.14	0.0	0.0	23222584
SRR9408871	mal	SAMN12110677		SRP202409	CAPILLARY	Parastagonospora nodorum	Aegilops tauschii	1.89	1.02	Parastagonospora nodorum	13684				0	unresolved	single	False	1	True	37.97	0.0	8.68	0.0	0.0	10751
SRR12415608	mal	SAMN15763465	PRJNA655998	SRP276757	ILLUMINA	Mycosarcoma maydis	Zea mays	18.69	9.38	Mycosarcoma maydis	5270				0	known	single	False	1	True	0.89	0.0	3.44	0.0	0.0	181411536
SRR22756170	mal	SAMN32086062	PRJNA909570	SRP413319	ILLUMINA	Fusarium graminearum	Triticum aestivum	84.01	8.7	Fusarium graminearum	5518				0	known	single	False	36	False	0.0	0.0	0.46	0.0	0.0	43126425
ERR4315174	mal	SAMEA7035816	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Pseudomonadales	3.16	2.08	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	5.23	0.0	8.15	0.0	0.0	21445068
SRR36950020	mal	SAMN54752078	PRJNA1405621	SRP665871	ILLUMINA	Xanthomonas perforans	Xanthomonas perforans	2.2	0.83	Xanthomonas perforans	442694				0	novel_host_range	single	False	1	True	0.0	0.0	88.69	0.0	0.0	109971986
ERR15005520	mal	SAMEA117592997	PRJEB84390	ERP167864	ILLUMINA	Puccinia triticina	Puccinia triticina	67.57	6.67	Puccinia triticina	208348				0	novel_host_range	single	False	1	True	6.89	1.06	2.26	0.0	0.0	21453153
ERR1607809	mal	SAMEA4415727	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	BOP clade	5.09	1.17	Puccinia striiformis	27350				0	unresolved	single	False	1	True	0.29	0.0	0.65	0.0	0.0	17182317
SRR13872296	mal	SAMN18192682	PRJNA383548	SRP139898	ILLUMINA	Phytophthora cactorum	Fragaria vesca	84.96	71.8	Phytophthora cactorum	29920				0	unresolved	single	False	1	True	0.0	0.0	0.69	0.34	0.0	97076813
SRR31850433	mal	SAMN36449399	PRJNA994854	SRP449655	ILLUMINA	Salmonella enterica	Solanum lycopersicum	91.52	53.24	Salmonella enterica	28901				0	known	single	False	1	True	0.0	0.0	0.41	0.0	0.0	67283902
SRR6941156	mal	SAMN08777973	PRJNA441174	SRP137210	ILLUMINA	Zymoseptoria tritici	Escherichia coli	58.89	2.65	Zymoseptoria tritici	1047171				0	unresolved	single	False	1	True	3.15	0.0	4.48	0.0	0.0	58623321
SRR6942231	mal	SAMN06313609	PRJNA372575	SRP137311	ILLUMINA	Exserohilum turcicum	Zea mays	91.28	83.46	Exserohilum turcicum	93612				0	known	single	False	1	True	2.59	0.0	0.0	0.0	0.0	48662949
SRR18253573	mal	SAMN26502460	PRJNA813432	SRP362848	ILLUMINA	Heterodera glycines	Glycine max	95.77	7.88	Heterodera glycines	51029				0	known	single	False	1	True	0.0	0.0	0.46	0.0	0.0	59018783
SRR29057258	mal	SAMN41403976	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Stenosarchaea group	5.58	1.17	Puccinia triticina	208348				0	unresolved	single	False	1	True	59.2	0.16	9.57	0.0	0.0	36500202
SRR29437248	mal	SAMN41829238	PRJNA1118412	SRP514138	ILLUMINA	Fulvia fulva	Solanum lycopersicum	66.19	28.7	Fulvia fulva	5499				0	known	single	False	1	True	0.0	0.0	5.99	0.0	0.0	205005455
SRR37042343	mal	SAMN54180758	PRJNA1389356	SRP670878	PACBIO_SMRT	Fusarium graminearum	Asparagus officinalis	7.09	1.39	Fusarium graminearum	5518				0	unresolved	single	False	1	True	73.07	0.0	0.0	0.0	0.0	3472330
ERR15005507	mal	SAMEA117592984	PRJEB84390	ERP167864	ILLUMINA	Puccinia triticina	Triticum aestivum	61.51	7.67	Puccinia triticina	208348				0	known	single	False	1	True	11.03	1.09	2.15	0.0	0.0	16184256
ERR14216441	mal	SAMEA117632290	PRJEB85268	ERP168674	ILLUMINA	Fusarium oxysporum	Benincasa hispida	56.79	13.86	Fusarium oxysporum	5507				0	unresolved	single	False	3	True	1.23	0.0	3.78	0.0	0.0	24646680
SRR6242034	mal	SAMN07836892	PRJNA415866	SRP123323	ILLUMINA	Puccinia graminis f. sp. tritici	Puccinia graminis	50.07	15.07	Puccinia graminis f. sp. tritici	56615				0	novel_host_range	single	False	1	True	15.51	0.0	4.79	0.0	0.0	145505543
SRR8891639	mal	SAMN11408178	PRJNA532644	SRP192443	ILLUMINA	Phytophthora nicotianae	Citrus sinensis	71.86	9.96	Phytophthora nicotianae	4792				0	novel_host_range	single	False	1	True	0.0	0.0	2.85	0.0	0.0	12124362
SRR22756154	mal	SAMN32086062	PRJNA909570	SRP413319	ILLUMINA	Fusarium graminearum	Triticum aestivum	78.81	8.38	Fusarium graminearum	5518				0	known	single	False	36	False	0.0	0.0	0.48	0.0	0.0	45118318
SRR11214591	mal	SAMN14258257	PRJNA609706	SRP251263	ILLUMINA	Fusarium verticillioides	Zea mays	28.27	25.04	Fusarium verticillioides	117187				0	known	single	False	1	True	58.29	0.0	0.45	0.0	0.0	14986327
SRR9875065	mal	SAMN09393900	PRJNA392275	SRP216761	ILLUMINA	Pyrenophora teres f. teres	Mesangiospermae	30.79	27.29	Pyrenophora teres f. teres	97479				0	unresolved	single	False	3	True	0.8	0.0	3.13	0.0	0.0	125643615
ERR6847884	mal	SAMEA9973417	PRJEB47693	ERP131992	ILLUMINA	Puccinia graminis f. sp. tritici	Triticum aestivum	6.66	0.69	Puccinia graminis f. sp. tritici	56615				0	known	single	False	1	True	62.61	0.0	1.08	0.0	0.0	29697589
SRR23606907	mal	SAMN33431564	PRJNA938293	SRP424359	ILLUMINA	Cytospora chrysosperma	Populus trichocarpa	16.02	5.81	Cytospora chrysosperma	252740				0	unresolved	single	False	1	True	10.94	0.0	0.75	0.0	0.0	23143889
SRR28763240	mal	SAMN40926579	PRJNA1092066	SRP503255	ILLUMINA	Fusarium oxysporum Fo47	Lactuca sativa	90.42	88.53	Fusarium oxysporum Fo47	660027				0	novel_host_range	single	False	8	False	0.0	0.0	0.17	0.0	0.0	77062946
ERR4315675	mal	SAMEA7036318	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Bacteria	4.5	2.37	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	1.14	25.65	2.37	0.0	0.0	14967783
SRR12888331	mal	SAMN16539843	PRJNA671670	SRP288469	ILLUMINA	Ralstonia pseudosolanacearum GMI1000	Solanum lycopersicum	82.73	45.62	Ralstonia pseudosolanacearum GMI1000	267608				0	known	single	False	1	True	0.0	0.0	12.2	0.0	0.0	9741174
DRR857914	mal	SAMD01738043	PRJDB39409	DRP016427	BGISEQ	Penicillium expansum	Penicillium expansum	70.84	14.26	Penicillium expansum	27334				0	novel_host_range	single	False	3	False	26.13	0.18	0.0	0.0	0.0	35977122
ERR8571409	mal	SAMEA12991596	PRJEB50522	ERP135111	ILLUMINA	Puccinia striiformis f. sp. tritici	Triticum aestivum	25.96	2.15	Puccinia striiformis f. sp. tritici	168172				0	known	single	False	1	True	0.44	0.0	9.87	0.0	0.0	17246519
SRR28266350	mal	SAMN40302242	PRJNA1085399	SRP494046	ILLUMINA	Verticillium dahliae	Gossypium hirsutum	97.47	28.19	Verticillium dahliae	27337				0	known	single	False	18	False	0.11	0.0	0.0	0.0	0.0	23699255
ERR4315302	mal	SAMEA7035944	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	24.61	16.05	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.68	0.0	2.17	0.0	0.0	23492821
SRR14871468	mal	SAMN19797457	PRJNA739688	SRP324873	ILLUMINA	Phytophthora infestans	Phytophthora infestans	70.32	21.16	Phytophthora infestans	4787				0	novel_host_range	single	False	22	False	0.0	0.0	1.49	21.38	0.0	71448322
SRR17137501	mal	SAMN23669303	PRJNA786373	SRP349325	ILLUMINA	Phytophthora infestans	Solanum tuberosum	38.94	16.59	Phytophthora infestans	4787				0	known	single	False	1	True	0.0	0.0	7.24	0.12	0.0	197283720
SRR26051907	mal	SAMN17370810	PRJNA692809	SRP460252	ILLUMINA	Colletotrichum scovillei	Capsicum annuum	91.49	84.42	Colletotrichum scovillei	1209932				0	known	single	False	7	False	0.0	0.0	0.33	0.0	0.0	15402001
ERR4421881	mal	SAMEA7131682	PRJEB39756	ERP123313	ILLUMINA	Puccinia striiformis f. sp. tritici	Triticinae	3.41	2.54	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.25	0.0	9.48	0.0	0.0	18089475
SRR8718793	mal	SAMN11111041	PRJNA526829	SRP188298	ILLUMINA	Pyricularia oryzae	Oryza sativa	68.64	51.07	Pyricularia oryzae	318829				0	known	single	False	1	True	0.4	0.0	0.14	0.0	0.0	21822923
SRR12867737	mal	SAMN16510413	PRJNA670487	SRP288036	ILLUMINA	Sclerotinia sclerotiorum 1980 UF-70	Ricinus communis	9.8	9.47	Sclerotinia sclerotiorum 1980 UF-70	665079				0	unresolved	single	False	1	True	77.32	0.0	2.47	0.0	0.0	18769354
SRR3032892	mal	SAMN04285311	PRJNA304618	SRP067573	ILLUMINA	Candidatus Liberibacter asiaticus	Citrus sinensis	92.1	13.1	Candidatus Liberibacter asiaticus	34021				0	known	single	False	1	True	0.0	0.0	0.13	0.0	0.0	47436385
ERR2593137	mal	SAMEA4681390	PRJEB26891	ERP108922	ILLUMINA	Pyricularia oryzae	Oryza sativa	25.01	21.83	Pyricularia oryzae	318829				0	known	single	False	12	True	32.96	0.0	0.98	0.0	0.0	62915251
ERR5928217	mal	SAMEA8755879	PRJEB45007	ERP129120	ILLUMINA	Pyricularia oryzae	Oryza sativa	76.7	68.92	Pyricularia oryzae	318829				0	known	single	False	24	False	0.0	0.0	5.65	0.0	0.0	12325875
SRR6941165	mal	SAMN08776905	PRJNA441168	SRP137202	ILLUMINA	Zymoseptoria tritici	Zymoseptoria tritici	62.7	10.84	Zymoseptoria tritici	1047171				0	novel_host_range	single	False	1	True	10.94	0.0	0.3	0.0	0.0	76500322
SRR32938370	mal	SAMN47734621	PRJNA1244880	SRP575731	ILLUMINA	Phytophthora capsici	Capsicum annuum	73.52	64.25	Phytophthora capsici	4784				0	known	single	False	1	True	0.58	0.0	0.18	2.98	0.0	136663681
ERR4421880	mal	SAMEA7131681	PRJEB39756	ERP123313	ILLUMINA	Puccinia striiformis f. sp. tritici	Triticinae	3.19	2.54	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.0	0.0	4.5	0.0	0.0	8415310
SRR1587416	mal	SAMN03003178	PRJNA250530	SRP047598	ILLUMINA	Exserohilum turcicum	Zea mays	89.34	82.62	Exserohilum turcicum	93612				0	known	single	False	24	False	3.21	0.0	0.63	0.0	0.0	46228571
SRR7640302	mal	SAMN09758710	PRJNA447872	SRP156235	ILLUMINA	Epichloe festucae	Aegilops tauschii	16.7	3.79	Epichloe festucae	35717				0	unresolved	single	False	6	False	0.0	0.0	0.0	0.0	0.0	42480547
SRR11347470	mal	SAMN13353347	PRJNA591157	SRP233267	ILLUMINA	Fusarium oxysporum	Mesangiospermae	5.08	3.75	Fusarium oxysporum	5507				0	unresolved	single	False	8	False	1.02	0.0	0.49	0.0	0.0	42010453
