Run	mode	BioSample	BioProject	SRAStudy	Platform	ScientificName	host	host_pct	host_species_pct	primary_pathogen	primary_taxid	primary_pct	secondary_pathogens	secondary_kingdoms	n_secondary	interaction_status	co_infection_flag	same_genus_secondary	biosample_n_runs	biosample_representative	fungi_pct	virus_pct	bacteria_pct	oomycete_pct	nematode_pct	analyzed
SRR517950	mal	SAMN01085326		SRP013994	ILLUMINA	Alternaria brassicicola	Arabidopsis thaliana	64.47	40.82	Alternaria brassicicola	29001				0	known	single	False	2	True	0.0	0.0	0.0	0.0	0.0	39380192
SRR22834531	mal	SAMN32336366	PRJNA914331	SRP414168	ILLUMINA	Blumeria graminis	Triticum aestivum	63.1	6.7	Blumeria graminis	34373				0	known	single	False	1	True	0.0	0.0	3.44	0.0	0.0	34113993
SRR24010236	mal	SAMN33975263	PRJNA950118	SRP430045	ILLUMINA	Puccinia striiformis	Mesangiospermae	8.01	7.27	Puccinia striiformis	27350				0	unresolved	single	False	1	True	8.14	0.0	7.48	0.0	0.0	30962650
SRR27895704	mal	SAMN37953619	PRJNA1031678	SRP468185	ILLUMINA	Fusarium graminearum	Oryza sativa	79.1	17.96	Fusarium graminearum	5518				0	known	single	False	16	True	1.23	0.0	2.01	0.0	0.0	18320271
SRR27482754	mal	SAMN39335213	PRJNA1063333	SRP482935	ILLUMINA	Ceratocystis fimbriata	Ipomoea triloba	77.84	46.2	Ceratocystis fimbriata	5158				0	unresolved	single	False	1	True	0.0	1.36	2.24	0.0	0.0	91205482
SRR29223101	mal	SAMN41589952	PRJNA325493	SRP510650	ILLUMINA	Colletotrichum lindemuthianum	Phaseolus vulgaris	85.03	75.21	Colletotrichum lindemuthianum	290576				0	known	single	False	1	True	0.37	0.25	4.76	0.0	0.0	19167725
DRR857931	mal	SAMD01738049	PRJDB39409	DRP016427	BGISEQ	Penicillium digitatum	Malus sylvestris	87.8	5.76	Penicillium digitatum	36651				0	unresolved	single	False	3	False	8.76	0.19	0.13	0.0	0.0	35312417
ERR3856839	mal	SAMEA6512705	PRJEB36485	ERP119684	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	27.02	21.87	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.42	0.0	4.26	0.0	0.0	24309315
SRR5714720	mal	SAMN07257469	PRJNA391093	SRP109780	ILLUMINA	Alternaria solani	Solanum tuberosum	85.8	46.36	Alternaria solani	48100				0	known	single	False	1	True	0.18	0.0	0.0	0.0	0.0	23490755
SRR10897981	mal	SAMN13839815	PRJNA601001	SRP241816	ILLUMINA	Sclerotinia sclerotiorum	Brassica napus	45.08	3.28	Sclerotinia sclerotiorum	5180				0	known	single	False	1	True	0.5	0.0	4.29	0.0	0.0	7060871
SRR19521784	mal	SAMN28835171	PRJNA844585	SRP378175	BGISEQ	Phytophthora sojae strain P6497	Glycine max	92.93	4.52	Phytophthora sojae strain P6497	1094619				0	known	single	False	1	True	0.0	0.0	0.0	0.0	0.0	67612670
SRR32620570	mal	SAMN47205407	PRJNA1231252	SRP568890	ILLUMINA	Puccinia striiformis f. sp. tritici	Triticum aestivum	21.72	1.66	Puccinia striiformis f. sp. tritici	168172				0	known	single	False	1	True	44.48	0.15	4.63	0.0	0.0	13326375
SRR34575277	mal	SAMN50010366	PRJNA1292970	SRP601665	ILLUMINA	Puccinia graminis f. sp. tritici	Puccinia graminis	62.61	8.17	Puccinia graminis f. sp. tritici	56615				0	novel_host_range	single	False	1	True	9.39	0.0	1.56	0.0	0.0	10916723
SRR29232467	mal	SAMN06348201	PRJNA1110392	SRP510762	ILLUMINA	Colletotrichum fructicola	Malus domestica	88.2	11.69	Colletotrichum fructicola	690256				0	known	single	False	5	False	0.95	0.0	0.25	0.0	0.0	40240133
SRR8718803	mal	SAMN11111069	PRJNA526829	SRP188298	ILLUMINA	Pyricularia oryzae	Oryza sativa	68.31	56.8	Pyricularia oryzae	318829				0	known	single	False	1	True	0.4	0.0	0.25	0.0	0.0	21883768
SRR31850422	mal	SAMN36449409	PRJNA994854	SRP449655	ILLUMINA	Salmonella enterica	Solanum lycopersicum	94.04	52.25	Salmonella enterica	28901				0	known	single	False	1	True	0.0	0.0	0.25	0.0	0.0	74615947
SRR1167720	mal	SAMN02640197	PRJNA237967	SRP037578	ILLUMINA	Zymoseptoria tritici	Brachypodium distachyon	5.37	1.67	Zymoseptoria tritici	1047171				0	known	single	False	3	False	4.63	0.0	2.05	0.0	0.0	196421480
ERR1554632	mal	SAMEA4364760	PRJEB14966	ERP016648	ILLUMINA	Phytophthora infestans	Solanum tuberosum	79.95	47.29	Phytophthora infestans	4787				0	known	single	False	15	False	0.0	0.0	6.67	0.57	0.0	8073630
ERR1607734	mal	SAMEA4415652	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	BOP clade	10.35	2.12	Puccinia striiformis	27350				0	unresolved	single	False	1	True	0.18	0.0	0.39	0.0	0.0	30263242
SRR1167719	mal	SAMN02640197	PRJNA237967	SRP037578	ILLUMINA	Zymoseptoria tritici	Brachypodium distachyon	6.29	1.65	Zymoseptoria tritici	1047171				0	known	single	False	3	False	3.1	0.0	2.5	0.0	0.0	176589356
SRR1167721	mal	SAMN02640197	PRJNA237967	SRP037578	ILLUMINA	Zymoseptoria tritici	BOP clade	5.05	2.38	Zymoseptoria tritici	1047171				0	unresolved	single	False	3	True	3.33	0.0	2.8	0.0	0.0	203927257
ERR2099114	mal	SAMEA104219916	PRJEB22223	ERP024570	ILLUMINA	Puccinia graminis f. sp. tritici	Mesangiospermae	5.6	5.54	Puccinia graminis f. sp. tritici	56615				0	unresolved	single	False	1	True	18.55	0.0	0.0	0.0	0.0	18418797
SRR19018790	mal	SAMN27865511	PRJNA832871	SRP372948	ILLUMINA	Phytophthora sojae	Phytophthora sojae	73.78	19.62	Phytophthora sojae	67593				0	novel_host_range	single	False	1	True	0.0	0.0	2.35	19.95	0.0	36434867
ERR15005541	mal	SAMEA117593005	PRJEB84390	ERP167864	ILLUMINA	Puccinia triticina	Puccinia triticina	66.6	5.64	Puccinia triticina	208348				0	novel_host_range	single	False	1	True	5.82	0.75	2.6	0.0	0.0	17659952
SRR5010597	mal	SAMN05859608	PRJNA347320	SRP093177	ILLUMINA	Puccinia graminis f. sp. tritici	BOP clade	7.31	3.33	Puccinia graminis f. sp. tritici	56615				0	unresolved	single	False	1	True	0.0	0.0	0.0	0.0	0.0	44199292
SRR8718848	mal	SAMN11111083	PRJNA526829	SRP188298	ILLUMINA	Pyricularia oryzae	Oryza sativa	67.69	48.46	Pyricularia oryzae	318829				0	known	single	False	1	True	0.45	0.0	0.31	0.0	0.0	21879337
SRR18253543	mal	SAMN26502419	PRJNA813432	SRP362848	ILLUMINA	Heterodera glycines	Glycine max	94.96	7.57	Heterodera glycines	51029				0	known	single	False	1	True	0.0	0.0	0.56	0.0	0.0	48776657
SRR13577174	mal	SAMN17506960	PRJNA694214	SRP303810	ILLUMINA	Puccinia triticina	Brachypodium distachyon	43.54	0.19	Puccinia triticina	208348				0	novel_host_range	single	False	1	True	0.28	0.0	3.5	0.0	0.0	44775595
SRR35256587	mal	SAMN51066455	PRJNA1064071	SRP483456	ILLUMINA	Fusarium oxysporum f. sp. lycopersici	Solanum lycopersicum	85.77	47.08	Fusarium oxysporum f. sp. lycopersici	59765				0	known	single	False	1	True	9.41	0.0	0.51	0.0	0.0	57063011
SRR33826855	mal	SAMN48892059	PRJNA1272045	SRP589852	ILLUMINA	Ralstonia pseudosolanacearum	Solanum lycopersicum	76.92	51.72	Ralstonia pseudosolanacearum	1310165				0	known	single	False	1	True	0.0	0.0	13.55	0.0	0.0	47619040
SRR21677718	mal	SAMN30964043	PRJNA883377	SRP398720	ILLUMINA	Fusarium graminearum PH-1	Fusarium graminearum	58.94	19.82	Fusarium graminearum PH-1	229533				0	novel_host_range	single	False	1	True	33.18	0.0	0.0	0.0	0.0	30422313
SRR6942199	mal	SAMN06313769	PRJNA372577	SRP137344	ILLUMINA	Exserohilum turcicum	Zea mays	92.08	84.24	Exserohilum turcicum	93612				0	known	single	False	1	True	1.81	0.0	0.0	0.0	0.0	39524857
SRR2922440	mal	SAMN04272888	PRJNA297402	SRP066345	ILLUMINA	Ralstonia solanacearum	Cucumis melo	10.17	4.49	Ralstonia solanacearum	305				0	novel_host_range	single	False	6	False	0.0	0.0	49.89	0.0	0.0	21230312
SRR2922439	mal	SAMN04272888	PRJNA297402	SRP066345	ILLUMINA	Ralstonia solanacearum	Cucumis melo	10.16	4.48	Ralstonia solanacearum	305				0	novel_host_range	single	False	6	False	0.0	0.0	49.89	0.0	0.0	20988891
DRR980926	mal	SAMD01885030	PRJDB41276	DRP018182	ILLUMINA	Fusarium graminearum	Fusarium graminearum	83.12	9.65	Fusarium graminearum	5518				0	novel_host_range	single	False	1	True	13.24	0.0	0.22	0.0	0.0	10799901
SRR28353132	mal	SAMN38411304	PRJNA1044756	SRP495423	DNBSEQ	Phytophthora sojae	Glycine max	96.53	7.18	Phytophthora sojae	67593				0	known	single	False	1	True	0.0	0.0	0.0	0.57	0.0	23522620
SRR3233277	mal	SAMN04516555	PRJNA313195	SRP071895	ILLUMINA	Puccinia graminis f. sp. tritici	BOP clade	14.23	6.94	Puccinia graminis f. sp. tritici	56615				0	unresolved	single	False	21	False	0.1	0.0	2.71	0.0	0.0	37212807
ERR3047557	mal	SAMEA5209060	PRJEB30662	ERP113139	ILLUMINA	Synchytrium endobioticum	Solanum tuberosum	85.86	53.89	Synchytrium endobioticum	286115				0	known	single	False	3	True	0.16	0.0	0.0	0.0	0.0	18944353
ERR5696300	mal	SAMEA8550322	PRJEB44222	ERP128248	ILLUMINA	Phakopsora pachyrhizi	Glycine max	83.42	11.78	Phakopsora pachyrhizi	170000				0	novel_host_range	single	False	6	False	0.0	0.0	1.07	0.0	0.0	4366326
ERR4315567	mal	SAMEA7036210	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	PACMAD clade	44.7	0.12	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.0	0.0	1.04	0.0	0.0	16262210
ERR5696253	mal	SAMEA8550314	PRJEB44222	ERP128248	ILLUMINA	Phakopsora pachyrhizi	Glycine max	65.03	8.93	Phakopsora pachyrhizi	170000				0	novel_host_range	single	False	6	False	0.0	0.0	1.6	0.0	0.0	5190739
ERR4315461	mal	SAMEA7036103	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	16.58	13.01	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.3	0.0	0.93	0.0	0.0	17752097
SRR15813559	mal	SAMN21160512	PRJNA516233	SRP181071	ILLUMINA	Listeria monocytogenes	eudicotyledons	2.07	1.78	Listeria monocytogenes	1639				0	unresolved	single	False	1	True	0.0	0.22	81.7	0.0	0.0	30026020
SRR28258088	mal	SAMN40299542	PRJNA1085269	SRP493861	ILLUMINA	Aspergillus flavus	Zea mays	2.42	1.96	Aspergillus flavus	5059				0	known	single	False	1	True	88.42	0.0	0.3	0.0	0.0	16267519
ERR13149105	mal	SAMEA115652375	PRJEB75530	ERP160107	ILLUMINA	Fusarium graminearum PH-1	Fusarium graminearum	73.8	12.55	Fusarium graminearum PH-1	229533				0	novel_host_range	single	False	1	True	21.63	0.0	0.0	0.0	0.0	22278996
ERR5696301	mal	SAMEA8550322	PRJEB44222	ERP128248	ILLUMINA	Phakopsora pachyrhizi	Glycine max	83.2	11.75	Phakopsora pachyrhizi	170000				0	novel_host_range	single	False	6	False	0.0	0.0	1.08	0.0	0.0	4746333
SRR30606528	mal	SAMN43542881	PRJNA1158549	SRP531630	ILLUMINA	Botrytis cinerea B05.10	Arabidopsis thaliana	92.3	81.43	Botrytis cinerea B05.10	332648				0	known	single	False	1	True	2.6	0.0	0.64	0.0	0.0	42376931
SRR33001919	mal	SAMN47802251	PRJNA1247000	SRP576890	ILLUMINA	Ascochyta rabiei	Cicer arietinum	77.71	64.73	Ascochyta rabiei	5454				0	known	single	False	1	True	0.0	0.0	2.24	0.0	0.0	124495006
DRR857932	mal	SAMD01738049	PRJDB39409	DRP016427	BGISEQ	Penicillium digitatum	Malus sylvestris	88.05	5.53	Penicillium digitatum	36651				0	unresolved	single	False	3	True	8.67	0.15	0.12	0.0	0.0	36020957
SRR31514627	mal	SAMN43969392	PRJNA1166635	SRP535692	ILLUMINA	Erwinia amylovora	Malus sylvestris	90.02	6.68	Erwinia amylovora	552				0	unresolved	single	False	1	True	0.0	0.16	1.1	0.0	0.0	153306566
ERR4315296	mal	SAMEA7035938	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	27.17	22.89	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.14	0.0	0.83	0.0	0.0	24107672
SRR3999595	mal	SAMN05511390	PRJNA336478	SRP080917	ILLUMINA	Botrytis cinerea	Vitis vinifera	73.01	71.28	Botrytis cinerea	40559				0	known	single	False	1	True	0.0	1.71	0.0	0.0	0.0	27943995
SRR2874379	mal	SAMN04226678	PRJNA300619	SRP065525	ILLUMINA	Aspergillus flavus	Arachis duranensis	86.13	19.99	Aspergillus flavus	5059				0	unresolved	single	False	12	False	7.3	0.0	0.0	0.0	0.0	27540791
SRR34575248	mal	SAMN50010392	PRJNA1292970	SRP601665	ILLUMINA	Puccinia graminis f. sp. tritici	Triticum aestivum	13.69	0.99	Puccinia graminis f. sp. tritici	56615				0	known	single	False	1	True	44.66	0.0	1.24	0.0	0.0	33409273
SRR28924306	mal	SAMN41240349	PRJNA1108353	SRP506094	DNBSEQ	Colletotrichum fructicola	Carya illinoinensis	84.98	59.32	Colletotrichum fructicola	690256				0	unresolved	single	False	1	True	0.19	0.0	2.12	0.0	0.0	53513740
SRR7640300	mal	SAMN09758710	PRJNA447872	SRP156235	ILLUMINA	Epichloe festucae	Brachypodium distachyon	16.81	2.3	Epichloe festucae	35717				0	novel_host_range	single	False	6	False	0.0	0.0	0.17	0.0	0.0	53018693
SRR11214655	mal	SAMN14258338	PRJNA609706	SRP251263	ILLUMINA	Fusarium verticillioides	Zea mays	25.08	23.24	Fusarium verticillioides	117187				0	known	single	False	1	True	65.74	0.0	0.23	0.0	0.0	8353320
SRR34575279	mal	SAMN50010364	PRJNA1292970	SRP601665	ILLUMINA	Puccinia graminis f. sp. tritici	Puccinia graminis	61.96	15.4	Puccinia graminis f. sp. tritici	56615				0	novel_host_range	single	False	1	True	16.08	0.0	0.59	0.0	0.0	10856336
SRR21777807	mal	SAMN31120129	PRJNA886106	SRP400587	ILLUMINA	Rhizoctonia solani	Nicotiana tabacum	40.69	3.79	Rhizoctonia solani	456999				0	novel_host_range	single	False	1	True	1.74	0.0	0.17	0.0	0.0	34964669
ERR5928158	mal	SAMEA8755880	PRJEB45007	ERP129120	ILLUMINA	Pyricularia oryzae	Oryza sativa	65.44	58.56	Pyricularia oryzae	318829				0	known	single	False	24	False	15.22	0.0	2.26	0.0	0.0	17870789
SRR11214656	mal	SAMN14258337	PRJNA609706	SRP251263	ILLUMINA	Fusarium verticillioides	Zea mays	12.28	11.28	Fusarium verticillioides	117187				0	known	single	False	1	True	79.51	0.0	0.32	0.0	0.0	7949814
SRR3750734	mal	SAMN05363416	PRJNA328045	SRP078092	ILLUMINA	Plenodomus lingam	Brassica napus	72.99	6.75	Plenodomus lingam	5022				0	known	single	False	1	True	0.21	0.0	0.0	0.0	0.0	30378650
SRR15044362	mal	SAMN20054365	PRJNA743515	SRP326846	ILLUMINA	Bipolaris sorokiniana	Bipolaris sorokiniana	74.26	0.97	Bipolaris sorokiniana	45130				0	novel_host_range	single	False	1	True	1.25	0.0	0.58	0.0	0.0	27854440
ERR5928202	mal	SAMEA8755878	PRJEB45007	ERP129120	ILLUMINA	Pyricularia oryzae	Oryza sativa	74.07	65.33	Pyricularia oryzae	318829				0	known	single	False	24	False	0.0	0.0	5.78	0.0	0.0	12074740
SRR12990531	mal	SAMN16674324	PRJNA674747	SRP291255	ILLUMINA	Mycosarcoma maydis	Zea mays	67.84	54.03	Mycosarcoma maydis	5270				0	known	single	False	6	False	5.94	0.0	0.98	0.0	0.0	58637126
SRR2922438	mal	SAMN04272887	PRJNA297402	SRP066345	ILLUMINA	Ralstonia solanacearum	Solanum lycopersicum	9.19	1.86	Ralstonia solanacearum	305				0	known	single	False	6	False	0.0	0.0	61.29	0.0	0.0	19753383
SRR2922437	mal	SAMN04272887	PRJNA297402	SRP066345	ILLUMINA	Ralstonia solanacearum	Solanum lycopersicum	9.19	1.86	Ralstonia solanacearum	305				0	known	single	False	6	False	0.0	0.0	61.34	0.0	0.0	19546099
ERR4315484	mal	SAMEA7036126	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	14.25	12.0	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.0	0.0	0.79	0.0	0.0	16083724
ERR1607829	mal	SAMEA4415747	PRJEB15280	ERP016995	ILLUMINA	Puccinia striiformis	BOP clade	8.09	1.34	Puccinia striiformis	27350				0	unresolved	single	False	1	True	0.52	0.0	1.54	0.0	0.0	18182065
SRR1587423	mal	SAMN03003178	PRJNA250530	SRP047598	ILLUMINA	Exserohilum turcicum	Zea mays	88.37	80.25	Exserohilum turcicum	93612				0	known	single	False	24	False	0.0	0.0	1.4	0.0	0.0	56779519
SRR6924537	mal	SAMN08828701	PRJNA448328	SRP136887	ILLUMINA	Botrytis cinerea	Botrytis cinerea	52.28	39.92	Botrytis cinerea	40559				0	novel_host_range	single	False	1	True	41.14	0.0	0.0	0.0	0.0	21831486
SRR11214608	mal	SAMN14258292	PRJNA609706	SRP251263	ILLUMINA	Fusarium verticillioides	Zea mays	10.63	9.28	Fusarium verticillioides	117187				0	known	single	False	1	True	76.51	0.0	0.35	0.0	0.0	15174045
SRR21386565	mal	SAMN30559766	PRJNA874673	SRP395197	ILLUMINA	Colletotrichum higginsianum	Arabidopsis thaliana	75.44	65.79	Colletotrichum higginsianum	80884				0	known	single	False	12	False	18.76	0.0	0.28	0.0	0.0	39138403
SRR621436	mal	SAMN01818699		SRP017303	ILLUMINA	Puccinia striiformis f. sp. tritici 08/21	Terrabacteria group	9.27	0.47	Puccinia striiformis f. sp. tritici 08/21	1262395				0	unresolved	single	False	1	True	22.63	0.0	3.77	0.0	0.0	60569427
SRR32817838	mal	SAMN47446194	PRJNA1237996	SRP572415	ILLUMINA	Blumeria graminis f. sp. tritici	Triticum aestivum	80.22	7.96	Blumeria graminis f. sp. tritici	62690				0	known	single	False	1	True	0.0	0.0	0.59	0.0	0.0	33579266
ERR3856850	mal	SAMEA6512716	PRJEB36485	ERP119684	ILLUMINA	Puccinia striiformis f. sp. tritici	Klebsiella pneumoniae	11.19	0.12	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	1.46	0.0	1.73	0.0	0.0	21990041
ERR14216436	mal	SAMEA117632288	PRJEB85268	ERP168674	ILLUMINA	Fusarium oxysporum	Benincasa hispida	56.0	14.26	Fusarium oxysporum	5507				0	unresolved	single	False	3	False	0.32	0.0	5.16	0.0	0.0	21366574
DRR438358	mal	SAMD00575536	PRJDB15139	DRP010360	ILLUMINA	Colletotrichum orbiculare	Cucumis sativus	27.56	16.71	Colletotrichum orbiculare	5465				0	known	single	False	1	True	0.17	0.0	0.56	0.0	0.0	133718874
SRR34575261	mal	SAMN50010381	PRJNA1292970	SRP601665	ILLUMINA	Puccinia graminis f. sp. tritici	Stenosarchaea group	9.43	0.47	Puccinia graminis f. sp. tritici	56615				0	unresolved	single	False	1	True	19.69	0.0	3.82	0.0	0.0	11545383
ERR4315473	mal	SAMEA7036115	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	20.62	16.64	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.0	0.0	4.78	0.0	0.0	17100716
SRR32817865	mal	SAMN47446207	PRJNA1237996	SRP572415	ILLUMINA	Blumeria graminis f. sp. tritici	Triticum aestivum	85.71	8.02	Blumeria graminis f. sp. tritici	62690				0	known	single	False	1	True	0.0	0.0	1.31	0.0	0.0	32682516
SRR1587440	mal	SAMN03003178	PRJNA250530	SRP047598	ILLUMINA	Exserohilum turcicum	Zea mays	94.05	85.54	Exserohilum turcicum	93612				0	known	single	False	24	False	0.0	0.0	0.0	0.0	0.0	47739596
SRR33379557	mal	SAMN48207003	PRJNA1256908	SRP582240	ILLUMINA	Phytophthora capsici	Capsicum annuum	83.47	72.16	Phytophthora capsici	4784				0	known	single	False	27	False	0.0	0.0	1.09	0.0	0.0	11161443
SRR30771143	mal	SAMN43889038	PRJNA1164193	SRP534208	ILLUMINA	Fusarium graminearum	Hordeum vulgare	73.88	48.18	Fusarium graminearum	5518				0	known	single	False	2	True	3.38	0.0	0.89	0.0	0.0	26892178
SRR30771142	mal	SAMN43889038	PRJNA1164193	SRP534208	ILLUMINA	Fusarium graminearum	Hordeum vulgare	72.02	47.01	Fusarium graminearum	5518				0	known	single	False	2	False	3.33	0.0	0.86	0.0	0.0	11019516
SRR13349981	mal	SAMN17140903	PRJNA687280	SRP300250	ILLUMINA	Sclerotinia sclerotiorum	Cicer arietinum	93.22	91.56	Sclerotinia sclerotiorum	5180				0	novel_host_range	single	False	1	True	1.52	0.0	0.9	0.0	0.0	57063713
SRR18253551	mal	SAMN26502420	PRJNA813432	SRP362848	ILLUMINA	Heterodera glycines	Glycine max	95.96	7.79	Heterodera glycines	51029				0	known	single	False	1	True	0.0	0.0	0.42	0.0	0.0	47601965
SRR6242060	mal	SAMN07836902	PRJNA415866	SRP123323	ILLUMINA	Puccinia graminis f. sp. tritici	Puccinia graminis	35.45	2.89	Puccinia graminis f. sp. tritici	56615				0	novel_host_range	single	False	3	False	2.89	0.0	9.48	0.0	0.0	25925558
SRR22834534	mal	SAMN32336365	PRJNA914331	SRP414168	ILLUMINA	Blumeria graminis	Triticum aestivum	83.6	9.12	Blumeria graminis	34373				0	known	single	False	1	True	0.0	0.0	0.87	0.0	0.0	39704489
SRR20324130	mal	SAMN29390820	PRJNA853492	SRP387183	ILLUMINA	Rhizoctonia solani	Nicotiana tabacum	77.92	6.27	Rhizoctonia solani	456999				0	novel_host_range	single	False	1	True	0.26	0.0	0.64	0.0	0.0	22891628
SRR35750204	mal	SAMN52406081	PRJNA1338360	SRP630715	ILLUMINA	Listeria monocytogenes	Daucus carota	2.8	1.5	Listeria monocytogenes	1639				0	novel_host_range	single	False	1	True	0.0	0.0	88.28	0.0	0.0	8485139
SRR18253555	mal	SAMN26502517	PRJNA813432	SRP362848	ILLUMINA	Heterodera glycines	Glycine max	96.22	7.94	Heterodera glycines	51029				0	known	single	False	1	True	0.0	0.0	0.57	0.0	0.0	55957467
SRR32908624	mal	SAMN16869256	PRJNA926806	SRP420356	ILLUMINA	Ascochyta lentis	IRL clade	48.17	40.18	Ascochyta lentis	205686				0	unresolved	single	False	45	True	0.0	0.0	0.86	0.0	0.0	209988421
SRR20324135	mal	SAMN29390815	PRJNA853492	SRP387183	ILLUMINA	Rhizoctonia solani	Nicotiana tabacum	87.04	7.01	Rhizoctonia solani	456999				0	novel_host_range	single	False	1	True	0.1	0.0	1.74	0.0	0.0	25886503
SRR29056976	mal	SAMN41403800	PRJNA1111826	SRP508141	ILLUMINA	Puccinia triticina	Triticum dicoccoides	12.35	0.19	Puccinia triticina	208348				0	novel_host_range	single	False	1	True	28.86	0.0	3.12	0.0	0.0	17664547
ERR5960066	mal	SAMEA8804389	PRJEB45236	ERP129312	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	21.69	17.57	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.45	0.0	5.4	0.0	0.0	11413861
SRR11679688	mal	SAMN14833328	PRJNA630379	SRP259886	ILLUMINA	Penicillium expansum	Malus domestica	16.94	11.62	Penicillium expansum	27334				0	known	single	False	1	True	78.28	0.12	0.23	0.0	0.0	22330493
SRR13664879	mal	SAMN17839760	PRJNA419480	SRP125553	ILLUMINA	Pseudomonas fluorescens	Medicago truncatula	1.05	0.4	Pseudomonas fluorescens	294				0	novel_host_range	single	False	1	True	0.11	1.34	95.22	0.0	0.0	10000000
ERR4315564	mal	SAMEA7036207	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Brachypodium distachyon	12.51	0.1	Puccinia striiformis f. sp. tritici	168172				0	novel_host_range	single	False	1	True	0.32	0.0	0.92	0.0	0.0	20415198
ERR4315657	mal	SAMEA7036300	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	38.33	31.05	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.3	0.0	6.29	0.0	0.0	22450159
ERR8571452	mal	SAMEA12991639	PRJEB50522	ERP135111	ILLUMINA	Puccinia striiformis f. sp. tritici	Klebsiella pneumoniae	15.67	0.12	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	0.53	0.0	21.67	0.0	0.0	23694102
ERR4315311	mal	SAMEA7035953	PRJEB39201	ERP122692	ILLUMINA	Puccinia striiformis f. sp. tritici	Aegilops tauschii subsp. tauschii	8.16	4.94	Puccinia striiformis f. sp. tritici	168172				0	unresolved	single	False	1	True	1.93	0.0	6.83	0.0	0.0	25796599
SRR12149180	mal	SAMN15455114	PRJNA644240	SRP270083	ILLUMINA	Colletotrichum fructicola	Camellia sinensis	4.29	4.11	Colletotrichum fructicola	690256				0	known	single	False	1	True	88.05	0.0	0.37	0.0	0.0	28581047
SRR18188803	mal	SAMN26350163	PRJNA811707	SRP362092	BGISEQ	Penicillium italicum	Penicillium solitum	3.87	2.02	Penicillium italicum	40296				0	unresolved	single	False	1	True	42.07	0.0	0.23	0.0	0.0	43461514
SRR12855416	mal	SAMN16493243	PRJNA670341	SRP287947	ILLUMINA	Fusarium oxysporum f. sp. pisi	NPAAA clade	20.36	13.85	Fusarium oxysporum f. sp. pisi	179143				0	unresolved	single	False	1	True	0.0	0.0	0.94	0.0	0.0	29034136
SRR12855428	mal	SAMN16493231	PRJNA670341	SRP287947	ILLUMINA	Fusarium oxysporum f. sp. pisi	NPAAA clade	18.44	12.53	Fusarium oxysporum f. sp. pisi	179143				0	unresolved	single	False	1	True	0.0	0.0	0.66	0.0	0.0	20218235
SRR26065706	mal	SAMN37400201	PRJNA1017476	SRP460662	ILLUMINA	Fusarium oxysporum f. sp. lycopersici 4287	Solanum lycopersicum	74.74	38.0	Fusarium oxysporum f. sp. lycopersici 4287	426428				0	known	single	False	1	True	16.43	0.0	0.71	0.0	0.0	51668677
SRR7500371	mal	SAMN05415085	PRJNA329579	SRP079325	ILLUMINA	Plasmopara viticola	Vitis vinifera	90.85	89.27	Plasmopara viticola	143451				0	known	single	False	9	False	0.0	0.0	0.27	0.0	0.0	37993907
ERR6847883	mal	SAMEA9973416	PRJEB47693	ERP131992	ILLUMINA	Puccinia graminis f. sp. tritici	Triticum aestivum	36.24	4.83	Puccinia graminis f. sp. tritici	56615				0	known	single	False	1	True	35.65	0.16	0.98	0.0	0.0	21632551
SRR22756174	mal	SAMN32086062	PRJNA909570	SRP413319	ILLUMINA	Fusarium graminearum	Triticum aestivum	71.41	7.9	Fusarium graminearum	5518				0	known	single	False	36	False	0.0	0.0	0.36	0.0	0.0	41175175
